,biomethane boiler,biomethane CHP,large scale heat pump,geothermal plant,elec boiler,selling,heating_grid_7MW,heating_grid_14MW,heating_grid_21MW,heating_grid_28MW,heating_grid_35MW,heating_grid_42MW,heating_grid_49MW,heating_grid_56MW,heating_grid_63MW,heating_grid_71MW,heating_grid_78MW,heating_grid_85MW,heating_grid_92MW,heating_grid_99MW,heating_grid_106MW,heating_grid_113MW,heating_grid_121MW,heating_grid_128MW,heating_grid_136MW,heating_grid_143MW
2039,1.06,0.43,2.8598827580378487,25.0,0.99,0.0,0.9609670606576659,0.9696534171374354,0.9754977110675618,0.9768727747083427,0.9749153811383391,0.9699360287993095,0.9689751907793938,0.9656864118349618,0.9641953921124432,0.9631429252935314,0.9614015263103144,0.9594468409097824,0.9565732219574481,0.9520807357940562,0.9465486407989037,0.939405788740436,0.9286668550856323,0.9172442984855136,0.9026252646990861,0.8693035488236718
2040,1.06,0.43,2.8182737328920755,25.0,0.99,0.0,0.9645649596157494,0.9724506427807574,0.9777562332620475,0.9790045490810189,0.9772275801576019,0.9727072044392003,0.9718349325936233,0.9688493000311166,0.9674957164944584,0.9665402618231066,0.96495937797641,0.9631848675943226,0.9605761272498701,0.9564977403462012,0.9514755715609227,0.9449911188034533,0.9352420567509053,0.9248723853596041,0.9116008751600393,0.8813506206925973
2041,1.06,0.43,2.795669424234608,25.0,0.99,0.0,0.9624043983641614,0.9707708909568958,0.9763999762920472,0.9777244049857032,0.9758390899122728,0.9710430958084003,0.9701176394107537,0.9669499655141303,0.9655138506720642,0.9645001395879021,0.9628228653788582,0.960940158750047,0.9581723571136486,0.953845300965709,0.9485169182419463,0.9416370925086424,0.9312936062510799,0.9202916705824759,0.9062109638820379,0.8741162772665213
2042,1.06,0.43,2.7493698816669654,25.0,0.99,0.0,0.966690366629916,0.9741030635607146,0.9790904227347748,0.9802638641026726,0.9785934784418351,0.9743442365546462,0.9735242839015619,0.9707177307000849,0.9694453356116937,0.9685471894699269,0.9670611276293553,0.9653930530456161,0.9629407859255797,0.9591070221982229,0.9543860849805343,0.9482905721318193,0.9391262624781211,0.929378567866603,0.9169030878270398,0.8884672549696265
2043,1.06,0.43,2.721688571942768,25.0,0.99,0.0,0.972176420563934,0.9783682558086533,0.9825342033174085,0.9835143803956287,0.9821191051127455,0.9785697079195166,0.9778848004177307,0.9755404829322982,0.9744776496845534,0.9737274270614762,0.9724861177018486,0.971092772864627,0.9690443909969939,0.9658420432430549,0.9618986383358424,0.9568070486426907,0.949152089046066,0.941009827246641,0.9305890427838618,0.9068365551611818
2044,1.06,0.43,2.7113945401015136,25.0,0.99,0.0,0.9774721487588424,0.9824854772424515,0.9858585100318293,0.986652127670382,0.9855224184578962,0.9826485864928689,0.9820940390684572,0.9801959211179891,0.9793353794556783,0.9787279484926971,0.9777229005022972,0.9765947543091488,0.9749362458449464,0.9723434085721949,0.9691505613205511,0.9650280660301123,0.9588300931400283,0.9522375674369463,0.9438001957201587,0.9245685756836092
2045,1.06,0.43,2.6886860017716327,25.0,0.99,0.0,0.9767363179553892,0.9819133975880351,0.9853966042861854,0.9862161439844304,0.9850495348994891,0.9820818345019523,0.9815091738064394,0.9795490573261698,0.9786604076540889,0.9780331360765392,0.976995260043093,0.9758302650306395,0.9741175844395581,0.971440056908814,0.9681429211773978,0.9638857721648031,0.957485353896211,0.9506774954730682,0.9419645325361977,0.9221047470225365
2046,1.06,0.43,2.6494936885632643,25.0,0.99,0.0,0.9781058681066966,0.9829781692360675,0.9862563169821852,0.9870276097728434,0.9859296798267305,0.9831366901444057,0.982597742407172,0.9807530194324096,0.97991668522314,0.9793263415868464,0.9783495660823671,0.9772531551871019,0.9756413013679028,0.9731214018612965,0.9700183709466149,0.9660118434419638,0.9599882225260594,0.9535811477585571,0.945381123387716,0.9266904981214743
2047,1.06,0.43,2.712536007215257,25.0,0.99,0.0,0.9767034922406702,0.9818878768794098,0.9853759984809345,0.9861966945729216,0.9850284393694967,0.9820565514625865,0.9814830827266016,0.9795202004664234,0.9786302968844686,0.9780021402089444,0.9769627997029989,0.9757961608495638,0.9740810636176265,0.9713997580196483,0.9680979699362656,0.9638348139657553,0.9574253645255815,0.950607900021251,0.9418826428467282,0.9219948346128287
2048,1.06,0.43,2.896666082053111,25.0,0.99,0.0,0.9755384537712697,0.9809821050609039,0.9846446646465978,0.9855064030496785,0.9842797244006399,0.981159214916021,0.9805570674980068,0.9784960231713233,0.9775616162707705,0.976902046016037,0.9758107289784697,0.9745857475117042,0.9727848797310387,0.9699694843286085,0.9665025766412625,0.9620262238792843,0.9552962433430928,0.9481378432576284,0.9389762434188426,0.9180938628694734
2049,1.06,0.43,3.1114690422070623,25.0,0.99,0.0,0.9737333734088047,0.9795787257173011,0.9835115549876126,0.9844368832821268,0.9831196848630078,0.9797689049638001,0.97912232354029,0.9769091894558505,0.9759058302686773,0.9751975886297496,0.974025740503292,0.9727103645058879,0.9707766060634515,0.9677534553987015,0.964030715683143,0.9592240413466183,0.9519974382505912,0.9443108014257108,0.9344731435894819,0.9120497985115943
2050,1.06,0.43,3.310670623100392,25.0,0.99,0.0,0.9727331231978001,0.9788010703210387,0.982883664285869,0.9838442296831998,0.982476871492247,0.97899849171684,0.9783272880525159,0.9760298763838477,0.9749883086267542,0.9742530966859371,0.9730366238212519,0.9716711574510173,0.969663760230363,0.9665254860235846,0.9626609819602873,0.9576712663412192,0.9501694695028001,0.9421901205521616,0.9319778383121359,0.9087005976809798
2051,1.06,0.43,3.4997003543429805,25.0,0.99,0.0,0.9711943954901928,0.9776047697434087,0.9819177531473438,0.9829325252879904,0.9814880041733223,0.977813332047426,0.9771042509362924,0.9746771914529513,0.973576845817525,0.9728001443070552,0.9715150232977356,0.9700725007632426,0.9679518218585142,0.9646364481800556,0.9605538619534986,0.9552825660958195,0.9473574269459265,0.9389277864049426,0.9281392034116394,0.903548378706457
2052,1.06,0.43,3.626466068297388,25.0,0.99,0.0,0.9700796994212144,0.9767381371711817,0.9812180209310631,0.9822720619062069,0.9807716418775781,0.9769547702511603,0.9762182496906341,0.973697269815366,0.9725543438913049,0.9717475862117241,0.9704127346252608,0.9689143905162519,0.9667116472883166,0.9632679779510978,0.9590274070928883,0.9535521268762288,0.9453203070783569,0.9365644631011376,0.9253583922176432,0.8998159715956847
2053,1.06,0.43,3.711828088291814,25.0,0.99,0.0,0.9706590149175927,0.9771885322992613,0.981581676753926,0.9826153094357404,0.9811439404713339,0.9774009709394169,0.9766787108564213,0.9742065420786205,0.9730857454342196,0.9722946081600679,0.9709856019091943,0.9695162686705465,0.9673561748566144,0.9639791816881793,0.9598207165696894,0.9544514484790837,0.946379012801025,0.9377926990759005,0.9268035996262065,0.9017557301883964
2054,1.06,0.43,3.7902146346663153,25.0,0.99,0.0,0.9700327178861694,0.9767016108662128,0.9811885290412501,0.9822442250954557,0.9807414490732443,0.9769185841083702,0.9761809070465437,0.9736559686714589,0.9725112480991718,0.9717032236303722,0.9703662760296518,0.9688655791867163,0.9666593771613706,0.9632103004964003,0.9589630709975847,0.9534791933716611,0.9452344477835117,0.9364648551813552,0.9252411882710248,0.8996586603604906
2055,1.06,0.43,3.833180276117519,25.0,0.99,0.0,0.9717618657842393,0.9780459556902136,0.9822739733382793,0.9832687544717993,0.9818526904173334,0.9782504093176729,0.9775552971016027,0.9751760506804111,0.9740973818496177,0.9733359813558087,0.9720761772252513,0.970662072378939,0.9685831708401824,0.9653331100099768,0.961330950715813,0.956163499365523,0.9483944854252994,0.9401309087693788,0.9295548608180487,0.9054484752615586
2056,1.06,0.43,3.8540116680040857,25.0,0.99,0.0,0.9732769240710802,0.9792238542194532,0.9832250263852478,0.9841664346086308,0.9828263465221245,0.9794173383132958,0.9787595208956423,0.9765079279865178,0.9754871328855665,0.9747665837496743,0.9735743717862627,0.9722361377906764,0.9702687753847732,0.9671930898003228,0.9634056580287902,0.9585154555197404,0.9511632718438956,0.9433430601849624,0.9333344480623688,0.9105214404225669
2057,1.06,0.43,3.8056152416688094,25.0,0.99,0.0,0.9739520696382277,0.9797487534774374,0.9836488379668613,0.9845664619675529,0.9832602305573365,0.9799373492893838,0.9792961513101027,0.977101443805026,0.9761064385977684,0.975404093786719,0.9742420024809868,0.9729375783189814,0.9710199203711596,0.9680219404929612,0.9643301963502864,0.959563542438532,0.9523971081214363,0.9447744703215051,0.9350187209354408,0.9127820728817241
2058,1.06,0.43,3.6095170278187103,25.0,0.99,0.0,0.9742450267768136,0.9799765161883957,0.9838327370166229,0.9847400406387735,0.9834485002159389,0.98016299089173,0.9795290043692774,0.9773589804080289,0.976375165874055,0.9756807202290158,0.9745316987886807,0.9732419452882095,0.9713458549496902,0.9683815928983769,0.964731369244486,0.9600183251693376,0.9529324906566117,0.9453955835127185,0.9357495555665233,0.9137629997349171
2059,1.06,0.43,3.3113961240862366,25.0,0.99,0.0,0.975120824310472,0.9806574144982283,0.9843825045867208,0.9852589553608536,0.984011333753509,0.9808375481316708,0.9802251203127713,0.9781288879884534,0.9771785280550712,0.976507697025272,0.9753977480442576,0.9741518525950044,0.972320238784093,0.9694567764257618,0.9659306785803381,0.9613779015084309,0.9545330207073001,0.9472524059940312,0.937934391104253,0.916695487821306
2060,1.06,0.43,3.15286562456697,25.0,0.99,0.0,0.974114201595936,0.9798748047298453,0.9837506136501659,0.9846625260195069,0.9833644250769635,0.9800622266516676,0.9794250197258874,0.9772439728924821,0.97625516096584,0.9755571878088,0.974402329789391,0.9731060248460771,0.9712003031109593,0.9682209837689367,0.96455221840795,0.959815233914061,0.9526934061361213,0.9451182144546434,0.9354231884629104,0.913324949535437
2061,1.06,0.43,3.05552804062236,25.0,0.99,0.0,0.97195082085555,0.9781928608637784,0.9823925867922111,0.9833807113620011,0.9819741228799065,0.9783959463927133,0.9777054855100971,0.9753421597823105,0.9742707088485738,0.9735144032552815,0.972263029086049,0.9708583867020946,0.9687933961032572,0.9655650830086224,0.9615897041061462,0.9564568306826742,0.9487398029881376,0.9405315219372443,0.9300262434595474,0.9060811654372969
2062,1.06,0.43,2.9872923757769945,25.0,0.99,0.0,0.9653814679643344,0.9730854460693593,0.978268783016431,0.9794883346438901,0.977752311347892,0.9733360959316317,0.97248392332219,0.969567086897254,0.9682446931728891,0.9673112544695562,0.9657667979796504,0.964033176574291,0.9614845478664399,0.9575001367821716,0.952593690815231,0.946258655407229,0.936734235134977,0.9266035058521445,0.9136378030894773,0.8840845870634101
2063,1.06,0.43,3.1297110127141115,25.0,0.99,0.0,0.9608351793071896,0.9695508845483531,0.9754149247079226,0.9767946343029409,0.9748306272492547,0.9698344510757397,0.9688703666537394,0.9655704758479944,0.9640744183881722,0.9630183955791722,0.9612711128973794,0.9593098231633095,0.9564264950587932,0.9519188300451223,0.9463680436531338,0.939201057901647,0.928425840403071,0.9169646901890535,0.9022962627891575,0.8688619621849505
2064,1.06,0.43,3.066751206091229,25.0,0.99,0.0,0.9545297387502477,0.9646486512661498,0.9714567875812896,0.9730586270541762,0.9707784196576476,0.9649778713124533,0.9638585716511829,0.9600274064784946,0.9582904874184964,0.9570644475142785,0.9550358565846416,0.9527588039895563,0.9494112670964491,0.9441778790157114,0.9377334295602944,0.9294125765925395,0.9169025753716454,0.9035962079420174,0.8865661995263595,0.8477490581151867
2065,1.06,0.43,3.0027262298988613,25.0,0.99,0.0,0.9576533181234657,0.9670771119937884,0.9734175634181987,0.9749093645363631,0.9727857959757394,0.967383716270628,0.9663413068940911,0.9627733235941233,0.9611557221804206,0.9600139050814009,0.9581246681957118,0.9560040377174618,0.9528864598547846,0.9480125793425487,0.9420108313108186,0.9342615792968146,0.9226109525483454,0.9102186659639394,0.8943585338927498,0.8582079358201615
2066,1.06,0.43,2.890496204861007,25.0,0.99,0.0,0.9614721002938326,0.9700460656908377,0.9758147414346361,0.9771720133935056,0.9752399461594912,0.9703250206951991,0.9693766147721783,0.9661303887010251,0.9646586609936829,0.9636198118389352,0.9619009444796165,0.9599715503745938,0.9571351126208733,0.9527007538651445,0.9472402375748159,0.9401898054945917,0.929589820820757,0.9183150584663861,0.903885177524428,0.8709946048717818
2067,1.06,0.43,2.757507268247715,25.0,0.99,0.0,0.9671414233582112,0.9744537425157603,0.9793735662148155,0.9805311176262443,0.9788833512083988,0.9746916497066616,0.9738828003028068,0.9711142515636061,0.9698590863966401,0.9689731023479151,0.96750716376071,0.9658616771249058,0.9634426169625017,0.9596607674938431,0.9550037580436036,0.9489907865441818,0.9399505738291546,0.9303348759643746,0.9180283305134344,0.8899775566445879
2068,1.06,0.43,2.6807920764397224,25.0,0.99,0.0,0.974000090905539,0.9797860881335556,0.9836789825315903,0.984594914825232,0.9832910915482855,0.9799743362553104,0.979334320371464,0.977143658970408,0.9761504881281218,0.9754494381411697,0.9742894892358686,0.9729874698753388,0.9710733472703885,0.9680808943876605,0.9643959562456875,0.959638090009518,0.9524848675389387,0.9448762826300559,0.935138518682473,0.9129428655180032
