,biomethane boiler,biomethane CHP,large scale heat pump,TTES charge,TTES discharge,selling
265,-0.6579668390254538,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
266,-3.2558648985275713,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
267,-5.45609323213696,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
268,-15.456161839647866,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
269,-20.07357689528706,-9.150034189351484,-13.629276870809514,-0.0,-6.5141871030267495,-0.0
270,-20.07357689528706,-9.150034189351484,-13.629276870809514,-0.0,-12.954168983770202,-0.0
271,-20.07357689528706,-9.150034189351484,-13.629276870809514,-0.0,-12.229796947818535,-0.0
272,-20.07357689528706,-9.150034189351484,-13.629276870809514,-0.0,-8.106570730948057,-0.0
273,-20.07357689528706,-9.150034189351484,-13.629276870809514,-0.0,-4.012226999430766,-0.0
274,-20.07357689528706,-9.150034189351484,-13.629276870809514,-0.0,-1.592555287279616,-0.0
275,-18.5721567285394,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
276,-11.76043359189949,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
277,-8.964548532664855,-9.150034189351484,-13.629276870809514,-0.0,-0.0,8.881784197001252e-16
278,-10.89383360307153,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
279,-14.3709359106127,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
280,-17.24609263240821,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
281,-17.671455700901085,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
282,-17.568440945938516,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
283,-15.519663114815616,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
284,-12.038079252066177,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
285,-7.176761893495434,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
286,-2.0725472876549738,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
287,-0.0,-9.150034189351484,-13.629276870809514,-0.03445598822808904,-0.0,-0.0
288,-2.2117823749276377,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
289,-3.5300682929817193,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
290,-5.744059265180334,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
291,-7.579089313940275,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
292,-18.390549865312266,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
293,-20.07357689528706,-9.150034189351484,-13.629276870809514,-0.0,-10.349922104096933,-0.0
294,-20.07357689528706,-9.150034189351484,-13.629276870809514,-0.0,-17.39083023842531,-0.0
295,-20.07357689528706,-9.150034189351484,-13.629276870809514,-0.0,-16.394197229345068,-0.0
296,-20.07357689528706,-9.150034189351484,-13.629276870809514,-0.0,-11.348537097318648,-0.0
297,-20.07357689528706,-9.150034189351484,-13.629276870809514,-0.0,-7.629780655386419,-0.0
298,-20.07357689528706,-9.150034189351484,-13.629276870809514,-0.0,-4.337191373413901,-0.0
299,-15.149267654104467,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-8.881784197001252e-16
300,-10.607218912612906,-9.150034189351484,-13.629276870809514,-0.0,-0.0,8.881784197001252e-16
301,-10.602605123885212,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
302,-15.91195732529404,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
303,-17.279194131473307,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
304,-19.286599958142034,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-8.881784197001252e-16
305,-19.016055307520674,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
306,-18.85378127945595,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
307,-17.29864523511501,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
308,-13.84793781711731,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
309,-8.674258419450313,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
310,-3.400859927129587,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
311,-0.7959301727712977,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
312,-0.0,-9.150034189351484,-13.629276870809514,-0.5323567997320922,-0.0,-0.0
313,-1.087741732464604,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
314,-3.006136146160422,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
315,-5.297022604870771,-9.150034189351484,-13.629276870809514,-0.0,-0.0,-0.0
