,pv panels,st panels,dec air heat pump,dec ground heat pump
7731,0.0,0.0,0.28250999303119645,0.28250999303119645
7732,0.0,0.0,0.3397936070485683,0.3397936070485683
7733,0.0,0.0,0.42777764420917797,0.42777764420917797
7734,0.0,0.0,0.464312291864952,0.464312291864952
7735,0.0,0.0,0.44885350374241717,0.44885350374241717
7736,0.04417048,0.0,0.4141912911160228,0.4141912911160228
7737,0.13372443,0.0,0.3836863857433175,0.3836863857433175
7738,0.31404497,0.1428646644472556,0.36497757221705496,0.36497757221705496
7739,0.34954276,0.20832241289786432,0.34440166277351486,0.34440166277351486
7740,0.37086348,0.2496988921521181,0.3095461258844126,0.3095461258844126
7741,0.25638398,0.09736252015659104,0.30389831406807777,0.30389831406807777
7742,0.17713945,0.005076134516714778,0.3096144396742334,0.3096144396742334
7743,0.09568395,0.0,0.31871843811560485,0.31871843811560485
7744,0.0,0.0,0.33183828481096744,0.33183828481096744
7745,0.0,0.0,0.34716746541346205,0.34716746541346205
7746,0.0,0.0,0.34146184207796604,0.34146184207796604
7747,0.0,0.0,0.34720213034815234,0.34720213034815234
7748,0.0,0.0,0.3346455728457307,0.3346455728457307
7749,0.0,0.0,0.3039030043080174,0.3039030043080174
7750,0.0,0.0,0.24464749143483533,0.24464749143483533
7751,0.0,0.0,0.22107863445277645,0.22107863445277645
7752,0.0,0.0,0.27690791800895864,0.27690791800895864
7753,0.0,0.0,0.26051640292841505,0.26051640292841505
7754,0.0,0.0,0.2944670225606453,0.2944670225606453
7755,0.0,0.0,0.3527598122215427,0.3527598122215427
7756,0.0,0.0,0.4354378624473499,0.4354378624473499
7757,0.0,0.0,0.41879839404904806,0.41879839404904806
7758,0.0,0.0,0.4437817457488946,0.4437817457488946
7759,0.0,0.0,0.4169391805723808,0.4169391805723808
7760,0.12308411,0.0,0.3972949993940035,0.3972949993940035
7761,0.3141428,0.13112849092859863,0.37000108833874285,0.37000108833874285
7762,0.43337585,0.32439496905715554,0.356613208757482,0.356613208757482
7763,0.42226899,0.3152055987801849,0.33754795994626896,0.33754795994626896
7764,0.32508261,0.17851066674036128,0.3247953046525393,0.3247953046525393
7765,0.10838494,0.0,0.3314464167940412,0.3314464167940412
7766,0.21540171,0.05268250500425429,0.32425373841993566,0.32425373841993566
7767,0.12107189,0.003449971804889881,0.34430612903989255,0.34430612903989255
7768,0.0,0.0,0.36378644183077014,0.36378644183077014
7769,0.0,0.0,0.3729194239242004,0.3729194239242004
7770,0.0,0.0,0.37698958062223753,0.37698958062223753
7771,0.0,0.0,0.3904134743471868,0.3904134743471868
7772,0.0,0.0,0.3751143080811506,0.3751143080811506
7773,0.0,0.0,0.34643779510512956,0.34643779510512956
7774,0.0,0.0,0.2812453773509106,0.2812453773509106
7775,0.0,0.0,0.2495957070895919,0.2495957070895919
