,district elec,district heat,heat,district biomethane
137,0.0,3.114841717888339e-11,2.4058977032836992e-11,0.0
138,0.0,4.881606230355828e-11,1.9028334463655483e-11,0.0
139,0.0,-1.1441514402577013e-11,-2.1522339466173435e-11,0.0
140,0.0,-4.1881165202539705e-11,1.7330137325188844e-11,0.0
141,0.0,3.423927807943983e-11,-1.3500311979441904e-13,0.0
142,0.0,-3.8681946534779854e-11,-1.6967760529951192e-11,0.0
143,0.0,-2.7391422463551862e-11,-8.15703060652595e-12,0.0
144,0.0,8.244072091656562e-12,-1.0508927061891882e-11,0.0
145,0.0,1.4859224961583095e-11,-1.3592682535090717e-11,0.0
146,0.0,4.575007039875345e-11,2.1316282072803006e-14,0.0
147,0.0,7.177902716648532e-11,-1.0913936421275139e-11,0.0
148,0.0,6.926903495241277e-11,1.801225835151854e-11,0.0
149,0.0,-2.0550672275021498e-11,5.115907697472721e-12,0.0
150,0.0,7.118039491160744e-11,-2.630429207783891e-11,0.0
151,0.0,1.5120349416974932e-11,-2.8677504815277644e-11,-3.552713678800501e-15
152,0.0,1.2617462630259979e-11,-1.723776676954003e-11,3.552713678800501e-15
153,0.0,6.927614037977037e-11,1.894306933536427e-11,3.552713678800501e-15
154,0.0,5.925038237819535e-11,-2.3135271476348862e-11,3.552713678800501e-15
155,0.0,-6.782308048514096e-11,1.3443468560581096e-11,3.552713678800501e-15
156,0.0,-5.643308043090656e-11,9.876544027065393e-12,0.0
157,-1.7763568394002505e-15,-2.2305712832348945e-11,2.7057467377744615e-11,0.0
158,0.0,1.3072209981146443e-11,-1.5511147921642987e-11,0.0
159,0.0,-2.945377275409555e-11,2.772537754935911e-11,0.0
160,0.0,-7.114131506114063e-11,-2.4627411221445072e-11,0.0
161,0.0,-1.7283952047364437e-12,-4.973799150320701e-12,0.0
162,0.0,3.3093527918026666e-12,-2.4499513529008254e-11,0.0
163,0.0,-4.1596948108235665e-11,2.4947155452537118e-11,0.0
164,0.0,5.780087519724475e-11,-2.983568947456661e-11,0.0
165,0.0,-3.0732749678463733e-11,7.055689366097795e-12,0.0
166,0.0,-5.930722579705616e-11,1.1866063687193673e-11,0.0
167,0.0,4.199485204026132e-11,7.602807272633072e-12,0.0
168,0.0,-5.370104361190897e-11,-1.4509282664221246e-11,0.0
169,0.0,6.976996758112364e-11,6.316724920907291e-12,0.0
170,0.0,1.4475531884272641e-11,-3.161915174132446e-12,0.0
171,0.0,2.9043434324194095e-12,-1.545430450278218e-11,0.0
172,0.0,-5.476685771554912e-11,1.4225065569917206e-11,0.0
173,0.0,5.071676412171655e-11,7.915446076367516e-12,-3.552713678800501e-15
174,0.0,9.512390874988341e-12,-2.971489720948739e-11,-3.552713678800501e-15
175,0.0,5.051070672834612e-11,3.809930149145657e-11,0.0
176,0.0,5.3722359893981775e-11,-7.58859641791787e-12,-3.552713678800501e-15
177,0.0,-6.149214470951847e-11,3.1960212254489306e-11,-3.552713678800501e-15
178,0.0,-3.012168292571005e-11,1.2576606422953773e-11,3.552713678800501e-15
179,0.0,-4.0744296825323545e-11,-1.679723027336877e-11,0.0
180,0.0,-5.881339859570289e-11,3.40349970429088e-12,0.0
181,-1.7763568394002505e-15,-9.054090810423077e-12,2.6716406864579767e-11,0.0
182,-1.7763568394002505e-15,-1.6648016298859147e-11,-2.5281110538344365e-11,0.0
183,0.0,-1.3423928635347693e-11,1.9468870959826745e-12,0.0
184,0.0,6.403944041721843e-11,-1.1745271422114456e-11,0.0
185,0.0,9.471534667682135e-12,1.1823431123048067e-11,0.0
186,0.0,1.9538148876563355e-11,-8.000711204658728e-12,0.0
187,0.0,3.3782754371713963e-11,8.917311333789257e-12,0.0
188,0.0,-8.194334100153355e-12,2.7398527890909463e-11,0.0
189,-1.7763568394002505e-15,-5.085531995518977e-11,-7.368328169832239e-12,0.0
190,0.0,1.3061551840110042e-11,1.8921753053291468e-11,0.0
191,0.0,-4.377476159334037e-11,-2.2090773654781515e-11,0.0
192,0.0,-7.056044637465675e-11,2.0115464849368436e-11,0.0
193,0.0,-1.0976108910654148e-11,6.416200903913705e-12,0.0
194,0.0,-7.08819669625882e-11,-2.2517099296237575e-11,0.0
195,-1.7763568394002505e-15,-7.330847040520894e-11,-1.8431478565617e-11,0.0
196,-1.7763568394002505e-15,-7.055867001781735e-11,8.597567102697212e-12,0.0
197,-1.7763568394002505e-15,2.4305890633513627e-11,3.055333763768431e-11,0.0
198,0.0,-5.4372506497202266e-11,2.3305801732931286e-12,0.0
199,0.0,-3.631051015418052e-11,-2.9672264645341784e-11,0.0
200,0.0,6.089173609780119e-11,-1.907096702780109e-11,-3.552713678800501e-15
201,-1.7763568394002505e-15,5.382183587698819e-11,-1.964650664376677e-11,0.0
202,0.0,-3.390177027995378e-11,2.8684610242635245e-11,0.0
203,0.0,-5.647571299505216e-11,2.6858515411731787e-12,0.0
204,0.0,5.4285465012071654e-12,1.0224709967587842e-11,0.0
205,0.0,-3.446487539804366e-11,-1.993782916542841e-11,0.0
206,0.0,-3.631051015418052e-11,1.9412027540965937e-11,0.0
207,0.0,2.76525469189437e-11,-9.471534667682135e-12,0.0
208,0.0,5.5917936947480484e-11,-2.1529444893531036e-12,0.0
209,0.0,-4.3572256913648744e-11,1.1887379969266476e-11,-3.552713678800501e-15
210,0.0,6.983746914102085e-11,-1.893596390800667e-11,-3.552713678800501e-15
211,0.0,2.4305890633513627e-11,-1.3450573987938697e-11,3.552713678800501e-15
212,0.0,-7.055689366097795e-11,1.936939497682033e-11,0.0
213,0.0,-3.743316767668148e-11,1.0174971976084635e-11,0.0
214,0.0,6.865441548598028e-11,2.3725021947029745e-11,0.0
215,0.0,-6.843769995157345e-11,1.7777779248717707e-11,0.0
216,0.0,-5.086064902570797e-11,1.4587442365154857e-11,0.0
217,0.0,-5.931788393809256e-11,-5.6630256040079985e-12,0.0
218,0.0,6.022382592618669e-11,1.5354828519775765e-11,0.0
219,0.0,-2.9823254976690805e-11,-2.5146107418549946e-11,0.0
220,0.0,3.037392559690488e-11,-2.802380549837835e-11,0.0
221,0.0,-2.3428370354849903e-11,1.4225065569917206e-11,0.0
222,0.0,8.503420190208999e-12,7.318590178329032e-12,3.552713678800501e-15
223,0.0,5.186073792629031e-11,1.226396761921933e-11,0.0
224,0.0,1.447197917059384e-11,2.3703705664956942e-11,0.0
225,0.0,8.759215575082635e-12,2.6432189770275727e-11,3.552713678800501e-15
226,0.0,-4.6840753498145205e-11,-1.0885514711844735e-11,0.0
227,0.0,-1.0944134487544943e-11,-2.8613555969059234e-11,0.0
228,0.0,1.5203838188426744e-11,4.192202140984591e-12,0.0
229,0.0,2.211741900737252e-11,-1.0096812275151024e-11,0.0
230,0.0,-4.232170169871097e-11,1.0935252703347942e-11,0.0
231,0.0,-2.078515137782233e-11,-2.938094212368014e-11,0.0
232,0.0,-2.802558185521775e-11,-2.9757529773632996e-11,0.0
233,0.0,-1.7829293597060314e-11,-8.15703060652595e-12,0.0
234,0.0,-5.3647752906726964e-11,-1.0530243343964685e-11,0.0
235,0.0,5.583267181918927e-11,2.5650592760939617e-12,3.552713678800501e-15
236,0.0,-5.928235680130456e-11,-7.261746759468224e-12,0.0
237,0.0,1.4166445794216997e-11,-2.2360779894370353e-11,0.0
238,0.0,2.723687941852404e-11,1.8026469206233742e-11,0.0
239,0.0,-7.014833158791589e-12,-2.2168933355715126e-12,0.0
240,0.0,-2.1545432105085638e-11,6.210143510543276e-12,0.0
241,0.0,-1.7196910562233825e-11,-1.2313705610722536e-11,0.0
242,0.0,-6.278533248860185e-11,1.6086687537608668e-11,0.0
243,0.0,-6.149925013687607e-11,1.4210854715202004e-11,0.0
244,0.0,-7.782219313412497e-12,1.5631940186722204e-12,0.0
245,0.0,-4.462386016257369e-11,1.3159251466277055e-11,-3.552713678800501e-15
246,0.0,4.6410875143010344e-11,-2.5266899683629163e-11,-3.552713678800501e-15
247,0.0,7.401546042729024e-11,2.3717916519672144e-11,0.0
248,0.0,-3.958611216603458e-11,-1.935518412210513e-11,-3.552713678800501e-15
249,0.0,-7.114131506114063e-11,1.8474111129762605e-12,0.0
250,0.0,-5.3299586966204515e-11,-8.01492205937393e-12,0.0
251,0.0,-6.149214470951847e-11,-2.347633198951371e-11,-3.552713678800501e-15
252,0.0,3.2240876635114546e-12,2.2865265236760024e-11,0.0
253,0.0,-2.6341595571466314e-11,-2.4726887204451486e-12,0.0
254,0.0,6.703082533476845e-11,-2.879119165299926e-11,0.0
255,0.0,-2.163780266073445e-11,2.6489033189136535e-11,3.552713678800501e-15
256,0.0,-3.796074565798335e-12,1.3244516594568267e-11,3.552713678800501e-15
257,0.0,4.7695181137896725e-12,2.4982682589325123e-11,0.0
258,0.0,3.3164582191602676e-12,-1.4267698134062812e-11,-3.552713678800501e-15
259,0.0,-1.6857626405908377e-12,1.9902302028640406e-11,0.0
260,0.0,4.881250958987948e-11,-4.099831585335778e-12,0.0
261,0.0,4.673594844462059e-12,-1.8779644506139448e-11,0.0
262,0.0,-5.476152864503092e-11,2.1579182885034243e-11,0.0
263,-8.881784197001252e-16,6.892975079608732e-11,1.8026469206233742e-11,0.0
264,0.0,-5.945288705788698e-11,-1.2789769243681803e-13,0.0
265,0.0,1.708677643819101e-11,2.3874235921539366e-12,0.0
266,0.0,2.5407231873941782e-11,2.1728396859543864e-11,0.0
267,0.0,5.696243476904783e-11,-1.7749357539287303e-11,0.0
268,0.0,-4.40003589119442e-12,-1.1098677532572765e-11,0.0
269,0.0,-8.023803843570931e-12,-2.2822632672614418e-11,3.552713678800501e-15
270,0.0,6.87858658920959e-11,3.2599700716673397e-11,3.552713678800501e-15
271,0.0,-6.17479400943921e-11,-3.922195901395753e-12,3.552713678800501e-15
272,0.0,-4.4432013623918465e-11,-6.394884621840902e-12,3.552713678800501e-15
273,0.0,3.306688256543566e-11,-2.2140511646284722e-11,0.0
274,0.0,-3.6978420325795014e-11,2.2026824808563106e-12,-3.552713678800501e-15
275,1.7763568394002505e-15,-2.332889437184349e-11,2.822275746439118e-11,0.0
276,0.0,-4.810551956779818e-11,-2.7199575924896635e-11,0.0
277,0.0,-4.581046653129306e-11,3.034017481695628e-11,0.0
278,0.0,6.590283874174929e-13,-5.9827698351000436e-12,3.552713678800501e-15
279,0.0,5.5136339938144374e-11,1.4097167877480388e-11,3.552713678800501e-15
280,0.0,4.440714462816686e-11,2.3320012587646488e-11,0.0
281,0.0,4.815703391614079e-12,-2.4058977032836992e-11,0.0
282,0.0,3.7280400988493057e-11,4.405364961712621e-12,0.0
283,0.0,3.424638350679743e-11,-2.788169695122633e-11,-3.552713678800501e-15
284,0.0,-7.063682971875096e-11,-1.1951328815484885e-11,3.552713678800501e-15
285,0.0,4.844302736728423e-11,-2.3021584638627246e-11,0.0
286,0.0,-2.1254109583423997e-11,-1.6584067452640738e-11,0.0
287,0.0,-3.361044775829214e-11,-1.9127810446661897e-11,0.0
288,0.0,-6.17408346670345e-11,1.0942358130705543e-12,0.0
289,0.0,3.424638350679743e-11,3.552713678800501e-14,0.0
290,0.0,-5.0023984954350453e-11,2.4101609596982598e-11,0.0
291,0.0,3.700328932154662e-11,-3.730349362740526e-12,-3.552713678800501e-15
292,0.0,6.398614971203642e-11,3.498712430882733e-11,0.0
293,0.0,-1.8312462657377182e-11,-2.7910118660656735e-11,0.0
294,0.0,-3.864109032747365e-11,-9.166001291305292e-12,3.552713678800501e-15
295,0.0,3.728750641585066e-11,6.0822458181064576e-12,0.0
296,0.0,-2.0543566847663897e-11,2.3163693185779266e-11,3.552713678800501e-15
297,0.0,4.814459941826499e-11,-2.575006874394603e-11,-3.552713678800501e-15
298,0.0,-1.2665424264923786e-12,2.7625901566352695e-11,0.0
299,0.0,-5.510614187187457e-11,-8.952838470577262e-12,-3.552713678800501e-15
300,-1.7763568394002505e-15,3.410427495964541e-11,2.603428583825007e-11,3.552713678800501e-15
301,0.0,-4.9881876407198433e-11,2.758326900220709e-11,-3.552713678800501e-15
302,0.0,-1.872102473043924e-11,1.8843593352357857e-11,0.0
303,0.0,1.503330793184432e-11,2.2154722500999924e-11,0.0
304,0.0,-2.510525121124374e-11,-2.923172814917052e-11,0.0
305,0.0,-2.042099822574528e-11,-1.7337242752546445e-12,3.552713678800501e-15
306,0.0,-3.964295558489539e-11,1.2221335055073723e-11,3.552713678800501e-15
307,0.0,6.565947785475146e-11,3.247180302423658e-11,0.0
308,0.0,1.0819789508786926e-11,-2.6005864128819667e-12,0.0
309,0.0,-5.332090324827732e-11,-4.853006885241484e-12,0.0
310,0.0,1.8763657294584846e-11,-2.211919536421192e-11,0.0
311,0.0,-6.915357175785175e-12,-1.0089706847793423e-12,0.0
312,0.0,-9.805489753489383e-13,-1.9682033780554775e-12,0.0
313,0.0,2.0445867221496883e-12,-2.2666313270747196e-11,0.0
314,0.0,9.157119507108291e-12,-1.7813306385505712e-11,0.0
315,0.0,5.81756864903582e-12,1.2569500995596172e-11,0.0
316,0.0,3.106315205059218e-11,-9.86233317235019e-12,0.0
317,0.0,-7.125500189886225e-11,3.1661784305470064e-11,3.552713678800501e-15
318,0.0,1.0418332863082469e-11,-2.7569058147491887e-12,0.0
319,0.0,-1.4354739619193424e-11,-6.934897101018578e-12,3.552713678800501e-15
320,0.0,3.107025747794978e-11,6.821210263296962e-13,3.552713678800501e-15
321,-1.7763568394002505e-15,-5.640465872147615e-11,3.872457909892546e-11,0.0
322,-1.7763568394002505e-15,-5.403144598403742e-11,-3.036859652638668e-11,3.552713678800501e-15
323,0.0,-1.2393641668495547e-11,-9.677592061052565e-12,3.552713678800501e-15
324,0.0,-7.254818967794563e-11,2.029310053330846e-11,0.0
325,0.0,-1.1173284519827575e-12,-2.999911430379143e-11,0.0
326,0.0,-6.351186243591656e-11,6.66489086142974e-12,0.0
327,0.0,-5.275246905966924e-11,3.254285729781259e-12,0.0
328,0.0,-3.204014831226232e-11,8.668621376273222e-12,-3.552713678800501e-15
329,0.0,-6.23945339839338e-11,2.646061147970613e-11,0.0
330,0.0,-2.5062618647098134e-11,-3.589661901060026e-11,0.0
331,0.0,3.1951330470292305e-11,-7.844391802791506e-12,0.0
332,0.0,2.8467894708228414e-11,-1.6854073692229576e-11,3.552713678800501e-15
333,0.0,-1.936406590630213e-11,2.304290092070005e-11,0.0
334,0.0,-4.367883832401276e-11,-2.3852919639466563e-11,0.0
335,0.0,-6.109956984801101e-11,-1.5234036254696548e-11,0.0
336,0.0,-7.243272648338461e-11,-7.112532784958603e-12,0.0
337,0.0,-1.6498802324349526e-11,4.597211500367848e-12,0.0
338,0.0,2.169109336591646e-11,-8.562039965909207e-12,0.0
339,0.0,4.75282035949931e-11,4.433786671143025e-12,0.0
340,0.0,-1.3146816968401254e-11,1.6044054973463062e-11,0.0
341,0.0,-5.219114029841876e-11,-2.4073187887552194e-11,0.0
342,0.0,-4.736655512260768e-11,-1.679723027336877e-11,3.552713678800501e-15
343,0.0,6.565947785475146e-11,-2.1032064978498966e-12,0.0
344,0.0,-5.944578163052938e-11,-1.6157741811184678e-11,0.0
345,0.0,-6.570566313257586e-11,-2.113154096150538e-11,0.0
346,0.0,-2.2852830738884222e-11,7.901235221652314e-12,0.0
347,0.0,-5.084821452783217e-11,-1.602984411874786e-11,0.0
348,0.0,-7.239897570343601e-11,8.142819751810748e-12,0.0
349,0.0,4.285105603685224e-11,5.002220859751105e-12,0.0
350,0.0,6.612133063299552e-11,-1.2377654456940945e-11,0.0
351,0.0,-1.5832668509574432e-11,-2.6133761821256485e-11,-3.552713678800501e-15
352,0.0,-4.377831430701917e-11,1.4381384971784428e-11,0.0
353,0.0,-1.9619861291175766e-11,6.750155989720952e-12,-3.552713678800501e-15
354,0.0,1.0528466987125285e-11,2.7995383788947947e-12,0.0
355,0.0,-6.783018591249856e-11,-1.3031353773840237e-11,3.552713678800501e-15
356,0.0,2.0689228108494717e-11,-2.432898327242583e-11,0.0
357,0.0,6.553158016231464e-11,5.8832938520936295e-12,0.0
358,0.0,1.9666046569000173e-11,-5.7696070143720135e-12,0.0
359,0.0,4.1801229144766694e-11,2.2026824808563106e-13,0.0
360,0.0,-1.9475976387184346e-11,-1.0658141036401503e-13,0.0
361,0.0,3.5839775591739453e-11,3.211653165635653e-12,0.0
362,0.0,-6.570566313257586e-11,-8.483880264975596e-12,0.0
363,0.0,-4.026823319236428e-11,-1.9248602711741114e-11,0.0
364,0.0,-6.570566313257586e-11,5.201172825763933e-12,-3.552713678800501e-15
365,0.0,-6.785150219457137e-11,3.296918293926865e-12,-3.552713678800501e-15
366,0.0,-3.651656754755095e-11,3.76019215764245e-11,-3.552713678800501e-15
367,0.0,-5.872102804005408e-11,2.957278866233537e-11,0.0
368,0.0,4.3080206069134874e-11,-3.107913926214678e-11,-3.552713678800501e-15
369,0.0,-2.815347954765457e-11,9.805489753489383e-13,0.0
370,0.0,-1.6857626405908377e-12,1.4495071809506044e-11,3.552713678800501e-15
371,-1.7763568394002505e-15,-7.08784142489094e-11,4.703792910731863e-12,0.0
372,0.0,2.211919536421192e-11,1.4729550912306877e-11,0.0
373,0.0,-2.5368152023474977e-11,2.6751934001367772e-11,0.0
374,0.0,6.090594695251639e-11,1.964650664376677e-11,0.0
375,0.0,1.3768541862191341e-11,2.7753799258789513e-11,0.0
376,0.0,1.9111823235107295e-11,2.2538415578310378e-11,0.0
377,0.0,-3.6417091564544535e-11,2.6346924641984515e-11,0.0
378,0.0,-5.4088289402898226e-11,-3.907985046680551e-12,0.0
379,0.0,6.983036371366325e-11,-1.5205614545266144e-11,-3.552713678800501e-15
380,0.0,3.5859315516972856e-11,-4.177991286269389e-12,-3.552713678800501e-15
381,0.0,2.8903102133881475e-11,-2.0378365661599673e-11,0.0
382,0.0,1.41895384331292e-11,6.295408638834488e-12,0.0
383,0.0,-3.0025759656382434e-11,1.503508428868372e-11,0.0
