,biomethane boiler,biomethane CHP,large scale heat pump,TTES charge,TTES discharge,selling,heating_grid_92MW
7668,0.0,10.65756582083778,13.629276870809514,14.988912379400302,0.0,0.0,33.51546455354247
7669,0.0,10.521216493893597,13.629276870809514,15.679411102484192,0.0,0.0,33.0665722821399
7670,0.0,9.068070809915316,13.629276870809514,15.10915145586186,0.0,0.0,32.83289124020089
7671,0.0,9.659532012140861,13.629276870809514,15.54211036983384,0.0,0.0,33.098645212463744
7672,0.0,11.758862553237996,13.629276870809514,14.969563587384481,0.0,0.0,34.08778767979972
7673,0.0,4.6744754792318455,10.58299042898687,0.0,0.0,0.0,34.21371165522479
7674,0.0,5.086706027710339,10.760249564832622,0.0,0.0,0.0,34.57352305454713
7675,0.0,5.176242598015543,10.79875029006386,0.0,0.0,0.0,34.56995986001959
7676,0.0,4.282668426545104,10.414513396331571,0.0,0.0,0.0,32.81467389200406
7677,0.0,0.0,8.572965972917176,0.0,3.7530249923706585,0.0,28.328153296554262
7678,0.0,0.0,8.39887034574617,0.0,0.0,0.0,23.710519070411713
7679,0.0,0.0,7.789778674455858,0.0,0.0,0.0,21.62610813912316
7680,0.0,0.0,0.0,0.0,21.43464067373027,0.0,21.43464067373027
7681,0.0,0.0,8.042077414582678,0.0,0.0,0.0,22.402232539677396
7682,0.0,0.0,8.572965972917176,0.0,0.08622399515029144,0.0,24.165365987614674
7683,0.0,0.0,8.572965972917176,0.0,3.428753603212961,0.0,27.66673106371205
7684,0.0,0.0,8.572965972917176,0.0,8.257415034269766,0.0,32.77509260547921
7685,0.0,0.0,8.572965972917176,0.0,15.862348676499185,0.0,40.34875753953496
7686,0.0,0.0,8.572965972917176,0.0,19.91023075870874,0.0,44.480129586226134
7687,0.0,10.730161949574109,13.186935611234043,0.0,0.0,0.0,44.18336451920658
7688,0.0,7.786323414997976,12.495305560229838,0.0,0.0,0.0,40.526696093573015
7689,0.0,6.230110437483484,11.75359409062472,0.0,0.0,-1.7763568394002505e-15,37.65456959805704
7690,0.0,4.794363205480406,11.094505800801215,0.0,0.0,1.7763568394002505e-15,35.210426886425
7691,0.0,8.449683603139073,13.629276870809514,12.65045512523912,0.0,0.0,33.5089687733645
7692,0.0,7.924167794447464,13.629276870809514,14.368393260246451,0.0,0.0,32.518669990805506
7693,0.0,3.5534361071188463,13.629276870809514,15.335868034684664,0.0,0.0,32.0832925379462
7694,0.0,5.876980238572356,13.629276870809514,16.009059593550774,0.0,0.0,31.85557764295821
7695,0.0,8.143672690684882,13.629276870809514,17.60630648114917,0.0,0.0,32.11208948176606
7696,0.0,11.758862553237996,13.629276870809514,18.235819985574093,0.0,0.0,33.06971840501429
7697,0.0,11.758862553237996,13.629276870809514,16.106117664409776,0.0,0.0,33.18906719039927
7698,0.0,11.758862553237996,13.629276870809514,14.664657477330064,0.0,0.0,33.53720740200167
7699,0.0,4.305806829284748,10.424462909509616,0.0,0.0,1.7763568394002505e-15,33.53314928404044
7700,0.0,3.6263735508141233,10.132306599767249,0.0,0.0,0.0,31.83075238737527
7701,0.0,1.2788493966536427,9.122871213478243,0.0,0.0,0.0,27.48049627972801
7702,0.0,0.0,8.572965972917176,2.6166421376408913,0.0,0.0,23.009808202676663
7703,0.0,0.0,8.572965972917176,4.494919068303812,0.0,0.0,20.99446670009733
7704,0.0,0.0,8.572965972917176,5.054755825080306,0.0,0.0,20.369152062313162
7705,0.0,0.0,8.572965972917176,4.269199480734269,0.0,0.0,21.198337826267267
7706,0.0,0.0,8.572965972917176,3.023028927730657,0.0,0.0,22.521076654133754
7707,0.0,0.0,8.572965972917176,0.0004567497826251099,0.0,0.0,25.576548508624917
7708,0.0,11.758862553237996,13.629276870809514,17.478694749302317,0.0,0.0,30.298861634357436
7709,0.0,11.758862553237996,13.629276870809514,8.856827798341516,0.0,0.0,39.017501545860966
7710,0.0,11.758862553237996,13.629276870809514,4.548664540337053,0.0,0.0,43.35210518925435
7711,0.0,11.758862553237996,13.629276870809514,4.741063995469527,0.0,0.0,43.10684544828346
7712,0.0,11.291551686689404,13.629276870809514,7.759068790751222,0.0,0.0,39.63109651680944
7713,0.0,10.407502231851115,13.629276870809514,9.989039955571982,0.0,0.0,36.85769973418407
7714,0.0,10.934793107634343,13.629276870809514,12.727407607905473,0.0,0.0,34.44529944321985
7715,0.0,10.16027413964716,13.629276870809514,14.164881133774973,0.0,0.0,32.64237896531628
7716,0.0,10.293697004629493,13.629276870809514,15.363445227553864,0.0,0.0,31.583354674703507
7717,0.0,10.635396485192304,13.629276870809514,16.001084672300266,0.0,0.0,31.16319768773641
7718,0.0,11.146712691724721,13.629276870809514,16.3579912753518,0.0,0.0,30.894950165640918
7719,0.0,15.64108408436151,13.202353815116108,17.64535247907719,0.0,0.0,30.935509829581363
7720,0.0,15.64108408436151,7.572244268963769,0.0,0.0,0.0,31.76083532069036
7721,0.0,15.64108408436151,7.81574618822527,0.0,0.0,0.0,32.47291644557917
7722,0.0,3.8768503414025357,10.240011619720265,0.0,0.0,1.7763568394002505e-15,32.70732388630683
