,st panels,electricity grid,biomethane,dec air heat pump,dec ground heat pump
0,0.24457573,174.099752610729,120.0,69.02869189412294,64.38168315389665
1,0.24457573,174.099752610729,120.0,69.02869189412294,64.38168315389665
2,0.24457573,174.099752610729,120.0,69.02869189412294,64.38168315389665
3,0.24457573,173.331414112933,120.0,69.02869189412294,64.38168315389665
4,0.24457573,173.331414112933,120.0,69.02869189412294,64.38168315389665
5,0.24457573,173.331414112933,120.0,69.02869189412294,64.38168315389665
6,0.24457573,173.584684389112,120.0,69.02869189412294,64.38168315389665
7,0.24457573,173.584684389112,120.0,69.02869189412294,64.38168315389665
8,0.24457573,173.584684389112,120.0,69.02869189412294,64.38168315389665
9,0.24457573,164.6701353383556,120.0,69.02869189412294,64.38168315389665
10,0.24457573,164.6701353383556,120.0,69.02869189412294,64.38168315389665
11,0.24457573,164.6701353383556,120.0,69.02869189412294,64.38168315389665
12,0.24457573,167.279418289849,120.0,69.02869189412294,64.38168315389665
13,0.24457573,167.279418289849,120.0,69.02869189412294,64.38168315389665
14,0.24457573,167.279418289849,120.0,69.02869189412294,64.38168315389665
15,0.24457573,173.318291721099,120.0,69.02869189412294,64.38168315389665
16,0.24457573,173.318291721099,120.0,69.02869189412294,64.38168315389665
17,0.24457573,173.318291721099,120.0,69.02869189412294,64.38168315389665
18,0.24457573,169.797118185623,120.0,69.02869189412294,64.38168315389665
19,0.24457573,169.797118185623,120.0,69.02869189412294,64.38168315389665
20,0.24457573,169.797118185623,120.0,69.02869189412294,64.38168315389665
21,0.24457573,164.7985428952452,120.0,69.02869189412294,64.38168315389665
22,0.24457573,164.7985428952452,120.0,69.02869189412294,64.38168315389665
23,0.24457573,164.7985428952452,120.0,69.02869189412294,64.38168315389665
24,0.24457573,163.7089573848537,120.0,69.02869189412294,64.38168315389665
25,0.24457573,163.7089573848537,120.0,69.02869189412294,64.38168315389665
26,0.24457573,163.7089573848537,120.0,69.02869189412294,64.38168315389665
27,0.24457573,168.366960104849,120.0,69.02869189412294,64.38168315389665
28,0.24457573,168.366960104849,120.0,69.02869189412294,64.38168315389665
29,0.24457573,168.366960104849,120.0,69.02869189412294,64.38168315389665
30,0.24457573,173.808631462873,120.0,69.02869189412294,64.38168315389665
31,0.24457573,173.808631462873,120.0,69.02869189412294,64.38168315389665
32,0.24457573,173.808631462873,120.0,69.02869189412294,64.38168315389665
33,0.24457573,170.39695893657301,120.0,69.02869189412294,64.38168315389665
34,0.24457573,170.39695893657301,120.0,69.02869189412294,64.38168315389665
35,0.24457573,170.39695893657301,120.0,69.02869189412294,64.38168315389665
36,0.24457573,172.865250004669,120.0,69.02869189412294,64.38168315389665
37,0.24457573,172.865250004669,120.0,69.02869189412294,64.38168315389665
38,0.24457573,172.865250004669,120.0,69.02869189412294,64.38168315389665
39,0.24457573,183.233656683358,120.0,69.02869189412294,64.38168315389665
40,0.24457573,183.233656683358,120.0,69.02869189412294,64.38168315389665
41,0.24457573,183.233656683358,120.0,69.02869189412294,64.38168315389665
42,0.24457573,186.94276755664,120.0,69.02869189412294,64.38168315389665
