,TTES,elec market,curtailment
0,-11.547578776065823,0.0,1.7763568394002505e-15
1,-11.25835529521704,0.0,0.0
2,-9.430756841388664,0.0,3.552713678800501e-15
3,-6.737230583073252,0.0,0.0
4,-2.775880094636552,0.0,0.0
5,3.0312596078705845,0.0,-3.552713678800501e-15
6,5.470004750902781,0.0,3.552713678800501e-15
7,4.671730343684061,0.0,0.0
8,2.4860090776659547,0.0,3.552713678800501e-15
9,-3.3615674382951077,0.0,0.0
10,-9.98542354279066,0.0,-3.552713678800501e-15
11,-25.600467014713445,0.0,0.0
12,-31.824467160079116,0.0,0.0
13,-32.744564685726104,0.0,-7.105427357601002e-15
14,-24.473755372151007,0.0,0.0
15,-15.276786225637721,0.0,3.552713678800501e-15
16,-4.27512550272078,0.0,0.0
17,-1.9977670541320798,0.0,0.0
18,-1.5408157222422254,0.0,0.0
19,-0.7136658354122503,0.0,3.552713678800501e-15
20,-1.2179596106535229,0.0,0.0
21,-3.099710471084972,0.0,3.552713678800501e-15
22,-7.088022456221076,0.0,0.0
23,-8.684963579481506,0.0,0.0
24,-4.00781658402407,0.0,0.0
25,-5.0109121044649285,0.0,3.552713678800501e-15
26,-1.4697915364334477,0.0,3.552713678800501e-15
27,25.10744284119459,0.0,3.552713678800501e-15
28,30.85469972522549,0.0,0.0
29,29.8088313155748,0.0,3.552713678800501e-15
30,31.596112264080002,0.0,0.0
31,29.727677432645077,0.0,3.552713678800501e-15
32,26.412219110781546,0.0,3.552713678800501e-15
33,22.74798387385112,0.0,4.440892098500626e-16
34,0.0,0.0,0.0
35,-15.642346779062414,1.7763568394002505e-15,3.552713678800501e-15
36,-26.791103081997093,0.0,0.0
37,-17.73619930296584,-1.7763568394002505e-15,-7.105427357601002e-15
38,-8.144389522383591,0.0,0.0
39,-19.17461626994229,0.0,-3.552713678800501e-15
40,-26.986719537772196,0.0,3.552713678800501e-15
41,-2.0471350503131305,0.0,0.0
42,-1.486927072470742,0.0,3.552713678800501e-15
43,-0.050102231054218294,0.0,0.0
44,-0.7203219753292984,0.0,0.0
45,-2.5289152227072655,0.0,-3.552713678800501e-15
46,-7.475335001264106,0.0,-3.552713678800501e-15
47,-10.120732585109863,0.0,0.0
48,-12.356102217390127,0.0,0.0
49,-11.693113022271895,0.0,-3.552713678800501e-15
50,-10.294687157053549,0.0,0.0
51,-7.714867443206344,0.0,0.0
52,-4.035293806353497,0.0,0.0
53,1.176637735913129,0.0,0.0
54,4.005654621823947,0.0,0.0
55,3.099780824483741,0.0,-3.552713678800501e-15
56,-0.034604531396830396,0.0,3.552713678800501e-15
57,-3.8174756063362913,1.7763568394002505e-15,-3.552713678800501e-15
58,-6.6152355938783,0.0,0.0
59,-11.317100040350226,1.7763568394002505e-15,-3.552713678800501e-15
60,-13.240174845993717,0.0,0.0
61,-10.020978438461743,1.7763568394002505e-15,0.0
62,-9.491537531551945,0.0,0.0
63,0.0,-8.881784197001252e-16,0.0
64,0.0,0.0,0.0
65,0.0,8.881784197001252e-16,-3.552713678800501e-15
66,0.0,0.0,0.0
67,0.0,-8.881784197001252e-16,0.0
68,0.0,0.0,3.552713678800501e-15
69,0.0,0.0,0.0
70,-10.669739545262559,0.0,-3.552713678800501e-15
71,0.0,0.0,1.7763568394002505e-15
72,-12.885080238337718,0.0,-1.7763568394002505e-15
73,-12.018562052166397,0.0,0.0
74,-10.852789567071596,0.0,0.0
75,-8.582707073266803,0.0,0.0
76,0.0,0.0,0.0
77,0.1278336398588813,0.0,-3.552713678800501e-15
78,28.246770426201056,0.0,-1.1102230246251565e-15
79,29.241879019678578,0.0,0.0
80,26.723056327361487,0.0,-2.7755575615628914e-17
81,0.0,0.0,0.0
82,-6.169020273041465,0.0,3.552713678800501e-15
83,-13.37839281092053,0.0,3.552713678800501e-15
84,-25.19459071434714,0.0,0.0
85,-30.531962599609695,0.0,-3.552713678800501e-15
86,-31.690507264643763,0.0,3.552713678800501e-15
87,-32.78464473559866,0.0,0.0
88,-33.05153387601426,0.0,3.552713678800501e-15
89,-32.33650198008427,0.0,0.0
90,-31.0092518986568,0.0,3.552713678800501e-15
91,-6.076799840782755,0.0,0.0
92,-6.447202127712636,0.0,0.0
93,-8.45626656656157,0.0,0.0
94,-10.394313252570845,0.0,-1.7763568394002505e-15
95,-0.03942940414452778,0.0,1.7763568394002505e-15
96,-0.04027591386926588,0.0,0.0
97,-0.04115604355979485,0.0,0.0
98,-0.04187868620795143,0.0,0.0
99,-0.0422460608646702,0.0,0.0
100,-0.042304525817428384,0.0,0.0
101,-0.042405671040683046,0.0,0.0
102,3.4130490533647135,0.0,0.0
103,3.0219039488096913,0.0,7.105427357601002e-15
104,-0.9293446872941464,0.0,0.0
105,-3.7929350457672495,0.0,0.0
106,-1.9237179290411177,1.7763568394002505e-15,0.0
107,-0.04342420214680942,-1.7763568394002505e-15,7.105427357601002e-15
108,-0.043456634214464884,-1.7763568394002505e-15,0.0
109,-0.043571999149435214,0.0,-7.105427357601002e-15
110,-0.04360653369587908,0.0,-7.105427357601002e-15
111,-0.043768865517847644,-1.7763568394002505e-15,7.105427357601002e-15
112,-0.044271920424591826,0.0,-1.4210854715202004e-14
113,-0.04463902128355812,1.7763568394002505e-15,-7.105427357601002e-15
114,-0.04491824170128211,0.0,0.0
115,0.0,0.0,0.0
116,0.0,0.0,-7.105427357601002e-15
117,0.0,0.0,0.0
118,-0.17982310155150572,0.0,-3.552713678800501e-15
119,-0.04495732657460394,0.0,3.552713678800501e-15
120,-0.04500456773973838,0.0,7.105427357601002e-15
