,heat demand
1693,61.1626161
1694,61.7735178
1695,63.5700454
1696,65.7317775
1697,66.3555188
1698,65.2007492
1699,63.875278
1700,63.0947772
1701,55.9876417
1702,47.8384845
1703,45.3136689
1704,42.5163725
1705,42.362214
1706,47.0850828
1707,55.8187528
1708,66.2329283
1709,65.4429846
1710,69.2191259
1711,67.0733051
1712,63.7955034
1713,61.0441268
1714,59.6898468
1715,56.8126337
1716,55.4190616
1717,56.2700653
1718,57.4204786
1719,57.1836709
1720,60.8379101
1721,62.0995514
1722,61.4410151
1723,61.4162643
1724,59.6165751
1725,52.6312631
1726,46.9676135
1727,42.2841492
1728,33.9950791
1729,35.4618049
1730,38.3884298
1731,44.0199549
1732,51.8753251
1733,63.3304124
1734,69.9653713
1735,67.7107399
1736,63.0787063
1737,58.99619
1738,54.4439495
1739,52.4212006
1740,50.2053438
1741,49.4164235
1742,49.3163159
1743,50.8846261
1744,51.977247
1745,53.8572769
1746,54.1485681
1747,54.0519667
1748,51.1362899
1749,44.5873897
1750,36.7824823
1751,32.7482385
1752,30.988533
1753,32.4314758
1754,35.054878
1755,40.2690488
1756,47.8814735
1757,59.1761565
1758,65.3400199
1759,64.8928804
1760,59.4479882
1761,55.169941
1762,51.5297258
1763,48.9947959
1764,47.5210218
1765,46.8724407
1766,46.5352613
1767,46.919824
1768,48.3496464
1769,48.5334031
1770,49.0544402
1771,49.0503701
1772,46.5160647
1773,40.0351954
1774,33.3603241
1775,30.3413013
1776,29.5153527
1777,30.8924188
1778,33.385452
1779,38.3503323
1780,45.6112962
1781,56.4060027
1782,62.30848
1783,61.8705474
1784,56.6814984
1785,52.6025684
1786,49.132669
1787,46.7150169
1788,45.3131781
1789,44.6949653
1790,44.3781298
1791,44.7500566
1792,46.1202148
1793,46.3081664
1794,46.8095971
1795,46.8095039
1796,44.3963731
1797,38.2175831
1798,31.8245511
1799,28.9151779
1800,30.5296746
1801,31.9516651
1802,34.5353514
1803,39.6720769
1804,47.1732687
1805,58.3058171
1806,64.3821405
1807,63.9400869
1808,58.5756258
1809,54.3604301
1810,50.7738365
1811,48.2760321
1812,46.8243256
1813,46.1852722
1814,45.8536383
1815,46.2332548
1816,47.6430134
1817,47.8257928
1818,48.3398739
1819,48.3364318
1820,45.8398507
1821,39.4542339
1822,32.8736005
1823,29.8944923
1824,30.207076
1825,31.4771562
1826,33.5007174
1827,38.1767129
1828,45.4050145
1829,58.7500126
1830,65.3863115
1831,65.0085809
1832,59.6914661
1833,55.4481059
1834,51.7572305
1835,48.9985157
1836,47.3788203
1837,46.7358827
1838,46.3264391
1839,46.3899413
1840,47.6545636
1841,48.746237
1842,49.106214
1843,48.8631431
1844,46.5967365
1845,40.2502815
1846,33.5109179
1847,29.7476884
1848,32.1886354
1849,32.6913907
1850,36.1968223
1851,41.8970509
1852,50.3891341
1853,63.4263567
1854,68.835081
1855,66.5444316
1856,61.4049731
1857,56.8822251
1858,54.1092869
1859,51.0584925
1860,45.8856896
1861,45.0481647
1862,45.8956709
1863,47.2449139
1864,49.1884334
1865,51.4595926
1866,50.6104615
1867,51.461185
1868,49.5992984
1869,45.0438276
1870,36.2652101
1871,32.7807098
1872,36.778434
1873,34.6111207
1874,39.1127899
1875,46.850806
1876,57.8365752
1877,55.6849334
1878,59.0310974
1879,55.4632627
1880,52.84588
1881,49.2152844
1882,47.4307754
1883,44.8954023
1884,43.2028612
1885,44.0826569
1886,43.1314498
1887,45.7946949
1888,48.3864687
1889,49.6072707
1890,50.1522778
1891,51.9349883
1892,49.9022878
1893,46.082207
1894,37.3994826
1895,33.1702591
1896,34.8929404
1897,36.3975203
1898,39.4031674
1899,45.1838315
1900,53.2434507
1901,64.9906061
1902,71.7937019
1903,69.4811845
1904,64.7280888
1905,60.5391119
1906,55.8667575
1907,53.7919021
1908,51.5166276
1909,50.7069627
1910,50.6033513
1911,52.2124709
1912,53.3314939
1913,55.2590389
1914,55.5563561
1915,55.4560389
1916,52.4628572
1917,45.7427326
1918,37.7401022
1919,33.6080047
1920,32.8114189
1921,34.337543
1922,37.118843
1923,42.640713
1924,50.6948351
1925,62.6329963
1926,69.1442725
1927,68.6770989
1928,62.9126703
1929,58.3849816
1930,54.5317656
1931,51.8493916
1932,50.2879231
1933,49.6015018
1934,49.2422303
1935,49.6463553
1936,51.1557568
1937,51.3431898
1938,51.891761
1939,51.8851206
1940,49.2009111
1941,42.3417068
1942,35.2929762
1943,32.1159844
1944,29.6711989
1945,31.0553932
1946,33.5618904
1947,38.5530678
1948,45.8518571
1949,56.7017936
1950,62.6341408
1951,62.1944279
1952,56.9780486
1953,52.8777532
1954,49.3896298
1955,46.9593545
1956,45.5500288
1957,44.928578
1958,44.6098781
1959,44.9835097
1960,46.3605188
1961,46.5488591
1962,47.0526751
1963,47.0523853
1964,44.6264449
1965,38.4152771
1966,31.9900825
1967,29.0670038
1968,26.9489393
1969,28.2071957
1970,30.4814533
1971,35.0139722
1972,41.6463295
1973,51.5109296
1974,56.9023996
1975,56.5008084
1976,51.7640147
1977,48.0395138
1978,44.8714734
1979,42.6635767
1980,41.3839547
1981,40.8192919
1982,40.5306533
1983,40.8712839
1984,42.1239025
1985,42.298148
1986,42.7575267
1987,42.7586705
1988,40.5563363
1989,34.9143678
1990,29.0714556
1991,26.4063955
1992,23.166421
1993,24.1469578
1994,25.6899992
1995,29.2752264
1996,34.8403476
1997,45.1320754
1998,50.270182
1999,49.9588359
2000,45.8782034
2001,42.6173758
2002,39.7836261
2003,37.6638412
2004,36.426129
2005,35.9320537
2006,35.6261866
2007,35.687052
2008,36.6730335
2009,37.529155
2010,37.8165394
2011,37.639325
2012,35.9026573
2013,31.025659
2014,25.7945612
2015,22.847021
2016,21.1740897
2017,21.5213828
2018,23.8031053
2019,27.5456345
2020,33.1577086
2021,41.8286225
2022,45.472038
2023,43.9482483
2024,40.5591252
2025,37.5743664
2026,35.7362948
2027,33.7243031
2028,30.3560759
2029,29.8048879
2030,30.3641354
2031,31.2594571
2032,32.5571262
2033,34.0703243
2034,33.5386246
2035,34.1030277
2036,32.8760627
2037,29.8470715
2038,23.992191
2039,21.6040715
2040,23.7976422
2041,22.4300284
2042,25.3161121
2043,30.3077616
2044,37.43235
2045,36.2483639
2046,38.5158186
2047,36.1972885
2048,34.4733078
2049,32.1042525
2050,30.9265494
2051,29.2745258
2052,28.1838884
2053,28.7403579
2054,28.1397028
2055,29.8628233
2056,31.5558888
2057,32.3737971
2058,32.7420419
2059,33.8946283
2060,32.5765657
2061,30.0639961
2062,24.3589304
2063,21.5313232
2064,18.545537
2065,19.9134944
2066,21.8872666
2067,25.6636318
2068,32.4335908
2069,43.0290917
2070,46.6346046
2071,43.0795055
2072,39.1718818
2073,35.6550495
2074,32.7484703
2075,30.132979
2076,28.4414463
2077,27.2695598
2078,27.2801683
2079,26.5008282
2080,27.5372412
2081,28.6450831
2082,30.9506576
2083,31.8557576
2084,31.2102099
2085,27.7158314
2086,21.3226066
2087,17.7343086
2088,16.6098529
2089,17.8523348
2090,19.3165802
2091,23.0729082
2092,29.3679077
2093,39.4816224
2094,42.7269389
2095,40.4382434
2096,36.5060442
2097,33.1226515
2098,30.4334907
2099,27.9145427
2100,26.4237423
2101,25.0326341
2102,24.5270725
2103,24.2889583
2104,24.7189355
2105,25.6351185
2106,27.5917657
2107,28.0930721
2108,27.693592
2109,24.564192
2110,18.7908624
2111,16.1165934
2112,18.2560368
2113,19.6221687
2114,21.2322531
2115,25.3614154
2116,32.2798697
2117,43.395728
2118,46.9620566
2119,44.4465903
2120,40.1237047
2121,36.4044162
2122,33.4482524
2123,30.6794154
2124,29.0405671
2125,27.5114225
2126,26.9560668
2127,26.6944
2128,27.1670826
2129,28.1740504
2130,30.3245632
2131,30.8746533
2132,30.4348297
2133,26.994283
2134,20.6482849
2135,17.7116046
2136,24.4246364
2137,25.567169
2138,27.6239243
2139,31.7306753
2140,37.7494571
2141,46.7165704
2142,51.6227325
2143,51.2507382
2144,46.9565224
2145,43.5782789
2146,40.7054858
2147,38.7022402
2148,37.5437639
2149,37.0315956
2150,36.7728819
2151,37.085502
2152,38.226569
2153,38.3935734
2154,38.8138428
2155,38.8178125
2156,36.8227593
2157,31.7055261
2158,26.3858825
2159,23.9456135
2160,34.0863377
2161,35.5151684
2162,37.8046244
2163,43.0817748
2164,51.2238815
2165,66.2446486
2166,73.7018323
2167,73.2898422
2168,67.291451
2169,62.5073452
2170,58.3444324
2171,55.2340641
2172,53.4034213
2173,52.6785785
2174,52.2111903
2175,52.2747917
2176,53.6911707
2177,54.9105483
2178,55.3091666
2179,55.0287072
2180,52.4701327
2181,45.3150004
2182,37.7513151
2183,33.5457641
2184,47.6993858
2185,49.884337
2186,52.5918523
2187,57.2632313
2188,69.4070667
2189,86.7999412
2190,91.5524004
2191,87.9141798
2192,82.6731577
2193,79.3704064
2194,76.6796741
2195,71.4451861
2196,67.9891281
2197,66.9939952
2198,67.6627637
2199,69.632852
2200,71.9969644
2201,72.6738892
2202,71.4020949
2203,69.9462546
2204,69.0952152
2205,61.3089251
2206,52.3995688
2207,49.6612174
2208,57.7896811
2209,57.560663
2210,64.013617
2211,75.9278213
2212,90.0922064
2213,88.7732252
2214,93.8127208
2215,90.9258076
2216,86.4762637
2217,82.7370185
2218,80.9123917
2219,77.0058319
2220,75.1102777
2221,76.279693
2222,77.8452142
2223,77.5093112
2224,82.4702405
2225,84.1664466
2226,83.2535987
2227,83.2203106
2228,80.7811722
2229,71.3004783
2230,63.7046035
2231,57.4254738
2232,56.1751669
2233,57.8981268
2234,62.1382827
2235,67.6604468
2236,81.5982808
2237,97.900893
2238,105.858734
2239,102.259274
2240,97.8081887
2241,93.639976
2242,88.6462428
2243,84.1598941
2244,82.7608603
2245,81.5815297
2246,82.2062618
2247,82.8097317
2248,85.2273343
2249,85.643394
2250,84.648599
2251,81.894411
2252,78.3803375
2253,69.1386083
2254,59.3010966
2255,55.5456026
2256,45.4260997
2257,46.8057664
2258,49.6108369
2259,54.0183399
2260,64.9144599
2261,78.2339043
2262,85.6542607
2263,82.7662152
2264,78.9814645
2265,75.1992867
2266,71.1005829
2267,67.9737799
2268,66.2864285
2269,65.3460664
2270,65.9610426
2271,66.7890148
2272,67.2514358
2273,66.9155004
2274,66.1315595
2275,65.5362837
2276,61.9333841
2277,54.6598223
2278,46.9835215
2279,44.3824996
2280,26.0959232
2281,27.3163761
2282,29.5144524
2283,33.9024767
2284,40.3327513
2285,49.9131082
2286,55.1585321
2287,54.7603982
2288,50.1710416
2289,46.5611134
2290,43.4911797
2291,41.3506828
2292,40.1129981
2293,39.5658666
2294,39.2896752
2295,39.6238318
2296,40.8431368
2297,41.0217058
2298,41.4704101
2299,41.4743404
2300,39.3421439
2301,33.8740851
2302,28.188939
2303,25.5826783
2304,17.6161465
2305,18.9338735
2306,20.4874652
2307,24.471951
2308,31.14455
2309,41.8565786
2310,45.2874654
2311,42.8571263
2312,38.6923674
2313,35.1053727
2314,32.2548865
2315,29.5853202
2316,28.0049978
2317,26.5291949
2318,25.9934461
2319,25.7396546
2320,26.1936732
2321,27.1631168
2322,29.2364307
2323,29.7638718
2324,29.3403471
2325,26.0228962
2326,19.9083641
2327,17.0868606
2328,19.6132586
2329,20.4466065
2330,21.7486274
2331,24.7835393
2332,29.5056851
2333,38.2470193
2334,42.6209937
2335,42.3467815
2336,38.8906237
2337,36.1267297
2338,33.7260661
2339,31.9293776
2340,30.8837035
2341,30.4649045
2342,30.2099477
2343,30.2674514
2344,31.1101444
2345,31.8442561
2346,32.0931275
2347,31.9476306
2348,30.4780759
2349,26.3443021
2350,21.8847657
2351,19.3590394
2352,26.9856712
2353,27.416143
2354,30.3418044
2355,35.1167442
2356,42.2502202
2357,53.2313831
2358,57.8115041
2359,55.8820307
2360,51.5689955
2361,47.7721687
2362,45.4399545
2363,42.8795628
2364,38.5615364
2365,37.8592545
2366,38.5706806
2367,39.7060102
2368,41.3457102
2369,43.2600879
2370,42.5627725
2371,43.2785948
2372,41.7165409
2373,37.8800076
2374,30.4772757
2375,27.5040979
2376,41.8910001
2377,39.4043263
2378,44.54584
2379,53.3675399
2380,65.8718968
2381,63.3133117
2382,67.0733795
2383,63.0144122
2384,60.0483703
2385,55.9231361
2386,53.9022542
2387,51.0202527
2388,49.0901416
2389,50.0988799
2390,49.0078707
2391,52.0414976
2392,54.9853931
2393,56.3615659
2394,56.9741582
2395,59.0050884
2396,56.691056
2397,52.3607948
2398,42.515219
2399,37.7453475
2400,37.6115901
2401,39.2306939
2402,42.4758111
2403,48.708113
2404,57.385864
2405,70.0164477
2406,77.3283552
2407,74.8406448
2408,69.7209849
2409,65.2097283
2410,60.1736395
2411,57.941104
2412,55.4858466
2413,54.6133796
2414,54.4991046
2415,56.2317552
2416,57.430527
2417,59.5017828
2418,59.8171751
2419,59.7054833
2420,56.4775308
2421,49.2390508
2422,40.638319
2423,36.2107401
2424,27.1260966
2425,28.3924645
2426,30.682008
2427,35.2444136
2428,41.9197951
2429,51.8472566
2430,57.2726965
2431,56.8690657
2432,52.1012157
2433,48.3524262
2434,45.1636718
2435,42.9414222
2436,41.6532922
2437,41.0849471
2438,40.7941949
2439,41.1367729
2440,42.3971935
2441,42.5719047
2442,43.0340095
2443,43.0349412
2444,40.8180549
2445,35.1392774
2446,29.2597535
2447,26.5790342
2448,17.0415645
2449,18.3168615
2450,19.819093
2451,23.6728796
2452,30.1355968
2453,40.5292159
2454,43.871486
2455,41.5269203
2456,37.4848102
2457,34.0112816
2458,31.2498541
2459,28.662829
2460,27.1320449
2461,25.7051176
2462,25.1861871
2463,24.943427
2464,25.3870694
2465,26.3297355
2466,28.3394285
2467,28.8579641
2468,28.4471899
2469,25.2336517
2470,19.2995537
2471,16.5406344
2472,11.7296867
2473,12.6068275
2474,13.638728
2475,16.2895579
2476,20.7446716
2477,27.9227277
2478,30.2424459
2479,28.6337456
2480,25.843535
2481,23.4512816
2482,21.5486651
2483,19.7650228
2484,18.7104732
2485,17.7292634
2486,17.3708831
2487,17.2057638
2488,17.5143021
2489,18.1668518
2490,19.5532899
2491,19.9185793
2492,19.6367079
2493,17.423788
2494,13.3259203
2495,11.3984379
2496,11.029613
2497,11.3255987
2498,12.1535581
2499,14.2901327
2500,18.0053742
2501,25.2728356
2502,27.8227801
2503,26.6509509
2504,23.9802169
2505,21.7460516
2506,19.7512725
2507,18.8577606
2508,17.4645793
2509,16.4425834
2510,15.9918592
2511,15.8730083
2512,16.2818705
2513,16.8873021
2514,18.4074957
2515,18.5420904
2516,18.4021462
2517,16.2720501
2518,12.3922097
2519,10.6170404
2520,17.0460304
2521,17.7382506
2522,18.9609763
2523,22.8245971
2524,27.5400802
2525,37.4625536
2526,42.098372
2527,40.6515828
2528,36.0015169
2529,33.9349083
2530,30.8213625
2531,28.78517
2532,25.3260958
2533,25.500911
2534,24.6750127
2535,24.0495052
2536,24.5570816
2537,26.3717836
2538,27.6620966
2539,27.8576453
2540,28.591279
2541,25.5837216
2542,20.4750403
2543,18.6445441
2544,30.8797024
2545,29.0784914
2546,32.8438883
2547,39.3326908
2548,48.5651665
2549,46.8693798
2550,49.7329138
2551,46.7320676
2552,44.5184252
2553,41.4596069
2554,39.9491051
2555,37.8142937
2556,36.3956057
2557,37.1274884
2558,36.3367097
2559,38.5727181
2560,40.7573079
2561,41.7971589
2562,42.2630685
2563,43.7593754
2564,42.0512379
2565,38.822204
2566,31.4860347
2567,27.8866864
2568,30.0813096
2569,31.3827896
2570,33.9654462
2571,38.9470053
2572,45.9112153
2573,56.0906022
2574,61.9913897
2575,59.9894005
2576,55.88523
2577,52.2670439
2578,48.2383355
2579,46.4430095
2580,44.4859456
2581,43.787477
2582,43.7024609
2583,45.0927572
2584,46.0697221
2585,47.7421488
2586,48.0067302
2587,47.9260118
2588,45.347989
2589,39.5458032
2590,32.6046122
2591,28.9991027
2592,28.6739809
2593,30.0111717
2594,32.4343813
2595,37.257947
2596,44.309066
2597,54.78516
2598,60.5069908
2599,60.0857181
2600,55.0465328
2601,51.0855799
2602,47.7158697
2603,45.3682601
2604,44.005765
2605,43.4052545
2606,43.0959706
2607,43.4554765
2608,44.7839358
2609,44.9625111
2610,45.4483428
2611,45.447352
2612,43.1032934
2613,37.1029841
2614,30.9041054
2615,28.0871365
2616,30.1829884
2617,31.5905862
2618,34.1413097
2619,39.2188485
2620,46.6418353
2621,57.6730827
2622,63.7034831
2623,63.257941
2624,57.9518105
2625,53.7813573
2626,50.2333901
2627,47.7616651
2628,46.3277502
2629,45.6956672
2630,45.3708381
2631,45.7500593
2632,47.1495537
2633,47.3391501
2634,47.85079
2635,47.8498472
2636,45.3818378
2637,39.0643505
2638,32.5335881
2639,29.565559
2640,26.5846693
2641,27.826243
2642,30.0690779
2643,34.5401464
2644,41.0840231
2645,50.8193201
2646,56.1409075
2647,55.7435245
2648,51.0705899
2649,47.3960358
2650,44.2705899
2651,42.0922092
2652,40.8300789
2653,40.2729885
2654,39.9886908
2655,40.3253098
2656,41.561876
2657,41.7351475
2658,42.1889136
2659,42.1904883
2660,40.0180739
2661,34.4517984
2662,28.6842097
2663,26.0513932
2664,22.6465513
2665,23.6056072
2666,25.11331
2667,28.6180127
2668,34.0599842
2669,44.1253687
2670,49.1521157
2671,48.846009
2672,44.8567127
2673,41.6685326
2674,38.8981178
2675,36.8255702
2676,35.6159944
2677,35.1329252
2678,34.8345794
2679,34.89506
2680,35.8602175
2681,36.6986529
2682,36.9804991
2683,36.8080031
2684,35.1104259
2685,30.3420805
2686,25.2233183
2687,22.3369666
2688,19.3464956
2689,19.6668384
2690,21.7472207
2691,25.1654271
2692,30.2977965
2693,38.2375951
2694,41.5822251
2695,40.186866
2696,37.0887213
2697,34.3598181
2698,32.6778337
2699,30.8385441
2700,27.7673363
2701,27.2636688
2702,27.7749659
2703,28.5944266
2704,29.7836042
2705,31.1697065
2706,30.6887954
2707,31.2053593
2708,30.0838985
2709,27.3104475
2710,21.9462514
2711,19.7467323
2712,18.9192126
2713,20.1157506
2714,24.5865047
2715,32.0503231
2716,38.7653638
2717,35.2876263
2718,41.0020116
2719,37.4367169
2720,32.6505032
2721,30.9806962
2722,29.0735299
2723,27.2436365
2724,25.4465429
2725,25.489082
2726,24.9140799
2727,25.3066797
2728,25.8782599
2729,27.5759837
2730,29.4868478
2731,30.3948938
2732,30.3534069
2733,27.3663022
2734,21.8268307
2735,17.7635836
2736,18.0704269
2737,19.4033689
2738,21.3261171
2739,25.0056713
2740,31.6041128
2741,41.9353701
2742,45.4537678
2743,41.9916503
2744,38.1811882
2745,34.7536598
2746,31.9207298
2747,29.3711983
2748,27.7226307
2749,26.5807742
2750,26.5906238
2751,25.8320979
2752,26.8426439
2753,27.9231317
2754,30.1704731
2755,31.0542171
2756,30.4252184
2757,27.0196118
2758,20.7860608
2759,17.2829963
2760,22.3793771
2761,23.4279228
2762,25.3089288
2763,29.0708411
2764,34.5916602
2765,42.8287766
2766,47.3396311
2767,46.9924803
2768,43.0569737
2769,39.9595577
2770,37.326144
2771,35.4889366
2772,34.4284809
2773,33.9588838
2774,33.7241061
2775,34.013614
2776,35.0636854
2777,35.2238572
2778,35.6120225
2779,35.617973
2780,33.7907654
2781,29.0990921
2782,24.2059768
2783,21.9504717
2784,24.179193
2785,25.3116498
2786,27.3448353
2787,31.4096323
2788,37.3735153
2789,46.270623
2790,51.1459472
2791,50.7708831
2792,46.5177526
2793,43.1709578
2794,40.3253526
2795,38.3404085
2796,37.1946195
2797,36.6873681
2798,36.4336859
2799,36.7462981
2800,37.8804965
2801,38.0529405
2802,38.471706
2803,38.4776061
2804,36.5027803
2805,31.4334634
2806,26.1473845
2807,23.7134239
2808,22.7444789
2809,23.8098188
2810,25.7221631
2811,29.5456237
2812,35.1553958
2813,43.5230351
2814,48.1046166
2815,47.752966
2816,43.7534154
2817,40.6058471
2818,37.9296889
2819,36.0628248
2820,34.9848814
2821,34.5076821
2822,34.2686548
2823,34.5623198
2824,35.6286808
2825,35.7901443
2826,36.1840713
2827,36.1896909
2828,34.3325277
2829,29.5648563
2830,24.5954085
2831,22.3067259
2832,18.5780441
2833,19.0711687
2834,20.4692182
2835,24.0683375
2836,30.2974663
2837,42.4580144
2838,46.6900117
2839,44.7019525
2840,40.2351427
2841,36.4792896
2842,33.1256019
2843,31.6411787
2844,29.2941871
2845,27.5687989
2846,26.8115486
2847,26.6044419
2848,27.2826652
2849,28.28894
2850,30.8407255
2851,31.0379095
2852,30.8031298
2853,27.221952
2854,20.7368112
2855,17.8409144
2856,17.722356
2857,18.4415117
2858,19.7129768
2859,23.7303294
2860,28.6285644
2861,38.9333954
2862,43.7458885
2863,42.2402053
2864,37.4094479
2865,35.2631011
2866,32.0269458
2867,29.9119457
2868,26.3146008
2869,26.4974033
2870,25.6388015
2871,24.987199
2872,25.5134423
2873,27.3991819
2874,28.738657
2875,28.938505
2876,29.7023606
2877,26.5768486
2878,21.2726903
2879,19.3814832
2880,18.7601887
2881,19.9467129
2882,24.3793272
2883,31.7797922
2884,38.439081
2885,34.9954036
2886,40.6632271
2887,37.1285441
2888,32.3816778
2889,30.725317
2890,28.8337265
2891,27.0187164
2892,25.2366125
2893,25.2785926
2894,24.7083535
2895,25.0977495
2896,25.6648413
2897,27.3485549
2898,29.2437164
2899,30.1447607
2900,30.1035232
2901,27.1411717
2902,21.6466849
2903,17.6153601
2904,16.6710967
2905,17.9008823
2906,19.6734752
2907,23.067903
2908,29.1605433
2909,38.7111034
2910,41.9711683
2911,38.782287
2912,35.259019
2913,32.0948046
2914,29.479086
2915,27.124182
2916,25.6022941
2917,24.5488843
2918,24.5566434
2919,23.8591355
2920,24.7932525
2921,25.7928238
2922,27.8683699
2923,28.6886285
2924,28.1084016
2925,24.9645499
2926,19.2026992
2927,15.9528304
2928,13.1424314
2929,14.1254312
2930,15.2823082
2931,18.2529743
2932,23.2424657
2933,31.2772865
2934,33.8701659
2935,32.0660335
2936,28.9423306
2937,26.2623841
2938,24.131216
2939,22.133717
2940,20.9524444
2941,19.8527437
2942,19.4516013
2943,19.2659688
2944,19.6106504
2945,20.3406043
2946,21.8930086
2947,22.2995478
2948,21.9834147
2949,19.5042546
2950,14.9171308
2951,12.7668324
2952,11.432913
2953,12.2881764
2954,13.2935823
2955,15.8769306
2956,20.2237005
2957,27.2376365
2958,29.5118191
2959,27.9475139
2960,25.2204433
2961,22.8867252
2962,21.0300368
2963,19.2889587
2964,18.2599547
2965,17.3039896
2966,16.9543045
2967,16.7949147
2968,17.0981482
2969,17.7369197
2970,19.0905389
2971,19.4512784
2972,19.1759414
2973,17.0165929
2974,13.0116798
2975,11.1163143
2976,10.33666
2977,11.109302
2978,12.0181449
2979,14.3537913
2980,18.2801434
2981,24.60607
2982,26.6509418
2983,25.2334358
2984,22.7751581
2985,20.667411
2986,18.9910731
2987,17.4193632
2988,16.4902359
2989,15.6256867
2990,15.3096288
2991,15.1640831
2992,15.4359352
2993,16.0110147
2994,17.2328554
2995,17.5555076
2996,17.3076643
2997,15.3582744
2998,11.7473176
2999,10.0464992
3000,11.2540786
3001,11.5561016
3002,12.4009885
3003,14.5810821
3004,18.371821
3005,25.787093
3006,28.3887958
3007,27.1931054
3008,24.4679492
3009,22.1882569
3010,20.1528195
3011,19.2411774
3012,17.8195852
3013,16.7767585
3014,16.3168951
3015,16.1956279
3016,16.6128174
3017,17.2305535
3018,18.7816826
3019,18.9188531
3020,18.7759785
3021,16.6024151
3022,12.6436159
3023,10.8327762
3024,11.5414941
3025,12.0123481
3026,12.8387619
3027,15.4524054
3028,18.6652017
3029,25.4340986
3030,28.6053378
3031,27.6323
3032,24.4677788
3033,23.0585737
3034,20.946828
3035,19.5593453
3036,17.2225695
3037,17.3359705
3038,16.7763092
3039,16.3585011
3040,16.70861
3041,17.9413325
3042,18.8242298
3043,18.9728485
3044,19.4649292
3045,17.4232428
3046,13.9323984
3047,12.6375428
3048,11.7588157
3049,12.503115
3050,15.2674142
3051,19.8907904
3052,24.0806599
3053,22.0343032
3054,25.6195617
3055,23.4188474
3056,20.42492
3057,19.3735424
3058,18.1779307
3059,17.0290824
3060,15.9097921
3061,15.931304
3062,15.5719894
3063,15.8178987
3064,16.1802315
3065,17.2411222
3066,18.4371098
3067,19.0167617
3068,18.9893705
3069,17.1255915
3070,13.6468722
3071,11.0679147
3072,9.79573798
3073,10.5176122
3074,11.555975
3075,13.5495693
3076,17.1374488
3077,22.7764413
3078,24.7125919
3079,22.8467365
3080,20.7670793
3081,18.9058612
3082,17.3667587
3083,15.9794317
3084,15.0843516
3085,14.4655128
3086,14.467327
3087,14.060757
3088,14.6116209
3089,15.2026595
3090,16.425286
3091,16.9155762
3092,16.5762591
3093,14.7281752
3094,11.3284251
3095,9.38927216
3096,7.54718174
3097,7.73216919
3098,8.50359116
3099,10.778592
3100,14.3578174
3101,20.7874404
3102,22.6236858
3103,19.8251704
3104,17.4379901
3105,16.6304873
3106,14.8300446
3107,14.3958829
3108,12.7129077
3109,11.7809132
3110,11.0297978
3111,10.3728744
3112,10.9139281
3113,11.4509393
3114,12.3221052
3115,13.1484575
3116,12.8681483
3117,11.5733701
3118,8.9536777
3119,6.93293514
3120,5.49463157
3121,5.62599652
3122,6.18981139
3123,7.83898591
3124,10.4192394
3125,14.9990308
3126,16.293016
3127,14.2493551
3128,12.5560238
3129,11.9682694
3130,10.6753203
3131,10.3720334
3132,9.15304521
3133,8.48516206
3134,7.94077735
3135,7.4672161
3136,7.8492755
3137,8.23266634
3138,8.86492504
3139,9.44902778
3140,9.24016054
3141,8.31688462
3142,6.44213961
3143,5.02511667
3144,4.82464693
3145,4.93674451
3146,5.43483088
3147,6.87702438
3148,9.11776974
3149,13.0434892
3150,14.1386623
3151,12.3352022
3152,10.8910419
3153,10.3747759
3154,9.25591786
3155,9.00242298
3156,7.93703338
3157,7.361009
3158,6.8848788
3159,6.47368918
3160,6.79820581
3161,7.12761872
3162,7.68086155
3163,8.17693278
3164,7.98814787
3165,7.19486004
3166,5.57940058
3167,4.38885844
3168,5.38025849
3169,5.4296535
3170,5.90186071
3171,7.4215485
3172,9.91809003
3173,14.0114254
3174,16.0760029
3175,14.3304265
3176,12.542291
3177,11.7761183
3178,10.3183558
3179,10.004504
3180,9.09687556
3181,8.12424426
3182,7.78189734
3183,7.17480241
3184,7.6926203
3185,8.30693353
3186,9.05333259
3187,9.3880105
3188,9.34296917
3189,8.21544554
3190,6.28235381
3191,5.0497281
3192,5.59792017
3193,5.4787312
3194,6.10540143
3195,7.6840461
3196,9.54788735
3197,14.6622669
3198,16.2097952
3199,14.9103375
3200,12.9403439
3201,12.7833968
3202,10.9787418
3203,10.5016121
3204,9.27878429
3205,9.35846528
3206,8.83809828
3207,8.43138603
3208,8.38578402
3209,8.52864576
3210,9.02579532
3211,9.24466154
3212,9.65873198
3213,8.63000243
3214,6.82330405
3215,5.88279676
3216,6.19911068
3217,7.16009628
3218,8.41574774
3219,11.0062419
3220,13.665561
3221,13.083683
3222,14.9898997
3223,12.5140866
3224,11.009631
3225,10.8053611
3226,9.60442732
3227,9.22790556
3228,8.70258371
3229,8.2051136
3230,7.86378264
3231,7.63670063
3232,8.31404219
3233,8.64808076
3234,8.88522113
3235,9.93808872
3236,10.5285839
3237,9.02162136
3238,7.35517841
3239,5.75278691
3240,6.61216834
3241,6.63508089
3242,7.26846873
3243,9.1653008
3244,12.3210319
3245,17.3700557
3246,18.9326701
3247,16.0613697
3248,14.1474017
3249,13.447356
3250,12.0883438
3251,11.6542082
3252,10.3690018
3253,9.92625317
3254,9.20007736
3255,8.77973231
3256,9.28582111
3257,9.75341528
3258,10.5248894
3259,11.3810569
3260,11.0668053
3261,9.94776655
3262,7.79321841
3263,6.19380921
