,TTES,elec market,curtailment
0,11.547578776065823,0.0,-1.7763568394002505e-15
1,22.805045262828248,0.0,0.0
2,32.234039038277096,0.0,-3.552713678800501e-15
3,38.96876454797798,0.0,0.0
4,41.741640676946204,0.0,0.0
5,38.707169746869184,0.0,3.552713678800501e-15
6,33.23415498381097,0.0,-3.552713678800501e-15
7,28.559721794837863,0.0,0.0
8,26.071417293963382,0.0,-3.552713678800501e-15
9,29.430947262781245,0.0,0.0
10,39.41416323904366,0.0,3.552713678800501e-15
11,65.01178914977933,0.0,0.0
12,96.83169977768807,0.0,0.0
13,129.56960693478254,0.0,7.105427357601002e-15
14,154.03439347775125,0.0,0.0
15,169.2997800677081,0.0,-3.552713678800501e-15
16,173.56164626560366,0.0,0.0
17,175.54525981561895,0.0,0.0
18,177.07144128135675,0.0,0.0
19,177.7701015645467,0.0,-3.552713678800501e-15
20,178.97283580775132,0.0,0.0
21,182.0571910470252,0.0,-3.552713678800501e-15
22,189.12956781337556,0.0,0.0
23,197.79801688042042,0.0,0.0
24,201.78844816618698,0.0,0.0
25,206.78159828522593,0.0,-3.552713678800501e-15
26,208.23280826739528,0.0,-3.552713678800501e-15
27,183.10628518245878,0.0,-3.552713678800501e-15
28,152.23473653890682,0.0,0.0
29,122.41169314611682,0.0,-3.552713678800501e-15
30,90.80418654714485,0.0,0.0
31,61.06802349305072,0.0,-3.552713678800501e-15
32,34.650198475543036,0.0,-3.552713678800501e-15
33,11.89919017827954,0.0,-4.440892098500626e-16
34,11.898206310803086,0.0,0.0
35,27.539646206569692,-1.7763568394002505e-15,-3.552713678800501e-15
36,54.32877502552826,0.0,0.0
37,72.06117884312395,1.7763568394002505e-15,7.105427357601002e-15
38,80.20061739659435,0.0,0.0
39,99.36975387217495,0.0,3.552713678800501e-15
40,126.34958360985107,0.0,-3.552713678800501e-15
41,128.38785879917413,0.0,0.0
42,129.8655652374231,0.0,-3.552713678800501e-15
43,129.90616040575708,0.0,0.0
44,130.61687479751333,0.0,0.0
45,133.13630199907163,0.0,3.552713678800501e-15
46,140.60215677020298,0.0,3.552713678800501e-15
47,150.71274071792976,0.0,0.0
48,163.05795216229694,0.0,0.0
49,174.73919709810446,0.0,3.552713678800501e-15
50,185.02108640336738,0.0,0.0
51,192.72224849970365,0.0,0.0
52,196.74316393450187,0.0,0.0
53,195.55192673438876,0.0,0.0
54,191.53170642925753,0.0,0.0
55,188.4175923394828,0.0,3.552713678800501e-15
56,188.43808038670173,0.0,-3.552713678800501e-15
57,192.24152469514712,-1.7763568394002505e-15,3.552713678800501e-15
58,198.84273148202374,0.0,0.0
59,210.14543244925616,-1.7763568394002505e-15,3.552713678800501e-15
60,223.370435851218,0.0,0.0
61,233.3751300401057,-1.7763568394002505e-15,0.0
62,242.8496332142611,0.0,0.0
63,242.83177944471063,8.881784197001252e-16,0.0
64,242.813843085222,0.0,0.0
65,242.79586335024345,-8.881784197001252e-16,3.552713678800501e-15
66,242.77781758800404,0.0,0.0
67,242.75976979944184,8.881784197001252e-16,0.0
68,242.7417346816418,0.0,-3.552713678800501e-15
69,242.7238687904451,0.0,0.0
70,253.37552997457507,0.0,3.552713678800501e-15
71,253.35662693851555,0.0,-1.7763568394002505e-15
72,266.22256737378,0.0,1.7763568394002505e-15
73,278.2209476761412,0.0,0.0
74,289.0526641601347,0.0,0.0
75,297.6133731281138,0.0,0.0
76,297.59051765466495,0.0,0.0
77,297.43940435614775,0.0,3.552713678800501e-15
78,269.1691971314028,0.0,1.1102230246251565e-15
79,239.90592626231236,0.0,0.0
80,213.163888598457,0.0,2.7755575615628914e-17
81,213.14729443860048,0.0,0.0
82,219.30056999994375,0.0,-3.552713678800501e-15
83,232.6635246312249,0.0,-3.552713678800501e-15
84,257.84277448994465,0.0,0.0
85,288.35839573259926,0.0,3.552713678800501e-15
86,320.0303803798938,0.0,-3.552713678800501e-15
87,352.7944593820741,0.0,0.0
88,385.8229449939057,0.0,-3.552713678800501e-15
89,418.13344521636026,0.0,0.0
90,449.11342270440196,0.0,-3.552713678800501e-15
91,455.15768639078846,0.0,0.0
92,461.5705579168296,0.0,0.0
93,469.9902419121527,0.0,0.0
94,480.3469834487296,0.0,1.7763568394002505e-15
95,480.3469834487296,0.0,-1.7763568394002505e-15
96,480.3469834487296,0.0,0.0
97,480.3469834487296,0.0,0.0
98,480.3469834487296,0.0,0.0
99,480.3469834487296,0.0,0.0
100,480.3469834487296,0.0,0.0
101,480.3469834487296,0.0,0.0
102,476.8916313932081,0.0,0.0
103,473.82775610509583,0.0,-7.105427357601002e-15
104,474.7154104773039,0.0,0.0
105,478.4663544014893,0.0,0.0
106,480.3469834487296,-1.7763568394002505e-15,0.0
107,480.3469834487296,1.7763568394002505e-15,-7.105427357601002e-15
