,TTES,PTES,elec market,curtailment
41,7.012180575343667e-05,5.437371e-06,1.0,1.0
42,7.18185843013381e-05,5.5689416e-06,1.0,1.0
43,7.32069556969502e-05,5.6766e-06,1.0,1.0
44,7.395787477765599e-05,5.734829e-06,1.0,1.0
45,7.264008706900584e-05,5.6326458e-06,1.0,1.0
46,7.120695064484402e-05,5.5215155e-06,1.0,1.0
47,7.217981291858562e-05,5.596953e-06,1.0,1.0
48,7.226179403133331e-05,5.6033077e-06,1.0,1.0
49,7.278446855929251e-05,5.6438394e-06,1.0,1.0
50,7.323973122564745e-05,5.6791414e-06,1.0,1.0
51,7.407451336881315e-05,5.743871e-06,1.0,1.0
52,7.460670337284572e-05,5.785138e-06,1.0,1.0
53,7.420570006561144e-05,5.754044e-06,1.0,1.0
54,7.448498986111606e-05,5.775701e-06,1.0,1.0
55,7.483494792559232e-05,5.8028368e-06,1.0,1.0
56,7.4921263866329e-05,5.809532e-06,1.0,1.0
57,7.446105315241601e-05,5.7738444e-06,1.0,1.0
58,7.297490495377425e-05,5.6586055e-06,1.0,1.0
59,7.241437997654544e-05,5.6151425e-06,1.0,1.0
60,7.219497424379593e-05,5.5981295e-06,1.0,1.0
61,7.290243931709995e-05,5.6529866e-06,1.0,1.0
62,7.299131386362527e-05,5.659877e-06,1.0,1.0
63,7.351779458201369e-05,5.7007037e-06,1.0,1.0
64,7.38633120909891e-05,5.7274933e-06,1.0,1.0
65,7.404740483475527e-05,5.7417697e-06,1.0,1.0
66,7.432483382605002e-05,5.7632815e-06,1.0,1.0
67,7.433870527561482e-05,5.764357e-06,1.0,1.0
68,7.429203715185043e-05,5.7607394e-06,1.0,1.0
69,7.360041005983303e-05,5.707108e-06,1.0,1.0
70,7.44811836706867e-05,5.775406e-06,1.0,1.0
71,7.460482142313338e-05,5.784993e-06,1.0,1.0
72,7.554490816817787e-05,5.8578885e-06,1.0,1.0
73,7.580781019933392e-05,5.8782753e-06,1.0,1.0
74,7.574225914193958e-05,5.873191e-06,1.0,1.0
75,7.610414326976121e-05,5.9012523e-06,1.0,1.0
76,7.679585494378817e-05,5.9548884e-06,1.0,1.0
77,7.822715170924244e-05,6.065874e-06,1.0,1.0
78,7.87952044853204e-05,6.109923e-06,1.0,1.0
79,7.947361563834707e-05,6.1625283e-06,1.0,1.0
80,7.911991481994869e-05,6.1351025e-06,1.0,1.0
81,7.784695557635524e-05,6.0363914e-06,1.0,1.0
82,7.386775264648995e-05,5.727839e-06,1.0,1.0
83,7.039735279501917e-05,5.458737e-06,1.0,1.0
84,6.593579981024341e-05,5.112781e-06,1.0,1.0
85,6.337721516712786e-05,4.9143837e-06,1.0,1.0
86,6.423470757985548e-05,4.9808746e-06,1.0,1.0
87,6.426181611391335e-05,4.982976e-06,1.0,1.0
88,6.533057324097213e-05,5.0658496e-06,1.0,1.0
89,6.739297867061729e-05,5.225773e-06,1.0,1.0
90,7.001212403256426e-05,5.4288644e-06,1.0,1.0
91,7.244529470103278e-05,5.617539e-06,1.0,1.0
92,7.542573211673451e-05,5.848647e-06,1.0,1.0
93,7.92567262203813e-05,6.1457104e-06,1.0,1.0
94,7.994148102412366e-05,6.198806e-06,1.0,1.0
95,8.208525434694722e-05,6.365039e-06,1.0,1.0
96,8.384754166123821e-05,6.501689e-06,1.0,1.0
97,8.567982058842443e-05,6.6437683e-06,1.0,1.0
98,8.718423850112698e-05,6.760423e-06,1.0,1.0
99,8.79490501768999e-05,6.8197287e-06,1.0,1.0
100,8.807076368862959e-05,6.829166e-06,1.0,1.0
101,8.828133060138213e-05,6.845493e-06,1.0,1.0
102,8.806759186327174e-05,6.8289205e-06,1.0,1.0
103,8.80102241153005e-05,6.824472e-06,1.0,1.0
104,8.798622397009324e-05,6.8226104e-06,1.0,1.0
105,8.845535808601286e-05,6.8589893e-06,1.0,1.0
106,9.005624178059711e-05,6.9831244e-06,1.0,1.0
107,9.040173814407004e-05,7.009915e-06,1.0,1.0
108,9.046925573318622e-05,7.0151486e-06,1.0,1.0
109,9.070942634927816e-05,7.033773e-06,1.0,1.0
110,9.078132105738806e-05,7.0393476e-06,1.0,1.0
111,9.111926847650942e-05,7.065552e-06,1.0,1.0
112,9.21665417731448e-05,7.14676e-06,1.0,1.0
113,9.293078252035332e-05,7.2060207e-06,1.0,1.0
114,9.351207238092444e-05,7.2510957e-06,1.0,1.0
115,9.350520009264928e-05,7.2505595e-06,1.0,1.0
116,9.379768468164228e-05,7.273242e-06,1.0,1.0
117,9.352972887541616e-05,7.2524667e-06,1.0,1.0
118,9.358079526367664e-05,7.2564244e-06,1.0,1.0
119,9.359344027410297e-05,7.2574053e-06,1.0,1.0
120,9.369178800569688e-05,7.265031e-06,1.0,1.0
121,9.396541080656226e-05,7.2862476e-06,1.0,1.0
122,9.401083134568582e-05,7.2897697e-06,1.0,1.0
123,9.396352885685004e-05,7.286102e-06,1.0,1.0
124,9.386014849568836e-05,7.2780854e-06,1.0,1.0
125,9.365268997178656e-05,7.261999e-06,1.0,1.0
126,9.33670776710686e-05,7.239851e-06,1.0,1.0
127,9.34364349188923e-05,7.245231e-06,1.0,1.0
128,9.32170291861428e-05,7.2282173e-06,1.0,1.0
129,9.271446403095196e-05,7.1892478e-06,1.0,1.0
130,9.171889148764856e-05,7.1120485e-06,1.0,1.0
131,9.13620399893948e-05,7.084377e-06,1.0,1.0
132,9.040554433449942e-05,7.01021e-06,1.0,1.0
133,8.983053468813671e-05,6.9656207e-06,1.0,1.0
134,9.011678135392606e-05,6.9878174e-06,1.0,1.0
135,9.05726149488454e-05,7.0231654e-06,1.0,1.0
136,9.473151235798068e-05,7.345653e-06,1.0,1.0
137,9.609848450517897e-05,7.451649e-06,1.0,1.0
138,9.732669986572514e-05,7.546888e-06,1.0,1.0
139,9.72315028139866e-05,7.5395074e-06,1.0,1.0
140,9.628574907430298e-05,7.4661707e-06,1.0,1.0
141,9.569244856837704e-05,7.4201653e-06,1.0,1.0
142,9.693013711399172e-05,7.516139e-06,1.0,1.0
143,9.726558936383166e-05,7.5421494e-06,1.0,1.0
144,9.878193333987956e-05,7.65973e-06,1.0,1.0
145,9.92554657202954e-05,7.696447e-06,1.0,1.0
146,9.91898935173986e-05,7.691364e-06,1.0,1.0
147,9.97592573146245e-05,7.7355135e-06,1.0,1.0
148,0.0001012208132939,7.848845e-06,1.0,1.0
149,0.0001027655556797,7.968627e-06,1.0,1.0
150,0.0001014811990103,7.8690355e-06,1.0,1.0
151,0.0001008613820444,7.820973e-06,1.0,1.0
152,9.959341313941675e-05,7.722652e-06,1.0,1.0
153,9.80404874442424e-05,7.6022347e-06,1.0,1.0
154,9.595346864982075e-05,7.440406e-06,1.0,1.0
155,9.552091625302772e-05,7.4068657e-06,1.0,1.0
156,9.446097680046355e-05,7.324677e-06,1.0,1.0
157,9.336204504150098e-05,7.239461e-06,1.0,1.0
158,9.319683523136476e-05,7.226651e-06,1.0,1.0
159,9.476299801103244e-05,7.348095e-06,1.0,1.0
160,9.482920457900064e-05,7.3532283e-06,1.0,1.0
161,9.33008711031004e-05,7.2347175e-06,1.0,1.0
162,9.23349022631364e-05,7.159815e-06,1.0,1.0
163,9.23594944824104e-05,7.1617214e-06,1.0,1.0
164,9.26962154623935e-05,7.187832e-06,1.0,1.0
165,9.274408887979382e-05,7.1915442e-06,1.0,1.0
166,9.326492374904544e-05,7.2319303e-06,1.0,1.0
167,9.294082663398632e-05,7.2068015e-06,1.0,1.0
168,9.333113031701364e-05,7.2370644e-06,1.0,1.0
169,9.400702515525644e-05,7.2894745e-06,1.0,1.0
170,9.668802111168044e-05,7.4973645e-06,1.0,1.0
171,9.812494258076916e-05,7.6087854e-06,1.0,1.0
172,9.918737720261472e-05,7.691168e-06,1.0,1.0
173,9.818042837902816e-05,7.6130887e-06,1.0,1.0
174,9.559970439491524e-05,7.412975e-06,1.0,1.0
175,9.446351426074975e-05,7.324872e-06,1.0,1.0
176,9.318548009658392e-05,7.2257703e-06,1.0,1.0
177,9.21022594458936e-05,7.1417758e-06,1.0,1.0
178,9.24332499947302e-05,7.1674403e-06,1.0,1.0
179,9.22239941031256e-05,7.151213e-06,1.0,1.0
180,9.146542035055632e-05,7.092393e-06,1.0,1.0
181,9.187022984821998e-05,7.1237823e-06,1.0,1.0
182,9.185447644894294e-05,7.122562e-06,1.0,1.0
183,9.25770182654477e-05,7.17859e-06,1.0,1.0
184,9.53739761569524e-05,7.3954716e-06,1.0,1.0
185,9.966847967288448e-05,7.728472e-06,1.0,1.0
186,9.968865248216008e-05,7.730038e-06,1.0,1.0
187,9.711993914340196e-05,7.5308553e-06,1.0,1.0
188,9.436899386508766e-05,7.317542e-06,1.0,1.0
189,9.350012517207676e-05,7.2501693e-06,1.0,1.0
190,9.303731356137036e-05,7.214282e-06,1.0,1.0
191,9.281978977833308e-05,7.1974137e-06,1.0,1.0
192,9.265959145226224e-05,7.184994e-06,1.0,1.0
193,9.248499303906696e-05,7.171454e-06,1.0,1.0
194,9.17573551564874e-05,7.115031e-06,1.0,1.0
195,9.298749475775058e-05,7.2104185e-06,1.0,1.0
196,9.22882764303768e-05,7.156197e-06,1.0,1.0
197,9.040992145349316e-05,7.01055e-06,1.0,1.0
198,8.754677813952245e-05,6.7885344e-06,1.0,1.0
199,8.68841203857728e-05,6.73715e-06,1.0,1.0
200,8.729709204735725e-05,6.769175e-06,1.0,1.0
201,8.823654442733008e-05,6.8420204e-06,1.0,1.0
202,9.005057478595774e-05,6.982684e-06,1.0,1.0
203,8.914449000874885e-05,6.912425e-06,1.0,1.0
204,8.788098280472168e-05,6.814449e-06,1.0,1.0
205,8.698625316229376e-05,6.745071e-06,1.0,1.0
206,8.830277214080076e-05,6.847154e-06,1.0,1.0
207,8.899317279367991e-05,6.900691e-06,1.0,1.0
208,9.012496466334918e-05,6.988453e-06,1.0,1.0
209,9.067413450579704e-05,7.0310357e-06,1.0,1.0
210,9.178953861111775e-05,7.1175273e-06,1.0,1.0
211,9.261799824907036e-05,7.181767e-06,1.0,1.0
212,9.232354712835544e-05,7.1589343e-06,1.0,1.0
213,9.26552354787708e-05,7.184654e-06,1.0,1.0
214,9.402658474496286e-05,7.290991e-06,1.0,1.0
215,9.441686728248784e-05,7.321254e-06,1.0,1.0
216,9.293078252035332e-05,7.2060207e-06,1.0,1.0
217,9.396604517163388e-05,7.286297e-06,1.0,1.0
218,9.29401922689148e-05,7.206751e-06,1.0,1.0
219,9.40915648737928e-05,7.29603e-06,1.0,1.0
220,9.369931580454602e-05,7.265616e-06,1.0,1.0
221,9.418862272974124e-05,7.3035553e-06,1.0,1.0
222,9.373970371410183e-05,7.268744e-06,1.0,1.0
223,9.413821185205474e-05,7.299647e-06,1.0,1.0
224,9.366152879178352e-05,7.262684e-06,1.0,1.0
225,9.282101621747132e-05,7.197509e-06,1.0,1.0
226,9.204298860270768e-05,7.1371774e-06,1.0,1.0
227,9.12460146178068e-05,7.0753804e-06,1.0,1.0
228,9.044085732348274e-05,7.012947e-06,1.0,1.0
229,9.03739740994381e-05,7.007763e-06,1.0,1.0
230,8.986394458190535e-05,6.9682133e-06,1.0,1.0
231,8.954109505148707e-05,6.943179e-06,1.0,1.0
232,9.06381871517421e-05,7.028249e-06,1.0,1.0
233,9.142507473200528e-05,7.089266e-06,1.0,1.0
234,9.154110010359324e-05,7.098263e-06,1.0,1.0
235,9.162621075069402e-05,7.104862e-06,1.0,1.0
236,9.193267251676374e-05,7.128626e-06,1.0,1.0
237,9.210794758603516e-05,7.1422164e-06,1.0,1.0
238,9.16993318979423e-05,7.1105324e-06,1.0,1.0
239,9.209722681632586e-05,7.141386e-06,1.0,1.0
240,9.197807191038484e-05,7.1321438e-06,1.0,1.0
241,9.26388688599246e-05,7.1833833e-06,1.0,1.0
242,9.286392044181112e-05,7.2008365e-06,1.0,1.0
243,9.31231008645474e-05,7.220932e-06,1.0,1.0
244,9.394591465336308e-05,7.284736e-06,1.0,1.0
245,9.492632587145618e-05,7.3607594e-06,1.0,1.0
246,9.527182223492913e-05,7.38755e-06,1.0,1.0
247,9.516025856434449e-05,7.3788983e-06,1.0,1.0
248,9.486832375841344e-05,7.356261e-06,1.0,1.0
249,9.380085650700012e-05,7.2734874e-06,1.0,1.0
250,9.297613962296976e-05,7.2095386e-06,1.0,1.0
251,9.168106218388138e-05,7.1091163e-06,1.0,1.0
252,9.086831365420104e-05,7.0460924e-06,1.0,1.0
253,9.009536096000978e-05,6.9861567e-06,1.0,1.0
254,9.015962214175864e-05,6.9911403e-06,1.0,1.0
255,9.087463615941426e-05,7.0465835e-06,1.0,1.0
256,9.173024662242951e-05,7.112929e-06,1.0,1.0
257,9.348877003729591e-05,7.249289e-06,1.0,1.0
258,9.428071139262906e-05,7.310696e-06,1.0,1.0
259,9.598180362301712e-05,7.4426025e-06,1.0,1.0
260,9.632924537270954e-05,7.4695436e-06,1.0,1.0
261,9.861486272553356e-05,7.646774e-06,1.0,1.0
262,9.912368694943036e-05,7.68623e-06,1.0,1.0
263,9.980402234317409e-05,7.738985e-06,1.0,1.0
264,9.93828462266642e-05,7.706325e-06,1.0,1.0
265,0.0001007371733634,7.811341e-06,1.0,1.0
266,0.0001011022716076,7.839653e-06,1.0,1.0
267,0.000100999462175,7.831682e-06,1.0,1.0
268,0.0001016218166012,7.8799385e-06,1.0,1.0
269,0.0001011936413234,7.846738e-06,1.0,1.0
270,0.0001009389437471,7.826988e-06,1.0,1.0
271,0.0001014534561112,7.866883e-06,1.0,1.0
272,9.988720874955772e-05,7.745435e-06,1.0,1.0
273,9.942949320492612e-05,7.709943e-06,1.0,1.0
274,9.876806189031488e-05,7.658654e-06,1.0,1.0
275,9.849761091480722e-05,7.637683e-06,1.0,1.0
276,9.802976667453308e-05,7.6014044e-06,1.0,1.0
277,9.744020892252924e-05,7.5556895e-06,1.0,1.0
278,9.771387401439954e-05,7.5769112e-06,1.0,1.0
279,9.866216521436936e-05,7.650443e-06,1.0,1.0
280,0.0001020095828239,7.910007e-06,1.0,1.0
281,0.0001028657642155,7.976398e-06,1.0,1.0
282,0.0001023500465578,7.936407e-06,1.0,1.0
283,0.0001021286954389,7.919243e-06,1.0,1.0
284,0.0001023891445917,7.9394395e-06,1.0,1.0
285,0.0001025133955637,7.949072e-06,1.0,1.0
286,0.0001021589546528,7.921591e-06,1.0,1.0
287,0.0001006344062218,7.8033745e-06,1.0,1.0
288,0.0001021394162086,7.9200745e-06,1.0,1.0
289,0.0001018726868415,7.8993935e-06,1.0,1.0
290,0.0001007914327225,7.815549e-06,1.0,1.0
291,0.0001018500611539,7.897637e-06,1.0,1.0
292,0.0001030694376945,7.99219e-06,1.0,1.0
293,0.0001034660427372,8.022944e-06,1.0,1.0
294,0.0001025619033462,7.9528345e-06,1.0,1.0
295,0.0001010284526587,7.833929e-06,1.0,1.0
296,0.0001011842315748,7.846007e-06,1.0,1.0
297,9.979074296767612e-05,7.7379555e-06,1.0,1.0
298,9.929830650812796e-05,7.69977e-06,1.0,1.0
299,9.8156491670328e-05,7.6112324e-06,1.0,1.0
300,9.656315692009538e-05,7.4876825e-06,1.0,1.0
301,9.526746626143782e-05,7.38721e-06,1.0,1.0
302,9.498813417492842e-05,7.365553e-06,1.0,1.0
303,9.67440989840062e-05,7.501713e-06,1.0,1.0
304,9.770440082933092e-05,7.576176e-06,1.0,1.0
305,9.827943162119596e-05,7.620764e-06,1.0,1.0
306,9.981410874781188e-05,7.739765e-06,1.0,1.0
307,9.999253449693882e-05,7.7536015e-06,1.0,1.0
308,0.0001002523069937,7.773747e-06,1.0,1.0
309,0.0001006797844699,7.8068915e-06,1.0,1.0
310,9.91243213145019e-05,7.68628e-06,1.0,1.0
311,9.9706266685647e-05,7.731404e-06,1.0,1.0
312,0.0001011079386022,7.840093e-06,1.0,1.0
313,0.0001015347817134,7.873188e-06,1.0,1.0
314,0.000102453426919,7.944423e-06,1.0,1.0
315,0.0001030707275701,7.99229e-06,1.0,1.0
316,0.0001029717243279,7.984615e-06,1.0,1.0
317,0.0001028758929111,7.9771835e-06,1.0,1.0
318,0.0001033159942523,8.0113105e-06,1.0,1.0
319,0.000102958508389,7.983588e-06,1.0,1.0
320,0.0001004868106151,7.791931e-06,1.0,1.0
321,9.735636700557168e-05,7.5491894e-06,1.0,1.0
322,9.449254703552476e-05,7.3271235e-06,1.0,1.0
323,9.11678608409908e-05,7.0693204e-06,1.0,1.0
324,8.752850842546166e-05,6.787118e-06,1.0,1.0
325,8.482232817569683e-05,6.577277e-06,1.0,1.0
326,8.432424586701177e-05,6.5386525e-06,1.0,1.0
327,8.590368802217727e-05,6.6611265e-06,1.0,1.0
328,9.073084674319443e-05,7.0354345e-06,1.0,1.0
329,9.34068312155529e-05,7.2429334e-06,1.0,1.0
330,9.427436774191353e-05,7.310206e-06,1.0,1.0
331,9.619871418648524e-05,7.4594204e-06,1.0,1.0
332,9.875863099625104e-05,7.657923e-06,1.0,1.0
333,9.988094968085173e-05,7.7449495e-06,1.0,1.0
334,9.98411961363674e-05,7.741867e-06,1.0,1.0
335,0.000100303373382,7.777705e-06,1.0,1.0
336,0.0001003002227021,7.777459e-06,1.0,1.0
337,9.98411961363674e-05,7.741867e-06,1.0,1.0
338,0.0001011432515912,7.84283e-06,1.0,1.0
339,0.0001009395781122,7.827039e-06,1.0,1.0
340,0.0001009710849108,7.82948e-06,1.0,1.0
341,0.0001006287392272,7.802935e-06,1.0,1.0
342,9.993013411939986e-05,7.748763e-06,1.0,1.0
343,9.96987177412954e-05,7.73082e-06,1.0,1.0
344,9.719805062921318e-05,7.5369153e-06,1.0,1.0
345,9.59030154811296e-05,7.436492e-06,1.0,1.0
346,9.428071139262906e-05,7.310696e-06,1.0,1.0
347,9.367098083134978e-05,7.263415e-06,1.0,1.0
348,9.236645135269514e-05,7.162262e-06,1.0,1.0
349,9.205624683270333e-05,7.1382083e-06,1.0,1.0
350,9.191622131590796e-05,7.12735e-06,1.0,1.0
351,9.283298457182146e-05,7.1984405e-06,1.0,1.0
352,9.500261884406232e-05,7.366674e-06,1.0,1.0
353,9.67151296457383e-05,7.499467e-06,1.0,1.0
354,9.61293569386615e-05,7.454046e-06,1.0,1.0
355,9.61930049008412e-05,7.45898e-06,1.0,1.0
356,9.790553684801954e-05,7.591772e-06,1.0,1.0
357,9.839044550871865e-05,7.6293713e-06,1.0,1.0
358,9.84194148469864e-05,7.631617e-06,1.0,1.0
359,9.810857596192296e-05,7.607514e-06,1.0,1.0
360,9.809345692771752e-05,7.6063434e-06,1.0,1.0
361,9.746606987194654e-05,7.557696e-06,1.0,1.0
362,9.804738087802e-05,7.6027704e-06,1.0,1.0
363,9.9235906130589e-05,7.694931e-06,1.0,1.0
364,9.919873233739568e-05,7.69205e-06,1.0,1.0
365,9.888286082276446e-05,7.667555e-06,1.0,1.0
366,9.788726713395876e-05,7.5903563e-06,1.0,1.0
367,9.731413943730828e-05,7.545912e-06,1.0,1.0
368,9.648559521734622e-05,7.481667e-06,1.0,1.0
369,9.41552128359725e-05,7.3009637e-06,1.0,1.0
370,9.239924802689473e-05,7.1648033e-06,1.0,1.0
371,9.064321978130984e-05,7.028639e-06,1.0,1.0
372,8.806826851934806e-05,6.828971e-06,1.0,1.0
373,8.684817303171785e-05,6.7343626e-06,1.0,1.0
374,8.66974690362181e-05,6.7226783e-06,1.0,1.0
375,8.787466029950858e-05,6.813959e-06,1.0,1.0
376,8.95265680913484e-05,6.9420526e-06,1.0,1.0
377,9.106627784753191e-05,7.061444e-06,1.0,1.0
378,9.0766223168685e-05,7.0381766e-06,1.0,1.0
379,9.058014274769455e-05,7.02375e-06,1.0,1.0
380,9.070942634927816e-05,7.033773e-06,1.0,1.0
381,9.062934833174512e-05,7.0275632e-06,1.0,1.0
382,9.008774857915108e-05,6.9855655e-06,1.0,1.0
383,8.979959881814703e-05,6.963224e-06,1.0,1.0
384,9.005875809538085e-05,6.9833195e-06,1.0,1.0
385,9.01218139834938e-05,6.9882085e-06,1.0,1.0
386,9.040674962813534e-05,7.010305e-06,1.0,1.0
387,9.035509116580812e-05,7.006297e-06,1.0,1.0
388,9.046356759304452e-05,7.014708e-06,1.0,1.0
389,9.02214515907332e-05,6.995934e-06,1.0,1.0
390,9.00599633890169e-05,6.9834146e-06,1.0,1.0
391,8.996984125785088e-05,6.9764233e-06,1.0,1.0
392,8.950199701757673e-05,6.9401462e-06,1.0,1.0
393,8.90209156928094e-05,6.9028424e-06,1.0,1.0
394,8.732352392533881e-05,6.771226e-06,1.0,1.0
395,8.633243422854108e-05,6.694372e-06,1.0,1.0
396,8.569434754856311e-05,6.6448943e-06,1.0,1.0
397,8.50392175936626e-05,6.594095e-06,1.0,1.0
398,8.51262101904757e-05,6.6008397e-06,1.0,1.0
399,8.550141598479994e-05,6.6299326e-06,1.0,1.0
400,8.602597246247135e-05,6.6706084e-06,1.0,1.0
401,8.650011806245627e-05,6.707377e-06,1.0,1.0
402,8.720880957489865e-05,6.76233e-06,1.0,1.0
403,8.794460962139903e-05,6.8193835e-06,1.0,1.0
404,8.872580906152053e-05,6.87996e-06,1.0,1.0
405,8.924850473498204e-05,6.9204907e-06,1.0,1.0
406,8.954993387148415e-05,6.943864e-06,1.0,1.0
407,8.961802238916471e-05,6.949143e-06,1.0,1.0
408,8.975483378959732e-05,6.9597513e-06,1.0,1.0
409,9.009089925900644e-05,6.985811e-06,1.0,1.0
410,9.01621384565425e-05,6.9913353e-06,1.0,1.0
411,9.036392998580508e-05,7.0069823e-06,1.0,1.0
412,9.05833145730524e-05,7.0239957e-06,1.0,1.0
413,9.110036439737698e-05,7.0640863e-06,1.0,1.0
414,9.125168161244608e-05,7.0758206e-06,1.0,1.0
415,9.116720533041684e-05,7.069271e-06,1.0,1.0
416,9.099755496477986e-05,7.0561155e-06,1.0,1.0
417,9.013122373205528e-05,6.9889384e-06,1.0,1.0
418,8.933805593758366e-05,6.927436e-06,1.0,1.0
419,8.848749924963848e-05,6.861481e-06,1.0,1.0
420,8.774664542806815e-05,6.8040317e-06,1.0,1.0
421,8.779204482168924e-05,6.8075547e-06,1.0,1.0
422,8.836521480934452e-05,6.851998e-06,1.0,1.0
423,8.841437810239019e-05,6.855811e-06,1.0,1.0
424,8.889611493773146e-05,6.8931654e-06,1.0,1.0
425,8.933805593758366e-05,6.927436e-06,1.0,1.0
426,9.048562235203244e-05,7.0164197e-06,1.0,1.0
427,9.236012884748204e-05,7.161772e-06,1.0,1.0
428,9.35215667114954e-05,7.251831e-06,1.0,1.0
429,9.32693643045463e-05,7.2322755e-06,1.0,1.0
430,9.35480197349794e-05,7.2538824e-06,1.0,1.0
431,9.39407974417858e-05,7.2843413e-06,1.0,1.0
432,9.439606010814072e-05,7.3196425e-06,1.0,1.0
433,9.556441255143416e-05,7.410238e-06,1.0,1.0
434,9.608579720374784e-05,7.450669e-06,1.0,1.0
435,9.659529808372096e-05,7.490174e-06,1.0,1.0
436,9.91022665555141e-05,7.684569e-06,1.0,1.0
437,0.0001007876053866,7.815254e-06,1.0,1.0
438,9.950390422781993e-05,7.715712e-06,1.0,1.0
439,9.79112038426589e-05,7.5922126e-06,1.0,1.0
440,9.873843704147314e-05,7.656357e-06,1.0,1.0
441,9.557957387664446e-05,7.411413e-06,1.0,1.0
442,9.23430855725595e-05,7.1604504e-06,1.0,1.0
443,8.92920644698957e-05,6.9238686e-06,1.0,1.0
444,8.643456700506191e-05,6.702293e-06,1.0,1.0
445,8.428322359238443e-05,6.5354748e-06,1.0,1.0
446,8.341625799458822e-05,6.4682486e-06,1.0,1.0
447,8.421767253499008e-05,6.530391e-06,1.0,1.0
448,8.779959376604086e-05,6.8081395e-06,1.0,1.0
449,8.991247350987962e-05,6.971976e-06,1.0,1.0
450,9.034940302566644e-05,7.005857e-06,1.0,1.0
451,8.990492456552803e-05,6.9713897e-06,1.0,1.0
452,8.985760093118978e-05,6.9677226e-06,1.0,1.0
453,8.93437652232277e-05,6.9278767e-06,1.0,1.0
454,8.822208090369855e-05,6.8409e-06,1.0,1.0
455,8.766466431532045e-05,6.7976766e-06,1.0,1.0
456,8.790614595256021e-05,6.816401e-06,1.0,1.0
457,8.819746753892208e-05,6.838993e-06,1.0,1.0
458,8.879201562948886e-05,6.885094e-06,1.0,1.0
459,8.976618892437828e-05,6.960632e-06,1.0,1.0
460,9.010162002871588e-05,6.9866423e-06,1.0,1.0
461,9.09212831376762e-05,7.050201e-06,1.0,1.0
462,9.11817322905555e-05,7.0703964e-06,1.0,1.0
463,9.100833917099628e-05,7.056951e-06,1.0,1.0
464,9.053417242550891e-05,7.0201827e-06,1.0,1.0
465,9.05467328539258e-05,7.021158e-06,1.0,1.0
466,9.037084456508516e-05,7.0075184e-06,1.0,1.0
467,8.948624361829969e-05,6.938925e-06,1.0,1.0
468,8.887145928195024e-05,6.891253e-06,1.0,1.0
469,9.01439110334864e-05,6.9899197e-06,1.0,1.0
470,8.977314579466301e-05,6.9611724e-06,1.0,1.0
471,9.218233746342662e-05,7.1479853e-06,1.0,1.0
472,9.250009092777005e-05,7.172625e-06,1.0,1.0
473,9.3937075833366e-05,7.2840503e-06,1.0,1.0
474,9.41715794548187e-05,7.3022347e-06,1.0,1.0
475,9.519620591839944e-05,7.3816855e-06,1.0,1.0
476,9.563061911940248e-05,7.4153713e-06,1.0,1.0
