time,DeltaT-air-sink55,DeltaT-ground-sink55,COP-dec-air-sink55,COP-dec-ground-sink55
2022-01-01 00:00:00,45.973694,45.973694,2.9991574,3.1718216
2022-01-01 01:00:00,46.39981,46.39981,2.9804883,3.1295705
2022-01-01 02:00:00,46.561127,46.561127,2.9734674,3.1136904
2022-01-01 03:00:00,46.752563,46.752563,2.9651704,3.0949247
2022-01-01 04:00:00,46.45526,46.45526,2.9780722,3.124105
2022-01-01 05:00:00,46.382812,46.382812,2.9812293,3.1312475
2022-01-01 06:00:00,46.775513,46.775513,2.9641778,3.0926814
2022-01-01 07:00:00,48.460815,48.460815,2.8927517,2.9313698
2022-01-01 08:00:00,48.00937,48.00937,2.9116063,2.973912
2022-01-01 09:00:00,46.958008,46.958008,2.956306,3.0748842
2022-01-01 10:00:00,45.472473,45.472473,3.0213504,3.222076
2022-01-01 11:00:00,44.089203,44.089203,3.0839005,3.3638976
2022-01-01 12:00:00,43.145477,43.145477,3.127673,3.463289
2022-01-01 13:00:00,42.514526,42.514526,3.157435,3.530932
2022-01-01 14:00:00,42.73517,42.73517,3.146982,3.5071685
2022-01-01 15:00:00,44.998962,44.998962,3.0425465,3.2701066
2022-01-01 16:00:00,47.037903,47.037903,2.9528708,3.067118
2022-01-01 17:00:00,48.56488,48.56488,2.8884342,2.9216325
2022-01-01 18:00:00,49.424255,49.424255,2.8531954,2.8422155
2022-01-01 19:00:00,50.07608,50.07608,2.8269596,2.7831597
2022-01-01 20:00:00,50.503357,50.503357,2.8099923,2.7450027
2022-01-01 21:00:00,50.57431,50.57431,2.8071923,2.7387085
2022-01-01 22:00:00,50.64142,50.64142,2.8045487,2.7327662
2022-01-01 23:00:00,51.29413,51.29413,2.779072,2.6755385
2022-01-02 00:00:00,51.566376,51.566376,2.7685714,2.6519709
2022-01-02 01:00:00,51.627197,51.627197,2.7662356,2.64673
2022-01-02 02:00:00,52.4964,52.4964,2.7332597,2.572803
2022-01-02 03:00:00,53.332794,53.332794,2.702242,2.5033782
2022-01-02 04:00:00,53.516174,53.516174,2.6955347,2.4883807
2022-01-02 05:00:00,54.149506,54.149506,2.6726289,2.4372067
2022-01-02 06:00:00,54.019806,54.019806,2.677287,2.4476082
2022-01-02 07:00:00,54.193634,54.193634,2.671048,2.4336772
2022-01-02 08:00:00,53.412415,53.412415,2.6993256,2.4968562
2022-01-02 09:00:00,51.278015,51.278015,2.7796955,2.6769388
2022-01-02 10:00:00,49.102203,49.102203,2.8663146,2.8717694
2022-01-02 11:00:00,46.045563,46.045563,2.9959962,3.1646647
2022-01-02 12:00:00,43.902252,43.902252,3.092501,3.3834164
2022-01-02 13:00:00,43.03842,43.03842,3.1326947,3.4746993
2022-01-02 14:00:00,42.491577,42.491577,3.158525,3.53341
2022-01-02 15:00:00,42.312347,42.312347,3.1670558,3.5528092
2022-01-02 16:00:00,42.78946,42.78946,3.1444173,3.501339
2022-01-02 17:00:00,43.16156,43.16156,3.1269195,3.4615767
2022-01-02 18:00:00,43.96399,43.96399,3.0896568,3.3769617
2022-01-02 19:00:00,44.620575,44.620575,3.059646,3.3088746
2022-01-02 20:00:00,44.975708,44.975708,3.0435934,3.2724786
2022-01-02 21:00:00,44.35251,44.35251,3.0718465,3.3365474
2022-01-02 22:00:00,43.674744,43.674744,3.1030145,3.4072843
2022-01-02 23:00:00,44.134827,44.134827,3.081807,3.359146
2022-01-03 00:00:00,44.173584,44.173584,3.08003,3.3551147
2022-01-03 01:00:00,44.420776,44.420776,3.0687327,3.329484
2022-01-03 02:00:00,44.636078,44.636078,3.0589426,3.307279
2022-01-03 03:00:00,45.030853,45.030853,3.041112,3.2668543
2022-01-03 04:00:00,45.28253,45.28253,3.0298257,3.2412775
2022-01-03 05:00:00,45.092896,45.092896,3.0383239,3.260535
2022-01-03 06:00:00,45.224976,45.224976,3.032401,3.2471135
2022-01-03 07:00:00,45.390472,45.390472,3.0250049,3.2303553
2022-01-03 08:00:00,45.431305,45.431305,3.023184,3.2262301
2022-01-03 09:00:00,45.213654,45.213654,3.032908,3.2482622
2022-01-03 10:00:00,44.510834,44.510834,3.064632,3.3201826
2022-01-03 11:00:00,44.245758,44.245758,3.0767252,3.3476157
2022-01-03 12:00:00,44.142,44.142,3.081478,3.3584
2022-01-03 13:00:00,44.476562,44.476562,3.0661917,3.3237202
2022-01-03 14:00:00,44.518585,44.518585,3.0642793,3.3193827
2022-01-03 15:00:00,44.76758,44.76758,3.0529857,3.2937727
2022-01-03 16:00:00,44.93097,44.93097,3.0456085,3.2770474
2022-01-03 17:00:00,45.018036,45.018036,3.0416884,3.2681615
2022-01-03 18:00:00,45.14923,45.14923,3.0357957,3.254805
2022-01-03 19:00:00,45.155792,45.155792,3.035501,3.2541392
2022-01-03 20:00:00,45.133728,45.133728,3.036491,3.2563815
2022-01-03 21:00:00,44.80664,44.80664,3.0512195,3.2897677
2022-01-03 22:00:00,45.223175,45.223175,3.0324817,3.2472966
2022-01-03 23:00:00,45.281647,45.281647,3.0298653,3.2413673
2022-01-04 00:00:00,45.726227,45.726227,3.0100832,3.196558
2022-01-04 01:00:00,45.850555,45.850555,3.0045865,3.1841118
2022-01-04 02:00:00,45.81955,45.81955,3.0059557,3.1872127
2022-01-04 03:00:00,45.990692,45.990692,2.9984093,3.1701279
2022-01-04 04:00:00,46.31781,46.31781,2.984067,3.1376677
2022-01-04 05:00:00,46.99469,46.99469,2.9547281,3.0713162
2022-01-04 06:00:00,47.263336,47.263336,2.943211,3.0452871
2022-01-04 07:00:00,47.584167,47.584167,2.9295514,3.0144289
2022-01-04 08:00:00,47.4169,47.4169,2.9366598,3.030486
2022-01-04 09:00:00,46.81488,46.81488,2.9624772,3.0888355
2022-01-04 10:00:00,44.933075,44.933075,3.0455136,3.276832
2022-01-04 11:00:00,43.29187,43.29187,3.1208246,3.447731
2022-01-04 12:00:00,41.181946,41.181946,3.221601,3.6769347
2022-01-04 13:00:00,39.971954,39.971954,3.2814026,3.8131988
2022-01-04 14:00:00,40.377472,40.377472,3.2611976,3.7671394
2022-01-04 15:00:00,40.39029,40.39029,3.2605615,3.7656903
2022-01-04 16:00:00,40.89572,40.89572,3.2356148,3.7088509
2022-01-04 17:00:00,41.871063,41.871063,3.1881971,3.6009002
2022-01-04 18:00:00,43.10968,43.10968,3.129351,3.4671006
2022-01-04 19:00:00,44.260376,44.260376,3.0760565,3.3460984
2022-01-04 20:00:00,45.66986,45.66986,3.0125804,3.2022128
2022-01-04 21:00:00,47.481598,47.481598,2.933907,3.0242677
2022-01-04 22:00:00,47.80542,47.80542,2.9201913,2.993292
2022-01-04 23:00:00,48.819244,48.819244,2.8779273,2.8979416
2022-01-05 00:00:00,49.65265,49.65265,2.843954,2.8214064
2022-01-05 01:00:00,50.519165,50.519165,2.8093681,2.7435994
2022-01-05 02:00:00,51.23062,51.23062,2.7815323,2.6810615
2022-01-05 03:00:00,51.592316,51.592316,2.7675748,2.6497347
2022-01-05 04:00:00,51.64987,51.64987,2.765366,2.6447785
2022-01-05 05:00:00,51.74945,51.74945,2.761552,2.6362228
2022-01-05 06:00:00,51.648376,51.648376,2.7654233,2.6449068
2022-01-05 07:00:00,51.621246,51.621246,2.7664642,2.6472423
2022-01-05 08:00:00,51.609894,51.609894,2.7668996,2.6482198
2022-01-05 09:00:00,51.831757,51.831757,2.758407,2.629169
2022-01-05 10:00:00,52.588837,52.588837,2.7297974,2.5650475
2022-01-05 11:00:00,52.752228,52.752228,2.7236981,2.5513897
2022-01-05 12:00:00,52.78415,52.78415,2.7225096,2.548729
2022-01-05 13:00:00,52.897736,52.897736,2.7182887,2.5392802
2022-01-05 14:00:00,52.931732,52.931732,2.7170281,2.5364585
2022-01-05 15:00:00,53.091553,53.091553,2.7111168,2.5232294
2022-01-05 16:00:00,53.586823,53.586823,2.6929598,2.4826252
2022-01-05 17:00:00,53.948242,53.948242,2.6798644,2.4533653
2022-01-05 18:00:00,54.223145,54.223145,2.6699915,2.4313195
2022-01-05 19:00:00,54.21988,54.21988,2.6701083,2.4315803
2022-01-05 20:00:00,54.358215,54.358215,2.6651683,2.420554
2022-01-05 21:00:00,54.231506,54.231506,2.6696925,2.4306521
2022-01-05 22:00:00,54.255646,54.255646,2.668829,2.4287248
2022-01-05 23:00:00,54.261627,54.261627,2.6686153,2.428248
2022-01-06 00:00:00,54.308136,54.308136,2.6669543,2.4245405
2022-01-06 01:00:00,54.43753,54.43753,2.6623445,2.414253
2022-01-06 02:00:00,54.459015,54.459015,2.6615808,2.4125485
2022-01-06 03:00:00,54.436646,54.436646,2.662376,2.4143233
2022-01-06 04:00:00,54.387756,54.387756,2.6641157,2.418205
2022-01-06 05:00:00,54.289642,54.289642,2.6676147,2.426014
2022-01-06 06:00:00,54.15457,54.15457,2.6724467,2.4368017
2022-01-06 07:00:00,54.187378,54.187378,2.6712716,2.4341776
2022-01-06 08:00:00,54.08362,54.08362,2.674993,2.4424863
2022-01-06 09:00:00,53.845947,53.845947,2.6835575,2.4616146
2022-01-06 10:00:00,53.375122,53.375122,2.7006907,2.499909
2022-01-06 11:00:00,53.20636,53.20636,2.7068856,2.513765
2022-01-06 12:00:00,52.75403,52.75403,2.723631,2.55124
2022-01-06 13:00:00,52.482086,52.482086,2.733797,2.574006
2022-01-06 14:00:00,52.617462,52.617462,2.7287269,2.5626507
2022-01-06 15:00:00,52.83304,52.83304,2.7206914,2.5446587
2022-01-06 16:00:00,54.799835,54.799835,2.6495256,2.3856614
2022-01-06 17:00:00,55.44629,55.44629,2.6269794,2.3354287
2022-01-06 18:00:00,56.02713,56.02713,2.6070778,2.2911508
2022-01-06 19:00:00,55.982117,55.982117,2.608608,2.2945533
2022-01-06 20:00:00,55.53485,55.53485,2.6239228,2.3286254
2022-01-06 21:00:00,55.254272,55.254272,2.6336327,2.3502452
2022-01-06 22:00:00,55.8396,55.8396,2.6134663,2.3053577
2022-01-06 23:00:00,55.99823,55.99823,2.6080601,2.293334
2022-01-07 00:00:00,56.715332,56.715332,2.5839343,2.2397356
2022-01-07 01:00:00,56.93927,56.93927,2.5765057,2.2232502
2022-01-07 02:00:00,56.908264,56.908264,2.577531,2.2255256
2022-01-07 03:00:00,57.17752,57.17752,2.5686574,2.2058432
2022-01-07 04:00:00,57.868713,57.868713,2.5462098,2.1561165
2022-01-07 05:00:00,58.599243,58.599243,2.5230036,2.1048055
2022-01-07 06:00:00,57.99185,57.99185,2.5422606,2.1473775
2022-01-07 07:00:00,57.69873,57.69873,2.5516858,2.1682398
2022-01-07 08:00:00,57.09909,57.09909,2.5712347,2.211559
2022-01-07 09:00:00,56.364685,56.364685,2.595667,2.2657905
2022-01-07 10:00:00,55.377716,55.377716,2.6293511,2.3407097
2022-01-07 11:00:00,55.173157,55.173157,2.6364543,2.35653
2022-01-07 12:00:00,54.671906,54.671906,2.654037,2.395721
2022-01-07 13:00:00,54.15219,54.15219,2.6725326,2.4369922
2022-01-07 14:00:00,54.074066,54.074066,2.675336,2.443252
2022-01-07 15:00:00,54.814728,54.814728,2.6490014,2.384493
2022-01-07 16:00:00,54.84604,54.84604,2.6479,2.3820379
2022-01-07 17:00:00,54.12326,54.12326,2.67357,2.4393082
2022-01-07 18:00:00,53.666443,53.666443,2.6900637,2.476152
2022-01-07 19:00:00,53.67807,53.67807,2.689641,2.4752083
2022-01-07 20:00:00,53.83731,53.83731,2.6838696,2.4623127
2022-01-07 21:00:00,53.859955,53.859955,2.6830516,2.460484
2022-01-07 22:00:00,54.106262,54.106262,2.67418,2.44067
2022-01-07 23:00:00,53.953003,53.953003,2.6796927,2.4529815
2022-01-08 00:00:00,54.137573,54.137573,2.6730568,2.4381626
2022-01-08 01:00:00,54.457214,54.457214,2.661645,2.4126909
2022-01-08 02:00:00,55.725098,55.725098,2.6173844,2.3140736
2022-01-08 03:00:00,56.404633,56.404633,2.5943244,2.2628067
2022-01-08 04:00:00,56.907074,56.907074,2.5775707,2.2256129
2022-01-08 05:00:00,56.430878,56.430878,2.5934427,2.2608488
2022-01-08 06:00:00,55.21042,55.21042,2.6351573,2.353641
2022-01-08 07:00:00,54.673096,54.673096,2.6539948,2.395627
2022-01-08 08:00:00,54.068695,54.068695,2.675529,2.4436834
2022-01-08 09:00:00,53.556427,53.556427,2.6940665,2.4851
2022-01-08 10:00:00,53.71295,53.71295,2.6883745,2.472378
2022-01-08 11:00:00,53.613983,53.613983,2.6919708,2.4804153
2022-01-08 12:00:00,53.25525,53.25525,2.7050881,2.5097437
2022-01-08 13:00:00,53.446686,53.446686,2.698072,2.4940546
2022-01-08 14:00:00,53.43924,53.43924,2.6983442,2.4946632
2022-01-08 15:00:00,53.780945,53.780945,2.6859097,2.4668705
2022-01-08 16:00:00,55.10367,55.10367,2.6388764,2.3619275
2022-01-08 17:00:00,57.134583,57.134583,2.5700674,2.2089705
2022-01-08 18:00:00,57.144135,57.144135,2.5697536,2.2082748
2022-01-08 19:00:00,55.92935,55.92935,2.6104045,2.298547
2022-01-08 20:00:00,54.628387,54.628387,2.6555753,2.399152
2022-01-08 21:00:00,54.2175,54.2175,2.6701932,2.43177
2022-01-08 22:00:00,53.998627,53.998627,2.678049,2.449311
2022-01-08 23:00:00,53.895752,53.895752,2.6817582,2.457595
2022-01-09 00:00:00,53.820007,53.820007,2.6844954,2.4637108
2022-01-09 01:00:00,53.737427,53.737427,2.687487,2.4703937
2022-01-09 02:00:00,53.39331,53.39331,2.7000248,2.49842
2022-01-09 03:00:00,53.975067,53.975067,2.6788979,2.451206
2022-01-09 04:00:00,53.64438,53.64438,2.6908655,2.4779446
2022-01-09 05:00:00,52.756104,52.756104,2.7235537,2.5510669
2022-01-09 06:00:00,51.40207,51.40207,2.7749,2.6661727
2022-01-09 07:00:00,51.088684,51.088684,2.787045,2.6934412
2022-01-09 08:00:00,51.283997,51.283997,2.7794642,2.676419
2022-01-09 09:00:00,51.72827,51.72827,2.7623622,2.6380398
2022-01-09 10:00:00,52.58615,52.58615,2.729898,2.5652723
2022-01-09 11:00:00,52.157654,52.157654,2.7460213,2.6013982
2022-01-09 12:00:00,51.56012,51.56012,2.7688122,2.6525111
2022-01-09 13:00:00,51.136993,51.136993,2.7851663,2.689222
2022-01-09 14:00:00,51.759583,51.759583,2.7611647,2.6353538
2022-01-09 15:00:00,52.08609,52.08609,2.7487319,2.607474
2022-01-09 16:00:00,52.621338,52.621338,2.7285821,2.5623255
2022-01-09 17:00:00,52.881042,52.881042,2.7189083,2.540667
2022-01-09 18:00:00,53.40854,53.40854,2.6994672,2.4971738
2022-01-09 19:00:00,53.800323,53.800323,2.6852083,2.465302
2022-01-09 20:00:00,53.66107,53.66107,2.6902585,2.4765885
2022-01-09 21:00:00,53.817932,53.817932,2.6845708,2.4638786
2022-01-09 22:00:00,54.46646,54.46646,2.661316,2.411958
2022-01-09 23:00:00,54.65103,54.65103,2.6547747,2.3973665
2022-01-10 00:00:00,53.948242,53.948242,2.6798644,2.4533653
2022-01-10 01:00:00,54.437836,54.437836,2.6623335,2.414229
2022-01-10 02:00:00,53.952698,53.952698,2.6797037,2.4530067
2022-01-10 03:00:00,54.497192,54.497192,2.6602244,2.4095228
2022-01-10 04:00:00,54.311707,54.311707,2.6668267,2.4242554
2022-01-10 05:00:00,54.54309,54.54309,2.658596,2.4058895
2022-01-10 06:00:00,54.33078,54.33078,2.6661463,2.4227366
2022-01-10 07:00:00,54.519257,54.519257,2.659441,2.407776
2022-01-10 08:00:00,54.293823,54.293823,2.6674657,2.4256804
2022-01-10 09:00:00,53.89633,53.89633,2.6817374,2.4575481
2022-01-10 10:00:00,53.52838,53.52838,2.6950893,2.487385
2022-01-10 11:00:00,53.15149,53.15149,2.7089062,2.5182843
2022-01-10 12:00:00,52.77072,52.77072,2.723009,2.5498478
2022-01-10 13:00:00,52.739105,52.739105,2.7241871,2.5524845
2022-01-10 14:00:00,52.497894,52.497894,2.733204,2.5726776
2022-01-10 15:00:00,52.345215,52.345215,2.7389412,2.5855312
2022-01-10 16:00:00,52.864044,52.864044,2.7195392,2.5420797
2022-01-10 17:00:00,53.236176,53.236176,2.705789,2.5113115
2022-01-10 18:00:00,53.291046,53.291046,2.7037733,2.5068035
2022-01-10 19:00:00,53.3313,53.3313,2.7022967,2.5035007
2022-01-10 20:00:00,53.476227,53.476227,2.6969929,2.491641
2022-01-10 21:00:00,53.559113,53.559113,2.6939692,2.484881
2022-01-10 22:00:00,53.365875,53.365875,2.7010293,2.5006664
2022-01-10 23:00:00,53.554047,53.554047,2.6941538,2.4852939
2022-01-11 00:00:00,53.49768,53.49768,2.6962094,2.48989
2022-01-11 01:00:00,53.81018,53.81018,2.6848512,2.4645054
2022-01-11 02:00:00,53.916626,53.916626,2.6810045,2.4559124
2022-01-11 03:00:00,54.039185,54.039185,2.67659,2.4460518
2022-01-11 04:00:00,54.428314,54.428314,2.662672,2.414984
2022-01-11 05:00:00,54.891968,54.891968,2.646287,2.3784406
2022-01-11 06:00:00,55.05536,55.05536,2.640564,2.3656857
2022-01-11 07:00:00,55.002594,55.002594,2.6424093,2.369798
2022-01-11 08:00:00,54.864532,54.864532,2.6472504,2.3805892
2022-01-11 09:00:00,54.35971,54.35971,2.6651149,2.420435
2022-01-11 10:00:00,53.969696,53.969696,2.6790915,2.4516375
2022-01-11 11:00:00,53.35724,53.35724,2.701346,2.501374
2022-01-11 12:00:00,52.97287,52.97287,2.715504,2.5330482
2022-01-11 13:00:00,52.60733,52.60733,2.7291055,2.563499
2022-01-11 14:00:00,52.637726,52.637726,2.7279696,2.5609546
2022-01-11 15:00:00,52.97586,52.97586,2.7153935,2.5328
2022-01-11 16:00:00,53.380493,53.380493,2.700494,2.4994698
2022-01-11 17:00:00,54.212128,54.212128,2.6703858,2.4321997
2022-01-11 18:00:00,54.58664,54.58664,2.6570525,2.4024477
2022-01-11 19:00:00,55.391113,55.391113,2.6288874,2.3396773
2022-01-11 20:00:00,55.55542,55.55542,2.6232142,2.3270485
2022-01-11 21:00:00,56.636322,56.636322,2.5865674,2.2455804
2022-01-11 22:00:00,56.876953,56.876953,2.578568,2.2278259
2022-01-11 23:00:00,57.1987,57.1987,2.5679622,2.2043033
2022-01-12 00:00:00,56.99951,56.99951,2.5745158,2.218836
2022-01-12 01:00:00,57.639984,57.639984,2.553585,2.1724455
2022-01-12 02:00:00,57.812653,57.812653,2.5480125,2.1601071
2022-01-12 03:00:00,57.764038,57.764038,2.5495782,2.1635737
2022-01-12 04:00:00,58.05835,58.05835,2.5401344,2.1426735
2022-01-12 05:00:00,57.855865,57.855865,2.5466228,2.15703
2022-01-12 06:00:00,57.735413,57.735413,2.5505013,2.1656175
2022-01-12 07:00:00,57.97873,57.97873,2.5426807,2.1483073
2022-01-12 08:00:00,57.238037,57.238037,2.566673,2.2014444
2022-01-12 09:00:00,57.021576,57.021576,2.5737877,2.2172222
2022-01-12 10:00:00,56.70877,56.70877,2.5841527,2.2402208
2022-01-12 11:00:00,56.58087,56.58087,2.588419,2.2496912
2022-01-12 12:00:00,56.35962,56.35962,2.5958376,2.2661684
2022-01-12 13:00:00,56.08081,56.08081,2.6052556,2.2870991
2022-01-12 14:00:00,56.210236,56.210236,2.600874,2.2773602
2022-01-12 15:00:00,56.65869,56.65869,2.5858214,2.243924
2022-01-12 16:00:00,58.24173,58.24173,2.5342937,2.1297565
2022-01-12 17:00:00,58.646637,58.646637,2.5215163,2.1015205
2022-01-12 18:00:00,58.40274,58.40274,2.529193,2.1184812
2022-01-12 19:00:00,58.298065,58.298065,2.532506,2.1258035
2022-01-12 20:00:00,58.421234,58.421234,2.528609,2.1171904
2022-01-12 21:00:00,58.47998,58.47998,2.5267558,2.1130948
2022-01-12 22:00:00,58.312378,58.312378,2.5320525,2.1248016
2022-01-12 23:00:00,57.5914,57.5914,2.5551586,2.1759298
2022-01-13 00:00:00,58.30313,58.30313,2.5323455,2.1254492
2022-01-13 01:00:00,58.177002,58.177002,2.5363512,2.1343064
2022-01-13 02:00:00,57.66565,57.66565,2.552755,2.1706066
2022-01-13 03:00:00,58.16629,58.16629,2.5366924,2.1350598
2022-01-13 04:00:00,58.74295,58.74295,2.5185013,2.0948615
2022-01-13 05:00:00,58.93051,58.93051,2.5126562,2.0819592
2022-01-13 06:00:00,58.50293,58.50293,2.5260324,2.1114964
2022-01-13 07:00:00,57.77774,57.77774,2.5491366,2.1625953
2022-01-13 08:00:00,57.85141,57.85141,2.5467658,2.1573467
2022-01-13 09:00:00,57.192413,57.192413,2.5681686,2.2047603
2022-01-13 10:00:00,56.959534,56.959534,2.5758362,2.221764
2022-01-13 11:00:00,56.419556,56.419556,2.593823,2.2616932
2022-01-13 12:00:00,55.666046,55.666046,2.61941,2.3185816
2022-01-13 13:00:00,55.053284,55.053284,2.6406362,2.3658473
2022-01-13 14:00:00,54.921204,54.921204,2.645261,2.3761544
2022-01-13 15:00:00,55.751617,55.751617,2.6164756,2.3120527
2022-01-13 16:00:00,56.20575,56.20575,2.6010256,2.2776961
2022-01-13 17:00:00,56.47769,56.47769,2.5918722,2.2573605
2022-01-13 18:00:00,57.20346,57.20346,2.5678062,2.2039564
2022-01-13 19:00:00,57.28784,57.28784,2.565042,2.1978302
2022-01-13 20:00:00,57.410706,57.410706,2.5610309,2.1889393
2022-01-13 21:00:00,57.612854,57.612854,2.5544631,2.1743908
2022-01-13 22:00:00,56.87726,56.87726,2.578558,2.2278037
2022-01-13 23:00:00,57.152466,57.152466,2.56948,2.2076683
2022-01-14 00:00:00,57.81534,57.81534,2.547926,2.159915
2022-01-14 01:00:00,58.01718,58.01718,2.54145,2.145584
2022-01-14 02:00:00,58.45163,58.45163,2.5276496,2.1150694
2022-01-14 03:00:00,58.74356,58.74356,2.5184824,2.09482
2022-01-14 04:00:00,58.696747,58.696747,2.5199468,2.098053
2022-01-14 05:00:00,58.65143,58.65143,2.5213661,2.1011891
2022-01-14 06:00:00,58.85956,58.85956,2.5148635,2.0868301
2022-01-14 07:00:00,58.69049,58.69049,2.5201423,2.098486
2022-01-14 08:00:00,57.521606,57.521606,2.5574229,2.180945
2022-01-14 09:00:00,56.04117,56.04117,2.6066008,2.2900898
2022-01-14 10:00:00,54.68683,54.68683,2.6535096,2.3945453
2022-01-14 11:00:00,53.114532,53.114532,2.7102685,2.5213325
2022-01-14 12:00:00,51.393433,51.393433,2.7752333,2.6669214
2022-01-14 13:00:00,50.113647,50.113647,2.8254602,2.7797875
2022-01-14 14:00:00,49.878082,49.878082,2.834884,2.800991
2022-01-14 15:00:00,50.62503,50.62503,2.805194,2.7342165
2022-01-14 16:00:00,52.907867,52.907867,2.717913,2.538439
2022-01-14 17:00:00,54.17337,54.17337,2.6717734,2.4352975
2022-01-14 18:00:00,54.58365,54.58365,2.6571589,2.4026845
2022-01-14 19:00:00,55.493683,55.493683,2.6253428,2.3317854
2022-01-14 20:00:00,56.704315,56.704315,2.584301,2.2405498
2022-01-14 21:00:00,57.235077,57.235077,2.56677,2.2016597
2022-01-14 22:00:00,57.216278,57.216278,2.5673862,2.2030249
2022-01-14 23:00:00,57.434845,57.434845,2.5602446,2.1871965
2022-01-15 00:00:00,57.43335,57.43335,2.5602932,2.187305
2022-01-15 01:00:00,57.216278,57.216278,2.5673862,2.2030249
2022-01-15 02:00:00,57.83203,57.83203,2.547389,2.1587272
2022-01-15 03:00:00,57.735718,57.735718,2.5504918,2.1655955
2022-01-15 04:00:00,57.75061,57.75061,2.5500116,2.1645327
2022-01-15 05:00:00,57.588715,57.588715,2.5552456,2.1761222
2022-01-15 06:00:00,57.25833,57.25833,2.566008,2.199971
2022-01-15 07:00:00,57.148895,57.148895,2.5695975,2.2079284
2022-01-15 08:00:00,55.96631,55.96631,2.609146,2.2957494
2022-01-15 09:00:00,55.35385,55.35385,2.6301775,2.34255
2022-01-15 10:00:00,54.58664,54.58664,2.6570525,2.4024477
2022-01-15 11:00:00,54.29828,54.29828,2.6673064,2.4253252
2022-01-15 12:00:00,53.681366,53.681366,2.6895213,2.4749403
2022-01-15 13:00:00,53.534668,53.534668,2.69486,2.486873
2022-01-15 14:00:00,53.468445,53.468445,2.697277,2.492276
2022-01-15 15:00:00,53.902008,53.902008,2.6815324,2.4570901
2022-01-15 16:00:00,54.92804,54.92804,2.645021,2.3756194
2022-01-15 17:00:00,55.737915,55.737915,2.6169448,2.3130965
2022-01-15 18:00:00,55.460907,55.460907,2.6264744,2.334304
2022-01-15 19:00:00,55.490997,55.490997,2.6254356,2.3319924
2022-01-15 20:00:00,56.300873,56.300873,2.5978155,2.2705631
2022-01-15 21:00:00,56.53018,56.53018,2.590114,2.2534559
2022-01-15 22:00:00,56.543884,56.543884,2.5896559,2.252438
2022-01-15 23:00:00,56.39688,56.39688,2.5945847,2.2633853
2022-01-16 00:00:00,56.38974,56.38974,2.5948248,2.2639189
2022-01-16 01:00:00,56.09305,56.09305,2.6048403,2.286176
2022-01-16 02:00:00,56.36795,56.36795,2.5955572,2.2655466
2022-01-16 03:00:00,56.930023,56.930023,2.5768113,2.2239292
2022-01-16 04:00:00,56.912445,56.912445,2.5773928,2.2252183
2022-01-16 05:00:00,56.76306,56.76306,2.5823467,2.236212
2022-01-16 06:00:00,56.292236,56.292236,2.5981066,2.27121
2022-01-16 07:00:00,56.02118,56.02118,2.6072798,2.2916
2022-01-16 08:00:00,55.629364,55.629364,2.6206703,2.3213856
2022-01-16 09:00:00,54.527283,54.527283,2.6591568,2.4071403
2022-01-16 10:00:00,53.69687,53.69687,2.6889586,2.4736822
2022-01-16 11:00:00,52.866425,52.866425,2.719451,2.541882
2022-01-16 12:00:00,51.64868,51.64868,2.7654114,2.644881
2022-01-16 13:00:00,51.071686,51.071686,2.7877069,2.694927
2022-01-16 14:00:00,51.000427,51.000427,2.790483,2.7011628
2022-01-16 15:00:00,51.55713,51.55713,2.7689266,2.6527681
2022-01-16 16:00:00,52.33835,52.33835,2.7391996,2.5861108
2022-01-16 17:00:00,53.066498,53.066498,2.7120419,2.5253003
2022-01-16 18:00:00,52.92459,52.92459,2.717293,2.5370517
2022-01-16 19:00:00,52.83661,52.83661,2.720559,2.5443609
2022-01-16 20:00:00,52.897736,52.897736,2.7182887,2.5392802
2022-01-16 21:00:00,52.859863,52.859863,2.7196944,2.5424275
2022-01-16 22:00:00,52.60373,52.60373,2.7292404,2.5638003
2022-01-16 23:00:00,52.46747,52.46747,2.7343454,2.575234
2022-01-17 00:00:00,52.590027,52.590027,2.7297525,2.564948
2022-01-17 01:00:00,52.619843,52.619843,2.728638,2.5624514
2022-01-17 02:00:00,52.75461,52.75461,2.7236094,2.551191
2022-01-17 03:00:00,52.730164,52.730164,2.72452,2.5532305
2022-01-17 04:00:00,52.781464,52.781464,2.7226095,2.548952
2022-01-17 05:00:00,52.66696,52.66696,2.7268775,2.5585093
2022-01-17 06:00:00,52.590607,52.590607,2.729731,2.5648992
2022-01-17 07:00:00,52.547974,52.547974,2.731327,2.5684733
2022-01-17 08:00:00,52.32672,52.32672,2.7396379,2.5870917
2022-01-17 09:00:00,52.099213,52.099213,2.7482343,2.6063595
2022-01-17 10:00:00,51.29651,51.29651,2.77898,2.6753318
2022-01-17 11:00:00,50.82779,50.82779,2.797231,2.7163212
2022-01-17 12:00:00,50.52603,50.52603,2.8090973,2.74299
2022-01-17 13:00:00,50.216217,50.216217,2.8213744,2.770597
2022-01-17 14:00:00,50.257355,50.257355,2.8197389,2.7669184
2022-01-17 15:00:00,50.434784,50.434784,2.8127031,2.7510972
2022-01-17 16:00:00,50.68286,50.68286,2.8029184,2.7291028
2022-01-17 17:00:00,50.907104,50.907104,2.794127,2.7093482
2022-01-17 18:00:00,51.24225,51.24225,2.7810814,2.68005
2022-01-17 19:00:00,51.59021,51.59021,2.767656,2.6499164
