Potentials;Value
Q_source_60-45;10.455791103225295
Q_source_70-50;8.36623393676003
Q_source_80-55;6.276145518956363
Q_source_90-60;4.185254320971864
Q_max_geo_60-45;0.43565796263438733
Q_max_geo_70-50;0.34859308069833467
Q_max_geo_80-55;0.2615060632898485
Q_max_geo_90-60;0.174385596707161
