time,x,y,lon,lat,temperature,T_supply
2022-01-01 00:00:00,11.75,48.25,11.75,48.25,9.026306,80.0
2022-01-01 01:00:00,11.75,48.25,11.75,48.25,8.600189,80.0
2022-01-01 02:00:00,11.75,48.25,11.75,48.25,8.438873,80.0
2022-01-01 03:00:00,11.75,48.25,11.75,48.25,8.247437,80.0
2022-01-01 04:00:00,11.75,48.25,11.75,48.25,8.544739,80.0
2022-01-01 05:00:00,11.75,48.25,11.75,48.25,8.6171875,80.0
2022-01-01 06:00:00,11.75,48.25,11.75,48.25,8.224487,80.0
2022-01-01 07:00:00,11.75,48.25,11.75,48.25,6.5391846,80.0
2022-01-01 08:00:00,11.75,48.25,11.75,48.25,6.990631,80.0
2022-01-01 09:00:00,11.75,48.25,11.75,48.25,8.041992,80.0
2022-01-01 10:00:00,11.75,48.25,11.75,48.25,9.527527,80.0
2022-01-01 11:00:00,11.75,48.25,11.75,48.25,10.910797,80.0
2022-01-01 12:00:00,11.75,48.25,11.75,48.25,11.854523,80.0
2022-01-01 13:00:00,11.75,48.25,11.75,48.25,12.485474,80.0
2022-01-01 14:00:00,11.75,48.25,11.75,48.25,12.264832,80.0
2022-01-01 15:00:00,11.75,48.25,11.75,48.25,10.001038,80.0
2022-01-01 16:00:00,11.75,48.25,11.75,48.25,7.962097,80.0
2022-01-01 17:00:00,11.75,48.25,11.75,48.25,6.4351196,80.0
2022-01-01 18:00:00,11.75,48.25,11.75,48.25,5.5757446,80.0
2022-01-01 19:00:00,11.75,48.25,11.75,48.25,4.9239197,80.0
2022-01-01 20:00:00,11.75,48.25,11.75,48.25,4.496643,80.0
2022-01-01 21:00:00,11.75,48.25,11.75,48.25,4.4256897,80.0
2022-01-01 22:00:00,11.75,48.25,11.75,48.25,4.3585815,80.0
2022-01-01 23:00:00,11.75,48.25,11.75,48.25,3.7058716,80.0
2022-01-02 00:00:00,11.75,48.25,11.75,48.25,3.4336243,80.0
2022-01-02 01:00:00,11.75,48.25,11.75,48.25,3.3728027,80.0
2022-01-02 02:00:00,11.75,48.25,11.75,48.25,2.503601,80.0
2022-01-02 03:00:00,11.75,48.25,11.75,48.25,1.6672058,80.0
2022-01-02 04:00:00,11.75,48.25,11.75,48.25,1.4838257,80.0
2022-01-02 05:00:00,11.75,48.25,11.75,48.25,0.8504944,80.0
2022-01-02 06:00:00,11.75,48.25,11.75,48.25,0.9801941,80.0
2022-01-02 07:00:00,11.75,48.25,11.75,48.25,0.80636597,80.0
2022-01-02 08:00:00,11.75,48.25,11.75,48.25,1.5875854,80.0
2022-01-02 09:00:00,11.75,48.25,11.75,48.25,3.7219849,80.0
2022-01-02 10:00:00,11.75,48.25,11.75,48.25,5.8977966,80.0
2022-01-02 11:00:00,11.75,48.25,11.75,48.25,8.954437,80.0
2022-01-02 12:00:00,11.75,48.25,11.75,48.25,11.097748,80.0
2022-01-02 13:00:00,11.75,48.25,11.75,48.25,11.961578,80.0
2022-01-02 14:00:00,11.75,48.25,11.75,48.25,12.508423,80.0
2022-01-02 15:00:00,11.75,48.25,11.75,48.25,12.687653,80.0
2022-01-02 16:00:00,11.75,48.25,11.75,48.25,12.210541,80.0
2022-01-02 17:00:00,11.75,48.25,11.75,48.25,11.83844,80.0
2022-01-02 18:00:00,11.75,48.25,11.75,48.25,11.036011,80.0
2022-01-02 19:00:00,11.75,48.25,11.75,48.25,10.379425,80.0
2022-01-02 20:00:00,11.75,48.25,11.75,48.25,10.024292,80.0
2022-01-02 21:00:00,11.75,48.25,11.75,48.25,10.647491,80.0
2022-01-02 22:00:00,11.75,48.25,11.75,48.25,11.325256,80.0
2022-01-02 23:00:00,11.75,48.25,11.75,48.25,10.865173,80.0
2022-01-03 00:00:00,11.75,48.25,11.75,48.25,10.826416,80.0
2022-01-03 01:00:00,11.75,48.25,11.75,48.25,10.579224,80.0
