time,x,y,lon,lat,temperature,T_sink,COP,Delta T,T_source
2022-01-01 00:00:00,11.75,48.25,11.75,48.25,9.026306,70.0,2.525272671368857,60.97369384765625,9.026306
2022-01-01 01:00:00,11.75,48.25,11.75,48.25,8.600189,70.0,2.5030692711615585,61.399810791015625,8.600189
2022-01-01 02:00:00,11.75,48.25,11.75,48.25,8.438873,70.0,2.4947249768308812,61.561126708984375,8.438873
2022-01-01 03:00:00,11.75,48.25,11.75,48.25,8.247437,70.0,2.4848659869048135,61.7525634765625,8.247437
2022-01-01 04:00:00,11.75,48.25,11.75,48.25,8.544739,70.0,2.500197239593215,61.45526123046875,8.544739
2022-01-01 05:00:00,11.75,48.25,11.75,48.25,8.6171875,70.0,2.503950484468501,61.3828125,8.6171875
2022-01-01 06:00:00,11.75,48.25,11.75,48.25,8.224487,70.0,2.4836872492842317,61.7755126953125,8.224487
2022-01-01 07:00:00,11.75,48.25,11.75,48.25,6.5391846,70.0,2.3989331907756255,63.4608154296875,6.5391846
2022-01-01 08:00:00,11.75,48.25,11.75,48.25,6.990631,70.0,2.421290907335392,63.009368896484375,6.990631
2022-01-01 09:00:00,11.75,48.25,11.75,48.25,8.041992,70.0,2.474337664708616,61.9580078125,8.041992
2022-01-01 10:00:00,11.75,48.25,11.75,48.25,9.527527,70.0,2.5516932724855645,60.47247314453125,9.527527
2022-01-01 11:00:00,11.75,48.25,11.75,48.25,10.910797,70.0,2.626351668708847,59.089202880859375,10.910797
2022-01-01 12:00:00,11.75,48.25,11.75,48.25,11.854523,70.0,2.6787961095484256,58.145477294921875,11.854523
2022-01-01 13:00:00,11.75,48.25,11.75,48.25,12.485474,70.0,2.7145620278587943,57.5145263671875,12.485474
2022-01-01 14:00:00,11.75,48.25,11.75,48.25,12.264832,70.0,2.701989864899211,57.73516845703125,12.264832
2022-01-01 15:00:00,11.75,48.25,11.75,48.25,10.001038,70.0,2.576959039245042,59.99896240234375,10.001038
2022-01-01 16:00:00,11.75,48.25,11.75,48.25,7.962097,70.0,2.470257805034633,62.03790283203125,7.962097
2022-01-01 17:00:00,11.75,48.25,11.75,48.25,6.4351196,70.0,2.3938146652515164,63.56488037109375,6.4351196
2022-01-01 18:00:00,11.75,48.25,11.75,48.25,5.5757446,70.0,2.3520436131063636,64.42425537109375,5.5757446
2022-01-01 19:00:00,11.75,48.25,11.75,48.25,4.9239197,70.0,2.3209442688688164,65.07608032226562,4.9239197
2022-01-01 20:00:00,11.75,48.25,11.75,48.25,4.496643,70.0,2.3008264788641797,65.50335693359375,4.496643
2022-01-01 21:00:00,11.75,48.25,11.75,48.25,4.4256897,70.0,2.2975060570987638,65.57431030273438,4.4256897
2022-01-01 22:00:00,11.75,48.25,11.75,48.25,4.3585815,70.0,2.294370880266531,65.64141845703125,4.3585815
2022-01-01 23:00:00,11.75,48.25,11.75,48.25,3.7058716,70.0,2.2641441260972615,66.29412841796875,3.7058716
2022-01-02 00:00:00,11.75,48.25,11.75,48.25,3.4336243,70.0,2.251678070655309,66.56637573242188,3.4336243
2022-01-02 01:00:00,11.75,48.25,11.75,48.25,3.3728027,70.0,2.2489043720995916,66.627197265625,3.3728027
2022-01-02 02:00:00,11.75,48.25,11.75,48.25,2.503601,70.0,2.2097106661795864,67.49639892578125,2.503601
2022-01-02 03:00:00,11.75,48.25,11.75,48.25,1.6672058,70.0,2.1727690297900426,68.33279418945312,1.6672058
2022-01-02 04:00:00,11.75,48.25,11.75,48.25,1.4838257,70.0,2.16476906472888,68.51617431640625,1.4838257
2022-01-02 05:00:00,11.75,48.25,11.75,48.25,0.8504944,70.0,2.1374109451139525,69.14950561523438,0.8504944
2022-01-02 06:00:00,11.75,48.25,11.75,48.25,0.9801941,70.0,2.142979604827183,69.01980590820312,0.9801941
2022-01-02 07:00:00,11.75,48.25,11.75,48.25,0.80636597,70.0,2.1355202579298136,69.19363403320312,0.80636597
2022-01-02 08:00:00,11.75,48.25,11.75,48.25,1.5875854,70.0,2.1692912303301166,68.41241455078125,1.5875854
2022-01-02 09:00:00,11.75,48.25,11.75,48.25,3.7219849,70.0,2.2648845416702437,66.27801513671875,3.7219849
2022-01-02 10:00:00,11.75,48.25,11.75,48.25,5.8977966,70.0,2.367593916633203,64.10220336914062,5.8977966
2022-01-02 11:00:00,11.75,48.25,11.75,48.25,8.954437,70.0,2.5215112961781427,61.045562744140625,8.954437
2022-01-02 12:00:00,11.75,48.25,11.75,48.25,11.097748,70.0,2.6366421019821087,58.902252197265625,11.097748
2022-01-02 13:00:00,11.75,48.25,11.75,48.25,11.961578,70.0,2.6848245495469043,58.038421630859375,11.961578
2022-01-02 14:00:00,11.75,48.25,11.75,48.25,12.508423,70.0,2.7158737055071476,57.4915771484375,12.508423
2022-01-02 15:00:00,11.75,48.25,11.75,48.25,12.687653,70.0,2.726143953945753,57.312347412109375,12.687653
2022-01-02 16:00:00,11.75,48.25,11.75,48.25,12.210541,70.0,2.698907120904976,57.789459228515625,12.210541
2022-01-02 17:00:00,11.75,48.25,11.75,48.25,11.83844,70.0,2.677891875329606,58.16156005859375,11.83844
2022-01-02 18:00:00,11.75,48.25,11.75,48.25,11.036011,70.0,2.6332385220861494,58.9639892578125,11.036011
2022-01-02 19:00:00,11.75,48.25,11.75,48.25,10.379425,70.0,2.597365606202538,59.620574951171875,10.379425
2022-01-02 20:00:00,11.75,48.25,11.75,48.25,10.024292,70.0,2.578207585256579,59.9757080078125,10.024292
2022-01-02 21:00:00,11.75,48.25,11.75,48.25,10.647491,70.0,2.611940147518059,59.352508544921875,10.647491
2022-01-02 22:00:00,11.75,48.25,11.75,48.25,11.325256,70.0,2.649230448037815,58.67474365234375,11.325256
2022-01-02 23:00:00,11.75,48.25,11.75,48.25,10.865173,70.0,2.6238477065006327,59.13482666015625,10.865173
2022-01-03 00:00:00,11.75,48.25,11.75,48.25,10.826416,70.0,2.621722849059172,59.173583984375,10.826416
2022-01-03 01:00:00,11.75,48.25,11.75,48.25,10.579224,70.0,2.608219173646511,59.4207763671875,10.579224
2022-01-03 02:00:00,11.75,48.25,11.75,48.25,10.363922,70.0,2.5965257197473193,59.636077880859375,10.363922
2022-01-03 03:00:00,11.75,48.25,11.75,48.25,9.969147,70.0,2.5752479761144498,60.030853271484375,9.969147
2022-01-03 04:00:00,11.75,48.25,11.75,48.25,9.717468,70.0,2.5617923085668104,60.28253173828125,9.717468
2022-01-03 05:00:00,11.75,48.25,11.75,48.25,9.9071045,70.0,2.5719230921551537,60.0928955078125,9.9071045
2022-01-03 06:00:00,11.75,48.25,11.75,48.25,9.775024,70.0,2.564862005812068,60.2249755859375,9.775024
2022-01-03 07:00:00,11.75,48.25,11.75,48.25,9.609528,70.0,2.556047305354571,60.390472412109375,9.609528
2022-01-03 08:00:00,11.75,48.25,11.75,48.25,9.568695,70.0,2.5538780856845245,60.431304931640625,9.568695
2022-01-03 09:00:00,11.75,48.25,11.75,48.25,9.786346,70.0,2.5654663743764736,60.213653564453125,9.786346
2022-01-03 10:00:00,11.75,48.25,11.75,48.25,10.489166,70.0,2.6033202921487946,59.510833740234375,10.489166
2022-01-03 11:00:00,11.75,48.25,11.75,48.25,10.754242,70.0,2.6177714398133007,59.245758056640625,10.754242
2022-01-03 12:00:00,11.75,48.25,11.75,48.25,10.858002,70.0,2.6234543681586184,59.141998291015625,10.858002
2022-01-03 13:00:00,11.75,48.25,11.75,48.25,10.5234375,70.0,2.6051832515594704,59.4765625,10.5234375
2022-01-03 14:00:00,11.75,48.25,11.75,48.25,10.481415,70.0,2.6028991503310537,59.518585205078125,10.481415
2022-01-03 15:00:00,11.75,48.25,11.75,48.25,10.232422,70.0,2.589414679339595,59.767578125,10.232422
2022-01-03 16:00:00,11.75,48.25,11.75,48.25,10.069031,70.0,2.5806116896386047,59.93096923828125,10.069031
2022-01-03 17:00:00,11.75,48.25,11.75,48.25,9.981964,70.0,2.575935511921137,60.018035888671875,9.981964
2022-01-03 18:00:00,11.75,48.25,11.75,48.25,9.850769,70.0,2.568908508177496,60.14923095703125,9.850769
2022-01-03 19:00:00,11.75,48.25,11.75,48.25,9.844208,70.0,2.5685576817406788,60.155792236328125,9.844208
2022-01-03 20:00:00,11.75,48.25,11.75,48.25,9.866272,70.0,2.5697376665005818,60.13372802734375,9.866272
2022-01-03 21:00:00,11.75,48.25,11.75,48.25,10.193359,70.0,2.587306837596132,59.806640625,10.193359
2022-01-03 22:00:00,11.75,48.25,11.75,48.25,9.776825,70.0,2.5649581068866154,60.223175048828125,9.776825
2022-01-03 23:00:00,11.75,48.25,11.75,48.25,9.718353,70.0,2.5618394761925174,60.281646728515625,9.718353
2022-01-04 00:00:00,11.75,48.25,11.75,48.25,9.273773,70.0,2.5382759646406594,60.726226806640625,9.273773
2022-01-04 01:00:00,11.75,48.25,11.75,48.25,9.149445,70.0,2.5317330127558657,60.850555419921875,9.149445
2022-01-04 02:00:00,11.75,48.25,11.75,48.25,9.18045,70.0,2.5333628360382514,60.819549560546875,9.18045
2022-01-04 03:00:00,11.75,48.25,11.75,48.25,9.009308,70.0,2.5243824295711508,60.990692138671875,9.009308
2022-01-04 04:00:00,11.75,48.25,11.75,48.25,8.68219,70.0,2.507323736694198,61.31781005859375,8.68219
2022-01-04 05:00:00,11.75,48.25,11.75,48.25,8.00531,70.0,2.472463477367781,61.99468994140625,8.00531
2022-01-04 06:00:00,11.75,48.25,11.75,48.25,7.736664,70.0,2.45878952062476,62.263336181640625,7.736664
2022-01-04 07:00:00,11.75,48.25,11.75,48.25,7.4158325,70.0,2.442578297282085,62.58416748046875,7.4158325
2022-01-04 08:00:00,11.75,48.25,11.75,48.25,7.5830994,70.0,2.451014005225185,62.416900634765625,7.5830994
2022-01-04 09:00:00,11.75,48.25,11.75,48.25,8.18512,70.0,2.481666777879498,61.81488037109375,8.18512
2022-01-04 10:00:00,11.75,48.25,11.75,48.25,10.066925,70.0,2.5804984756003506,59.933074951171875,10.066925
