time,x,y,lon,lat,temperature,T_sink,COP,Delta T,T_source
2022-01-01 00:00:00,11.75,48.25,11.75,48.25,9.026306,70.0,2.414278545154628,63.150421142578125,6.849579
2022-01-01 01:00:00,11.75,48.25,11.75,48.25,8.600189,70.0,2.414239167829733,63.151214599609375,6.8487854
2022-01-01 02:00:00,11.75,48.25,11.75,48.25,8.438873,70.0,2.4141043820624977,63.1539306640625,6.8460693
2022-01-01 03:00:00,11.75,48.25,11.75,48.25,8.247437,70.0,2.4139680910478307,63.15667724609375,6.8433228
2022-01-01 04:00:00,11.75,48.25,11.75,48.25,8.544739,70.0,2.4139302340742756,63.157440185546875,6.84256
2022-01-01 05:00:00,11.75,48.25,11.75,48.25,8.6171875,70.0,2.4137954690414576,63.16015625,6.8398438
2022-01-01 06:00:00,11.75,48.25,11.75,48.25,8.224487,70.0,2.4137576153223517,63.160919189453125,6.839081
2022-01-01 07:00:00,11.75,48.25,11.75,48.25,6.5391846,70.0,2.4136213478424904,63.163665771484375,6.836334
2022-01-01 08:00:00,11.75,48.25,11.75,48.25,6.990631,70.0,2.4135819834034353,63.164459228515625,6.835541
2022-01-01 09:00:00,11.75,48.25,11.75,48.25,8.041992,70.0,2.413447241743188,63.16717529296875,6.8328247
2022-01-01 10:00:00,11.75,48.25,11.75,48.25,9.527527,70.0,2.413312509125838,63.169891357421875,6.8301086
2022-01-01 11:00:00,11.75,48.25,11.75,48.25,10.910797,70.0,2.4132731507420195,63.170684814453125,6.829315
2022-01-01 12:00:00,11.75,48.25,11.75,48.25,11.854523,70.0,2.413136916141272,63.173431396484375,6.8265686
2022-01-01 13:00:00,11.75,48.25,11.75,48.25,12.485474,70.0,2.4130975612001424,63.174224853515625,6.825775
2022-01-01 14:00:00,11.75,48.25,11.75,48.25,12.264832,70.0,2.4129628520503767,63.17694091796875,6.823059
2022-01-01 15:00:00,11.75,48.25,11.75,48.25,10.001038,70.0,2.4129250140279694,63.177703857421875,6.822296
2022-01-01 16:00:00,11.75,48.25,11.75,48.25,7.962097,70.0,2.4127888030533606,63.180450439453125,6.8195496
2022-01-01 17:00:00,11.75,48.25,11.75,48.25,6.4351196,70.0,2.412749454937211,63.181243896484375,6.818756
2022-01-01 18:00:00,11.75,48.25,11.75,48.25,5.5757446,70.0,2.412613255876578,63.183990478515625,6.8160095
2022-01-01 19:00:00,11.75,48.25,11.75,48.25,4.9239197,70.0,2.412573911202068,63.184783935546875,6.815216
2022-01-01 20:00:00,11.75,48.25,11.75,48.25,4.496643,70.0,2.4124377240541937,63.187530517578125,6.8124695
2022-01-01 21:00:00,11.75,48.25,11.75,48.25,4.4256897,70.0,2.412399895931064,63.18829345703125,6.8117065
2022-01-01 22:00:00,11.75,48.25,11.75,48.25,4.3585815,70.0,2.412357529279736,63.18914794921875,6.810852
2022-01-01 23:00:00,11.75,48.25,11.75,48.25,3.7058716,70.0,2.4122213568157425,63.19189453125,6.8081055
2022-01-02 00:00:00,11.75,48.25,11.75,48.25,3.4336243,70.0,2.412183532771262,63.192657470703125,6.8073425
2022-01-02 01:00:00,11.75,48.25,11.75,48.25,3.3728027,70.0,2.4121441965213504,63.193450927734375,6.806549
