,st panels,electricity grid,biomethane,dec air heat pump,dec ground heat pump
0,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
1,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
2,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
3,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
4,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
5,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
6,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
7,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
8,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
9,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
10,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
11,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
12,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
13,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
14,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
15,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
16,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
17,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
18,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
19,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
20,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
21,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
22,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
23,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
24,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
25,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
26,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
27,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
28,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
29,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
30,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
31,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
32,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
33,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
34,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
35,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
36,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
37,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
38,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
39,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
40,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
41,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
42,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
43,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
44,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
45,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
46,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
47,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
48,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
49,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
50,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
51,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
52,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
53,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
54,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
55,0.31901182,168.734848,120.0,69.02869189412294,64.38168315389665
