,pv panels,st panels,electricity grid,biomethane,dec air heat pump,dec ground heat pump
67,0.0,0.0,9.112876043228844,0.0,2.6051112100646807,10.242100376323561
68,0.0,0.0,8.625431213682718,0.0,2.4632435698348245,9.68434199511792
69,0.0,0.0,7.5488548567351454,0.0,2.146952952576287,8.44083260575452
70,0.0,0.0,6.253801659711355,0.0,1.7774551999549806,6.98813720582208
71,0.0,0.0,5.670539577426967,0.0,1.589572052577965,6.24946699204368
72,0.0,0.0,5.363135182255473,0.0,1.4955632570031847,5.879867599582321
73,0.0,0.0,5.64554727929313,0.0,1.5646160285369486,6.15135137139972
74,0.0,0.0,6.089306241135611,0.0,1.692418805155357,6.6538131708966
75,0.0,0.0,6.9501414370447385,0.0,1.9443079194688653,7.6441254395379605
76,0.0,0.0,8.240820439281753,0.0,2.309168475552931,9.078589513216201
77,0.0,0.0,10.168948044659857,0.0,2.844856650127886,11.18466929714604
78,0.0,0.0,11.330123310571977,0.0,3.132473994519855,12.315448551349562
79,0.0,0.0,11.324494587969383,0.0,3.114331273108602,12.244119706317601
80,0.0,0.0,10.459900097549513,0.0,2.8529393732877324,11.216446851055201
81,0.06676575567927964,0.0,9.61300768982649,0.0,2.6478213036774894,10.41001684153032
82,1.1778668658868134,0.0,7.757333702660758,0.0,2.4731104064009766,9.723133863241202
83,2.922386377024694,1.0082884263508678,4.9248023129456655,0.0,2.351694215167392,9.24578118320172
84,4.711981183743862,3.720751431262445,5.62543166782632,0.0,2.2800513762565124,8.96411445644736
85,3.3898759514752284,1.8872916279171477,6.924056131811718,0.0,2.2488342004407507,8.84138286367116
86,2.3164196854389965,0.524441093452806,8.086320170617956,0.0,2.231340109489363,8.77260413559828
87,0.7827319685648658,0.0,9.93428401778294,0.0,2.2483713413081614,8.83956311421948
88,0.0,0.0,10.923179795359442,0.0,2.3151470726822128,9.1020946103004
89,0.0,0.0,11.081416414418287,0.0,2.3206000432549763,9.12353318526012
90,0.0,0.0,11.417277070494976,0.0,2.3445597862977827,9.21773188675404
91,0.0,0.0,11.742225731609047,0.0,2.3435257436074353,9.21366650597988
92,0.0,0.0,7.691686946408248,0.0,2.221325465763635,8.7332311576326
93,0.0,0.0,6.86313122533445,0.0,1.9104158390159027,7.51087735069608
94,0.0,0.0,6.021938374110176,0.0,1.5981621794938354,6.28323942439812
95,0.0,0.0,5.559783935918848,0.0,1.4607813976971316,5.74312130909328
96,0.0,0.0,9.364213171411707,0.0,2.4606143234366438,9.674005006270681
97,0.0,0.0,9.950316255618404,0.0,2.5733375301693378,10.117180865188681
98,0.0,0.0,10.944337325423616,0.0,2.785473301488237,10.95120125359392
99,0.0,0.0,12.708801911144695,0.0,3.2004141628455787,12.582558078531362
100,0.0,0.0,15.914684449491787,0.0,3.7975699694857625,14.93030035083204
101,0.0,0.0,18.212164359154198,0.0,4.668170742383543,18.3531025979202
102,0.0,0.0,18.212164359154198,0.0,5.133769166838751,20.18362168666572
103,0.0,0.0,18.212164359154198,0.0,5.107095441375458,20.078752853216283
104,0.011113977502121694,0.0,18.212164359154198,0.0,4.677355944973377,18.38921459442096
105,0.2146581240040048,0.0,18.212164359154198,0.0,4.340885702159295,17.0663681887728
106,0.43464380304149874,0.0,18.083859243770448,0.0,4.0539899806669535,15.938426024265599
107,1.245754850017365,0.0,14.709358582937616,0.0,3.8550807228989217,15.15640621030548
108,3.2199187879183224,0.42369853258539947,11.873048647505115,0.0,3.7366967044300337,14.690974640464441
109,4.060851245690222,1.6396602964006277,10.389202967717523,0.0,3.685503087284254,14.489704858426562
110,2.992366380213605,0.3694577698097271,11.846278158019006,0.0,3.6555747696524374,14.372040463872002
111,2.1839171683762446,0.0,12.901371714697259,0.0,3.6820348833988086,14.47606947419304
112,0.0,0.0,15.575568433265621,0.0,3.789580688797346,14.898890169789
113,0.0,0.0,15.764753949130855,0.0,3.7948974945552947,14.91979340725692
114,0.0,0.0,16.039083488806817,0.0,3.832702111512454,15.06842379204348
115,0.0,0.0,16.109889767573893,0.0,3.8297864634331495,15.05696080337148
116,0.0,0.0,15.278850143719676,0.0,3.6282738761387523,14.26470589379676
117,0.0,0.0,13.214048414683694,0.0,3.118191469680265,12.259296225694802
118,0.0,0.0,11.128689469247922,0.0,2.6140134530579293,10.277099905694522
119,0.0,0.0,10.217026217701562,0.0,2.3981149771500188,9.4282862915958
120,0.0,0.0,14.799926127816466,0.0,3.5079573296773,13.79167651177656
121,0.0,0.0,15.2458597536562,0.0,3.613704747142478,14.20742677227636
122,0.0,0.0,16.952044882638855,0.0,3.8343853920893505,15.075041677899362
123,0.0,0.0,18.212164359154198,0.0,4.176194105546414,16.4188764973896
124,0.0,0.0,18.212164359154198,0.0,5.021078254958046,19.74057279626808
125,0.0,0.0,18.212164359154198,0.0,6.019848690190881,23.667279268927683
126,0.0,0.0,18.212164359154198,0.0,6.5617682526331045,25.797858006980398
127,0.0,0.0,18.212164359154198,0.0,6.348275895055085,24.95850414467916
128,0.24894949099351468,0.0,18.212164359154198,0.0,6.058773908140743,23.8203153419646
129,1.420382423201996,0.0,17.09812062360995,0.0,5.765933504175598,22.6690014172206
130,4.437021383449177,2.356955957641543,14.08148166336277,0.0,5.4488990929434955,21.42256777168452
131,5.957934156341588,4.390793837649832,12.560568890470359,0.0,5.208411377473435,20.47708056499596
132,6.319745457207746,4.924406367402232,12.198757589604202,0.0,5.077816665343531,19.96364215780476
133,4.624820922727545,2.585644199233673,13.893682124084403,0.0,5.004678341938642,19.67609587311072
134,4.502515269857664,2.549331116608456,15.944289463796142,0.0,5.050670260682938,19.85691496692096
135,2.18748228709094,0.0,18.212164359154198,0.0,5.112536465890118,20.10014446176408
136,0.0,0.0,18.212164359154198,0.0,5.138520357116871,20.20230118393536
137,0.0,0.0,18.212164359154198,0.0,5.10352377247831,20.06471069209308
138,0.0,0.0,18.212164359154198,0.0,5.038769152154788,19.81012527607632
139,0.0,0.0,18.212164359154198,0.0,4.991790570001433,19.62542707505784
140,0.0,0.0,18.212164359154198,0.0,4.712507423416151,18.52741405753644
141,0.0,0.0,18.212164359154198,0.0,4.156386326358762,16.34100141018096
142,0.0,0.0,18.212164359154198,0.0,3.592467389255941,14.123931238434482
143,0.0,0.0,18.212164359154198,0.0,3.4157008588457374,13.42896645511116
144,0.0,0.0,18.212164359154198,0.0,4.036144594617122,15.86826616526592
145,0.0,0.0,18.212164359154198,0.0,4.180323594614291,16.4351117511372
146,0.0,0.0,18.212164359154198,0.0,4.342666171005501,17.07336817425108
147,0.0,0.0,18.212164359154198,0.0,4.719873079376494,18.556372432669082
148,0.0,0.0,18.212164359154198,0.0,5.704278885929727,22.42660378509708
149,0.0,0.0,18.212164359154198,14.838734756935269,7.0898818164687,27.87415790158944
150,0.0,0.0,18.212164359154198,34.95524416564259,7.745834703761475,30.4530632810742
151,0.0,0.0,18.212164359154198,34.420856855916,7.464612954916797,29.34742857014724
152,0.3299460419920875,0.0,18.18855700481986,30.556942176119545,7.1057463841046555,27.93653009266008
153,1.1123506032810146,0.0,17.40615244353093,26.764833218192727,6.785364039470379,26.6769339111732
154,3.0636549247744576,0.026826832200503983,15.45484812203749,22.30226034850836,6.415725566334134,25.223685262829164
155,5.234330978391663,2.978322955014224,13.284172068420284,15.3355633616813,6.093292447979634,23.956026381289202
156,5.119798723233618,2.8699013196954155,13.398704323578329,13.486795621789259,5.9199654711629845,23.27458434241488
157,4.732116031957932,2.4184477773896442,14.52562298674949,12.458498747482311,5.82420121247379,22.898083275523923
158,3.4683450799094233,0.8882643690608202,18.212164359154198,13.85705196482566,5.867442197007706,23.06808695991804
159,1.7252186424444387,0.0,18.212164359154198,15.344824198642657,5.939734071329573,23.35230539571324
160,0.0,0.0,18.212164359154198,16.48790898662731,5.981035238750726,23.51468261045652
161,0.0,0.0,18.212164359154198,16.4867249536871,5.982769138217888,23.521499506532404
162,0.0,0.0,18.212164359154198,15.403796175144192,5.938932875534446,23.349155461951078
163,0.0,0.0,18.212164359154198,13.896485150287203,5.831579118205577,22.9270898111298
164,0.0,0.0,18.212164359154198,10.922259701069363,5.53756668445522,21.77116800375192
165,0.0,0.0,18.212164359154198,4.5799247220756385,4.89945776588335,19.26241691098068
166,0.0,0.0,18.212164359154198,0.0,4.177112230978054,16.42248614475996
167,0.0,0.0,18.212164359154198,0.0,3.9391638627570615,15.486982484767921
168,0.0,0.0,18.212164359154198,0.0,3.9345387135157037,15.46879852294608
169,0.0,0.0,18.212164359154198,0.0,4.115573732466452,16.18054504208112
170,0.0,0.0,18.212164359154198,0.0,4.343314902703146,17.0759186892306
171,0.0,0.0,18.212164359154198,4.639456524524591,4.730493934932044,18.59812875702948
172,0.0,0.0,18.212164359154198,15.51857021799522,5.738110527427713,22.55961425573628
173,0.0,0.0,18.212164359154198,30.21473004057257,7.144325166369539,28.088204139751323
174,0.0,0.0,18.212164359154198,33.269369591902866,7.491191921817513,29.45192485646484
175,0.0,0.0,18.212164359154198,29.155414013692635,7.20113920137708,28.311570822556682
176,0.10051310137165531,0.0,18.212164359154198,24.227030845020682,6.76894813088165,26.61239410078632
177,1.4484180891403695,0.0,17.07008495767158,20.886386211965917,6.49719778383237,25.543996590144
178,2.3511609072286213,0.0,16.167342139583326,18.18576979918487,6.278609116382398,24.68460637889316
179,2.086105992829945,0.0,16.432397053982,14.043235710761342,5.843139257888898,22.972538969132522
180,6.039292300473105,4.394038821483785,12.479210746338843,6.793114695305357,5.553444210527084,21.833591141438884
181,6.661392541100862,5.436788808725896,11.857110505711084,4.635017396892259,5.470692145007369,21.50824803972156
182,4.554087276781964,2.5531849614997433,16.660270115723023,8.153245437243918,5.524106716582448,21.71824959417216
183,3.0078082872123795,0.6434528601496979,18.212164359154198,11.573042035234351,5.686860824551519,22.358123970374642
184,0.0,0.0,18.212164359154198,14.422051361340701,5.8746449613791745,23.096404920162723
185,0.0,0.0,18.212164359154198,16.16763703493723,5.921938595505542,23.28234176079048
186,0.0,0.0,18.212164359154198,16.96468081462974,5.810671795483573,22.84489182392232
187,0.0,0.0,18.212164359154198,15.663639280836893,5.687248261537612,22.359647194598523
188,0.0,0.0,18.212164359154198,13.910689699239638,5.623073328745412,22.107340843621202
189,0.0,0.0,18.212164359154198,6.15190870169149,4.987215229748096,19.607438939292482
190,0.0,0.0,18.212164359154198,0.0,4.285453866569349,16.84843567903476
191,0.0,0.0,18.212164359154198,0.0,4.089492349257049,16.07800502622612
192,0.0,0.0,18.212164359154198,0.0,3.9864284416404177,15.672805093529401
193,0.0,0.0,18.212164359154198,0.0,3.966431955229854,15.5941880962206
194,0.0,0.0,18.212164359154198,0.0,4.420882885195187,17.38088035827684
195,0.0,0.0,18.212164359154198,7.630844750933704,5.255404436629406,20.66183568293736
196,0.0,0.0,18.212164359154198,18.148144869119445,6.236797305596244,24.52022154905052
197,0.0,0.0,18.212164359154198,16.204974069880116,6.0831151151405916,23.91601378447644
198,0.0,0.0,18.212164359154198,18.28176275097886,6.388959005826094,25.11845144463624
199,0.0,0.0,18.212164359154198,15.101468135070052,6.2014914395381595,24.38141510476404
200,0.02634533069980591,0.0,18.212164359154198,11.931597316266341,5.898299978702581,23.189405580132238
201,0.778208091951479,0.0,17.740294954860467,9.575391204702319,5.641544161803367,22.1799596728992
202,0.7869348089029372,0.0,17.73156823790901,8.810386062317844,5.5211925870698515,21.706792575806762
203,1.2206642956598495,0.0,17.2978387511521,6.9236838391230755,5.2528513210421846,20.651798005461004
204,3.988093486229511,1.5907615430209596,14.530409560582436,3.622770263731078,5.122284955490829,20.138471043993
205,4.626693375349785,2.597926500252175,15.412626739036057,2.9113061955705577,5.206575126610155,20.46986127025524
206,2.7619092623953976,0.07381629562558444,18.212164359154198,5.998560415123938,5.314301540209161,20.893392034316157
207,1.4356392604021737,0.0,18.212164359154198,6.430454718189075,5.286446876035971,20.783880292434123
208,0.0,0.0,18.212164359154198,10.18248349537827,5.626093656689787,22.119215385428163
209,0.0,0.0,18.212164359154198,11.896145040315618,5.737312065052661,22.556475068525998
210,0.0,0.0,18.212164359154198,11.509712436516924,5.670158413043886,22.29245776214256
211,0.0,0.0,18.212164359154198,11.979228357418746,5.668092554894362,22.284335757043923
212,0.0,0.0,18.212164359154198,10.672359363797533,5.502578502552444,21.63361054760616
213,0.0,0.0,18.212164359154198,3.925506915550259,4.854169044762625,19.08436246714668
214,0.0,0.0,18.212164359154198,0.0,4.364772958951241,17.16028190763168
215,0.0,0.0,18.212164359154198,0.0,3.9511328005981676,15.534038849307361
216,0.0,0.0,18.212164359154198,0.0,3.9821872873006154,15.65613082323648
217,0.0,0.0,18.212164359154198,0.0,4.103606211954274,16.13349424982784
218,0.0,0.0,18.212164359154198,0.10318809074561036,4.409881173109278,17.33762668102116
219,0.0,0.0,18.212164359154198,3.598364907555628,4.80304872376995,18.88338085190736
220,0.0,0.0,18.212164359154198,14.250760842535879,5.795698019078515,22.78602181470324
221,0.0,0.0,18.212164359154198,25.53688927755254,6.920018487837372,27.20633333602884
222,0.0,0.0,18.212164359154198,31.150321839562523,7.447937675134347,29.28186903139308
223,0.0,0.0,18.212164359154198,28.447278891309573,7.203030525592968,28.319006640416763
224,0.5046241170109282,0.0,18.01387892980102,25.441293267337326,6.890995640914629,27.092228836289642
225,2.322930071124809,0.0,16.19557297568714,22.225131300069137,6.595711761878578,25.931308290205802
226,3.814372459816511,1.4074701486193468,14.704130586995436,16.92486591683453,6.241378112689729,24.53823117791964
227,2.3998574174081426,0.0,17.00903093543942,14.664774078067264,5.923240918314298,23.28746189573064
228,2.8646606050592327,0.010727901556578559,18.212164359154198,13.303144041158095,5.825054039536987,22.90143619971048
229,1.127585064283881,0.0,18.212164359154198,12.091331721725796,5.740880899291955,22.570506085076882
230,0.9180473600979753,0.0,18.212164359154198,12.483402754856229,5.783281913960801,22.737207393880322
231,0.5306976701475558,0.0,18.212164359154198,12.63957563418132,5.8230494302446845,22.893554996978043
232,0.0,0.0,18.212164359154198,14.143708809779177,5.987474771494768,23.539999894604044
233,0.0,0.0,18.212164359154198,14.879600596240106,6.008890611588382,23.62419713848164
234,0.0,0.0,18.212164359154198,14.500302973016177,5.933931830413976,23.32949365023552
235,0.0,0.0,18.212164359154198,12.532651386100326,5.733953805396874,22.543271934490324
236,0.0,0.0,18.212164359154198,10.051891109393,5.485508395425922,21.566498729136
237,0.0,0.0,18.212164359154198,3.584365495500007,4.835921643486303,19.012622068979763
238,0.0,0.0,18.212164359154198,0.0,4.168830778055024,16.389927276727082
239,0.0,0.0,18.212164359154198,0.0,3.9267017956869874,15.437987362665242
240,0.0,0.0,18.212164359154198,0.0,4.096459027124318,16.10539480280472
241,0.0,0.0,18.212164359154198,0.0,4.2197289833572125,16.59003563512104
242,0.0,0.0,18.212164359154198,0.23950556180555954,4.477871150423024,17.60493203425944
243,0.0,0.0,18.212164359154198,4.390876205661161,4.877103249088649,19.174529221583402
244,0.0,0.0,18.212164359154198,14.52473213853145,5.863906872473769,23.0541876881328
245,0.0,0.0,18.212164359154198,26.696383361151618,7.02639833771753,27.62457003021732
246,0.0,0.0,18.212164359154198,33.549643803310545,7.65757459431639,30.1060650812778
247,0.0,0.0,18.212164359154198,31.186992297035626,7.408933390477891,29.128522104392523
248,0.5933793036467218,0.0,17.925123743165226,27.660795124263306,7.070932027471052,27.799656037609804
249,1.5913727765917056,0.0,16.927130270220243,24.101472606269095,6.728767564453199,26.4544225742934
250,1.9590054627347944,0.0,16.559497584077153,19.913419569672836,6.358378109460972,24.99822141032544
251,1.942811156101423,0.0,16.575691890710523,16.614538658414045,6.077656070300997,23.89455132829032
252,2.2455255213557574,0.0,17.258296554052734,14.458905932625525,5.92505864266374,23.29460835273084
253,3.0151728531525044,0.25440792428027914,18.212164359154198,13.004633524078617,5.839582268469927,22.958554520973124
254,0.9869306188381083,0.0,18.212164359154198,13.453639049767755,5.893210755475267,23.16939709261344
255,0.6127137366361307,0.0,18.212164359154198,14.227612784997785,5.965315542378712,23.452879986635523
256,0.0,0.0,18.212164359154198,14.853593352751297,5.994694543813365,23.56838472228264
257,0.0,0.0,18.212164359154198,14.752222574580601,5.952905207814489,23.40408825297768
258,0.0,0.0,18.212164359154198,14.770615378309166,5.876746556465225,23.10466742647668
259,0.0,0.0,18.212164359154198,14.525648550765892,5.821762191865228,22.888494167083444
260,0.0,0.0,18.212164359154198,11.992800534016341,5.4954260533579005,21.605490403520164
261,0.0,0.0,18.212164359154198,5.5521814659295385,4.846431339958829,19.05394136689704
262,0.0,0.0,18.212164359154198,0.0,4.190386326285771,16.47467378881188
263,0.0,0.0,18.212164359154198,0.0,3.987093067669606,15.675418097718
264,0.0,0.0,18.212164359154198,4.997779982159032,4.650149303833367,18.28225058137536
265,0.0,0.0,18.212164359154198,5.8508495915614,4.747958970640418,18.66679325323608
266,0.0,0.0,18.212164359154198,9.055236496956526,5.0138693150819655,19.71223055677656
267,0.0,0.0,18.212164359154198,11.688223137603943,5.2569256355196705,20.6678163380688
268,0.0,0.0,18.212164359154198,23.73789965888513,6.442948911707932,25.330714949247362
269,0.0,0.0,18.212164359154198,34.95524416564259,7.662668373243828,30.126091479716404
270,0.0,0.0,18.212164359154198,34.95524416564259,8.354176475248135,32.84478362783136
271,0.0,0.0,18.212164359154198,34.95524416564259,8.29561112787518,32.61453158943444
272,0.7361975584505617,0.0,17.782305488361384,34.95524416564259,7.810675173722889,30.707986218424082
273,2.355910876669009,0.0,16.162592170142936,33.25474942422163,7.41225581195937,29.14158433919244
274,4.031424992323099,1.4516663440549933,14.487078054488848,29.131960042924938,7.158452493691574,28.143746300071562
275,4.679844147306614,2.1346390791452547,13.838658899505333,24.883412377415947,6.836136811162491,26.876549122242
276,6.515557384416457,4.74648646998448,12.00294566239549,20.055867964941566,6.614628952310896,26.005681991603762
277,6.90859746565538,5.482707122545537,11.609905581156568,18.231664277146095,6.523225612255872,25.646326053186243
278,5.839074593247928,4.122489292485589,14.63483902695651,19.729566190424208,6.569333043307754,25.827599288318524
279,3.456468757796122,1.000553403361662,18.212164359154198,22.195994729269593,6.508883357125768,25.58993889547188
280,0.0,0.0,18.212164359154198,25.11576172300772,6.6629479226784865,26.19564998324784
281,0.0,0.0,18.212164359154198,25.72664839051005,6.581799058651268,25.87660993321836
282,0.0,0.0,18.212164359154198,25.611250747796284,6.545103096628709,25.73233827027024
283,0.0,0.0,18.212164359154198,23.109076564185603,6.316251752890707,24.83259993097572
284,0.0,0.0,18.212164359154198,18.906898592811384,5.9196701605571755,23.2734233167914
285,0.0,0.0,18.212164359154198,13.211411885109287,5.3467110946040215,21.02081151183468
286,0.0,0.0,18.212164359154198,7.392542762795314,4.765884030823529,18.737266354322042
287,0.0,0.0,18.212164359154198,5.081372354770582,4.547334947345746,17.87803176906324
288,0.0,0.0,18.212164359154198,7.952980961146118,4.887471415143993,19.21529208692556
289,0.0,0.0,18.212164359154198,9.608392411917547,4.99029073228286,19.619530402239242
290,0.0,0.0,18.212164359154198,12.284775042485172,5.270131901514431,20.719737308425923
291,0.0,0.0,18.212164359154198,14.41385299249091,5.525487701146677,21.723678990994202
292,0.0,0.0,18.212164359154198,27.53484985266217,6.77298488614256,26.628264767810883
293,0.0,0.0,18.212164359154198,34.95524416564259,8.05311536102828,31.66114964731848
294,0.0,0.0,18.212164359154198,34.95524416564259,8.777818622604372,34.51034991156636
295,0.0,0.0,18.212164359154198,34.95524416564259,8.717664044552635,34.27384974830232
296,1.1906038946453095,0.0,17.327899152166637,34.95524416564259,8.207354359276854,32.267546524312564
297,3.2489379188065852,0.5809402395846653,15.269565128005361,34.95524416564259,7.788236022143663,30.61976578393896
298,4.959982172595787,2.713524829498493,13.55852087421616,31.797579171064914,7.521425471357631,29.570789282646
299,7.171866324415879,5.789408896877215,11.346636722396068,25.206654607601028,7.182729515938567,28.239192397624443
300,7.767180547569004,6.737052079053428,10.751322499242942,21.44504219219408,6.949683789715369,27.32296367348028
301,6.985256297570976,5.719229514705462,11.53324674924097,20.742063609481534,6.853666639050406,26.945468351530202
302,4.715867804904651,2.5878994910414304,14.896868385240019,23.629896632776255,6.90193276329656,27.135228576504602
303,3.1154722929178877,0.5877842221507836,18.212164359154198,24.74439185981425,6.838052128732364,26.88407927094636
304,1.1894484126785885,0.0,18.212164359154198,27.667003055599977,6.999342945821634,27.51820065970908
305,0.0,0.0,18.212164359154198,27.33217261357607,6.91346070936567,27.1805511640074
306,0.0,0.0,18.212164359154198,27.136512472727922,6.874681375057555,27.02808863842452
307,0.0,0.0,18.212164359154198,25.310648086992597,6.633823534261871,26.081146269007323
308,0.0,0.0,18.212164359154198,21.161357999080806,6.216746758210876,24.44139200882676
309,0.0,0.0,18.212164359154198,15.062120027868698,5.6151176590001315,22.076062805364238
310,0.0,0.0,18.212164359154198,9.040891789149743,5.006404851047824,19.68288371369448
311,0.0,0.0,18.212164359154198,6.064466822383734,4.778611340878596,18.787304289977524
312,0.0,0.0,18.212164359154198,4.577072339172925,4.611450858511896,18.13010607412404
313,0.0,0.0,18.212164359154198,6.567556000282572,4.746229829348943,18.65999506412088
314,0.0,0.0,18.212164359154198,8.91681765851652,4.956394703556456,19.4862667906002
315,0.0,0.0,18.212164359154198,11.688322088373768,5.191193058236214,20.409386044601643
316,0.0,0.0,18.212164359154198,23.860434827960482,6.358027421789211,24.996842667521282
317,0.0,0.0,18.212164359154198,34.95524416564259,7.822020993024824,30.752592767155324
318,0.0,0.0,18.212164359154198,34.95524416564259,8.490918041698565,33.38238864207804
319,0.0,0.0,18.212164359154198,34.95524416564259,8.441948112402157,33.18986137900476
320,1.4882197501080787,0.0,17.030283296703868,34.95524416564259,7.985880111368395,31.396811536460405
321,4.16048499358559,1.9375248152875804,14.358018053226356,33.5318758249787,7.593807852255293,29.85536354871456
322,6.607347032032095,5.3282185814796605,11.911156014779852,26.24521397219884,7.324523252588635,28.796660223908884
323,7.975787774883375,7.413233770428908,10.542715271928571,19.663349656209316,6.997352611056386,27.51037557785868
324,8.208138167618545,7.941248736975497,10.310364879193402,15.141820635660983,6.749095098406101,26.534341098441004
325,7.505608084267178,7.0758552549608345,11.01289496254477,13.515514875983362,6.680064092995151,26.2629429010182
326,5.879085254114136,4.821665395921765,13.483047938836874,14.542340982533052,6.703402134827714,26.35469735899008
