,biomass boiler,biomethane boiler,biomethane CHP,biomethane CHP generator,biomethane CHP boiler,large scale heat pump,geothermal plant,elec boiler,selling,heating grid
4181,1.14,1.06,0.43,0.43,0.43,3.754570284497233,25.0,0.99,0.0,0.914427900180087
4182,1.14,1.06,0.43,0.43,0.43,3.785097756218648,25.0,0.99,0.0,0.925241000123717
4183,1.14,1.06,0.43,0.43,0.43,3.8767327922240713,25.0,0.99,0.0,0.910819482642905
4184,1.14,1.06,0.43,0.43,0.43,3.98642938560532,25.0,0.99,0.0,0.8988418229374981
4185,1.14,1.06,0.43,0.43,0.43,4.083036427205053,25.0,0.99,0.0,0.8944900671909711
4186,1.14,1.06,0.43,0.43,0.43,4.146153056790483,25.0,0.99,0.0,0.884909000738001
4187,1.14,1.06,0.43,0.43,0.43,4.127190228503133,25.0,0.99,0.0,0.8780379012796301
4188,1.14,1.06,0.43,0.43,0.43,4.2259767730427615,25.0,0.99,0.0,0.8639508357941215
4189,1.14,1.06,0.43,0.43,0.43,4.32061949985502,25.0,0.99,0.0,0.8406472706082313
4190,1.14,1.06,0.43,0.43,0.43,4.295729680118597,25.0,0.99,0.0,0.8365702497230623
4191,1.14,1.06,0.43,0.43,0.43,4.211414940509107,25.0,0.99,0.0,0.8136585435647519
4192,1.14,1.06,0.43,0.43,0.43,4.076509018424361,25.0,0.99,0.0,0.8324090169065949
4193,1.14,1.06,0.43,0.43,0.43,3.87147519432859,25.0,0.99,0.0,0.8441515705443509
4194,1.14,1.06,0.43,0.43,0.43,3.804757681139261,25.0,0.99,0.0,0.8630104684739169
4195,1.14,1.06,0.43,0.43,0.43,3.7723418482768736,25.0,0.99,0.0,0.8658097713899245
4196,1.14,1.06,0.43,0.43,0.43,3.702686017846693,25.0,0.99,0.0,0.861716151427699
4197,1.14,1.06,0.43,0.43,0.43,3.652477544023852,25.0,0.99,0.0,0.846120005936251
4198,1.14,1.06,0.43,0.43,0.43,3.583872655669117,25.0,0.99,0.0,0.7918527007223248
4199,1.14,1.06,0.43,0.43,0.43,3.5403061875847026,25.0,0.99,0.0,0.7524947326230917
4200,1.14,1.06,0.43,0.43,0.43,3.537948199778561,25.0,0.99,0.0,0.769111728517288
4201,1.14,1.06,0.43,0.43,0.43,3.5293183821966125,25.0,0.99,0.0,0.7632690409459013
4202,1.14,1.06,0.43,0.43,0.43,3.5191521098649345,25.0,0.99,0.0,0.7881378485077655
4203,1.14,1.06,0.43,0.43,0.43,3.5059108206539955,25.0,0.99,0.0,0.8312112715610693
4204,1.14,1.06,0.43,0.43,0.43,3.502027728110707,25.0,0.99,0.0,0.862649392625198
4205,1.14,1.06,0.43,0.43,0.43,3.507465506866389,25.0,0.99,0.0,0.9089887908608852
4206,1.14,1.06,0.43,0.43,0.43,3.5403061875847026,25.0,0.99,0.0,0.9172015993240303
4207,1.14,1.06,0.43,0.43,0.43,3.624847757783325,25.0,0.99,0.0,0.9095832454768241
4208,1.14,1.06,0.43,0.43,0.43,3.731031167862125,25.0,0.99,0.0,0.8963433984278926
4209,1.14,1.06,0.43,0.43,0.43,3.884635292840038,25.0,0.99,0.0,0.8951191039137913
4210,1.14,1.06,0.43,0.43,0.43,4.007353815467581,25.0,0.99,0.0,0.8776240715247866
4211,1.14,1.06,0.43,0.43,0.43,4.099878976005451,25.0,0.99,0.0,0.8723621427474693
4212,1.14,1.06,0.43,0.43,0.43,4.165220724841911,25.0,0.99,0.0,0.8550895121214365
4213,1.14,1.06,0.43,0.43,0.43,4.23669393107569,25.0,0.99,0.0,0.8573136514704252
4214,1.14,1.06,0.43,0.43,0.43,4.301687482111301,25.0,0.99,0.0,0.8487340147167072
4215,1.14,1.06,0.43,0.43,0.43,4.357775392392107,25.0,0.99,0.0,0.8415411683021957
4216,1.14,1.06,0.43,0.43,0.43,4.414744789550912,25.0,0.99,0.0,0.8396524675252337
4217,1.14,1.06,0.43,0.43,0.43,4.417821909590276,25.0,0.99,0.0,0.8418145490613071
4218,1.14,1.06,0.43,0.43,0.43,4.390220363458615,25.0,0.99,0.0,0.8506948724988845
4219,1.14,1.06,0.43,0.43,0.43,4.297714511268578,25.0,0.99,0.0,0.8532114216589259
4220,1.14,1.06,0.43,0.43,0.43,4.08117017194024,25.0,0.99,0.0,0.8597623759036437
4221,1.14,1.06,0.43,0.43,0.43,3.8496605935357096,25.0,0.99,0.0,0.843227185803275
4222,1.14,1.06,0.43,0.43,0.43,3.744460294394446,25.0,0.99,0.0,0.802627245654597
4223,1.14,1.06,0.43,0.43,0.43,3.7268464449070544,25.0,0.99,0.0,0.7777982431320973
4224,1.14,1.06,0.43,0.43,0.43,3.641070017542792,25.0,0.99,0.0,0.7831428703285338
4225,1.14,1.06,0.43,0.43,0.43,3.5774958225582245,25.0,0.99,0.0,0.8089786335389242
4226,1.14,1.06,0.43,0.43,0.43,3.5663691546281955,25.0,0.99,0.0,0.8456491188081926
4227,1.14,1.06,0.43,0.43,0.43,3.5521245054431296,25.0,0.99,0.0,0.8770505293003172
4228,1.14,1.06,0.43,0.43,0.43,3.520713858083353,25.0,0.99,0.0,0.8928298746670651
4229,1.14,1.06,0.43,0.43,0.43,3.5426660649520136,25.0,0.99,0.0,0.8834628854087787
4230,1.14,1.06,0.43,0.43,0.43,3.6688486373858256,25.0,0.99,0.0,0.9072053047708792
4231,1.14,1.06,0.43,0.43,0.43,3.8271299690931126,25.0,0.99,0.0,0.8816411539798742
4232,1.14,1.06,0.43,0.43,0.43,4.023821605884146,25.0,0.99,0.0,0.8605611726234684
4233,1.14,1.06,0.43,0.43,0.43,4.205607102243683,25.0,0.99,0.0,0.8602498096782434
4234,1.14,1.06,0.43,0.43,0.43,4.366871319243287,25.0,0.99,0.0,0.8450659885520622
4235,1.14,1.06,0.43,0.43,0.43,4.509242061582907,25.0,0.99,0.0,0.8431431342796264
4236,1.14,1.06,0.43,0.43,0.43,4.614822938783939,25.0,0.99,0.0,0.8321600130245772
4237,1.14,1.06,0.43,0.43,0.43,4.701211722741911,25.0,0.99,0.0,0.8141611360025864
4238,1.14,1.06,0.43,0.43,0.43,4.76250503346798,25.0,0.99,0.0,0.8146928822108944
4239,1.14,1.06,0.43,0.43,0.43,4.832755136060944,25.0,0.99,0.0,0.7985970170922847
4240,1.14,1.06,0.43,0.43,0.43,4.863736945347626,25.0,0.99,0.0,0.8145939930921472
4241,1.14,1.06,0.43,0.43,0.43,4.837330030873055,25.0,0.99,0.0,0.829921680233216
4242,1.14,1.06,0.43,0.43,0.43,4.797475504786398,25.0,0.99,0.0,0.8388924886816912
4243,1.14,1.06,0.43,0.43,0.43,4.652858922743396,25.0,0.99,0.0,0.844997791706749
4244,1.14,1.06,0.43,0.43,0.43,4.43118592817079,25.0,0.99,0.0,0.8578473779846376
4245,1.14,1.06,0.43,0.43,0.43,4.239622461073753,25.0,0.99,0.0,0.83654296197461
4246,1.14,1.06,0.43,0.43,0.43,4.150910118686606,25.0,0.99,0.0,0.7955640402766997
4247,1.14,1.06,0.43,0.43,0.43,4.0440595263903445,25.0,0.99,0.0,0.7534188983855856
4248,1.14,1.06,0.43,0.43,0.43,3.9800871684872487,25.0,0.99,0.0,0.7600579902355125
4249,1.14,1.06,0.43,0.43,0.43,3.951248191185421,25.0,0.99,0.0,0.7648459851461684
4250,1.14,1.06,0.43,0.43,0.43,3.88112068181973,25.0,0.99,0.0,0.7675382139348235
4251,1.14,1.06,0.43,0.43,0.43,3.807331059932479,25.0,0.99,0.0,0.8229217507419373
4252,1.14,1.06,0.43,0.43,0.43,3.768101367506618,25.0,0.99,0.0,0.8887041991457969
4253,1.14,1.06,0.43,0.43,0.43,3.720997308112886,25.0,0.99,0.0,0.9107173642818629
4254,1.14,1.06,0.43,0.43,0.43,3.8960842334491055,25.0,0.99,0.0,0.9174360885929549
4255,1.14,1.06,0.43,0.43,0.43,4.098941090308517,25.0,0.99,0.0,0.8935506162520561
4256,1.14,1.06,0.43,0.43,0.43,4.190166543916476,25.0,0.99,0.0,0.8800515557916766
4257,1.14,1.06,0.43,0.43,0.43,4.301687482111301,25.0,0.99,0.0,0.8780848131986239
4258,1.14,1.06,0.43,0.43,0.43,4.4332462421161365,25.0,0.99,0.0,0.8687977063144714
4259,1.14,1.06,0.43,0.43,0.43,4.59648323420504,25.0,0.99,0.0,0.8621767375892732
4260,1.14,1.06,0.43,0.43,0.43,4.701211722741911,25.0,0.99,0.0,0.839923236504276
4261,1.14,1.06,0.43,0.43,0.43,4.844202139139346,25.0,0.99,0.0,0.8273924493497534
4262,1.14,1.06,0.43,0.43,0.43,4.893797221720637,25.0,0.99,0.0,0.8211362979006612
4263,1.14,1.06,0.43,0.43,0.43,4.900765896092336,25.0,0.99,0.0,0.8038125570726451
4264,1.14,1.06,0.43,0.43,0.43,4.876427586531469,25.0,0.99,0.0,0.8159351314312948
4265,1.14,1.06,0.43,0.43,0.43,4.760259415458684,25.0,0.99,0.0,0.823935528165873
4266,1.14,1.06,0.43,0.43,0.43,4.468448412550889,25.0,0.99,0.0,0.8425744194936615
4267,1.14,1.06,0.43,0.43,0.43,4.340656261604391,25.0,0.99,0.0,0.8536718243818211
4268,1.14,1.06,0.43,0.43,0.43,4.170961570202492,25.0,0.99,0.0,0.8445271847460598
4269,1.14,1.06,0.43,0.43,0.43,3.978277334923269,25.0,0.99,0.0,0.834142027275586
4270,1.14,1.06,0.43,0.43,0.43,3.882877509270757,25.0,0.99,0.0,0.7791782919911882
4271,1.14,1.06,0.43,0.43,0.43,3.7268464449070544,25.0,0.99,0.0,0.7273064103793373
4272,1.14,1.06,0.43,0.43,0.43,3.678713639080297,25.0,0.99,0.0,0.7692343397110604
4273,1.14,1.06,0.43,0.43,0.43,3.663108739622835,25.0,0.99,0.0,0.7776172048256941
4274,1.14,1.06,0.43,0.43,0.43,3.65737963410856,25.0,0.99,0.0,0.7806807085195566
4275,1.14,1.06,0.43,0.43,0.43,3.6426970390985423,25.0,0.99,0.0,0.8355324623671461
4276,1.14,1.06,0.43,0.43,0.43,3.636194192073408,25.0,0.99,0.0,0.8961806848711131
4277,1.14,1.06,0.43,0.43,0.43,3.635382317826256,25.0,0.99,0.0,0.9192965625012458
4278,1.14,1.06,0.43,0.43,0.43,3.660652088571416,25.0,0.99,0.0,0.9251169564233902
4279,1.14,1.06,0.43,0.43,0.43,3.731868790188216,25.0,0.99,0.0,0.9082656286443315
4280,1.14,1.06,0.43,0.43,0.43,3.7859499923189808,25.0,0.99,0.0,0.8961892323512678
4281,1.14,1.06,0.43,0.43,0.43,3.86447839147065,25.0,0.99,0.0,0.8945442241234058
4282,1.14,1.06,0.43,0.43,0.43,3.9692429935522457,25.0,0.99,0.0,0.8865794883733507
4283,1.14,1.06,0.43,0.43,0.43,3.985522611132245,25.0,0.99,0.0,0.8799454087032931
4284,1.14,1.06,0.43,0.43,0.43,4.024738866188059,25.0,0.99,0.0,0.8602029583496106
4285,1.14,1.06,0.43,0.43,0.43,4.093319189479277,25.0,0.99,0.0,0.8436386716543036
4286,1.14,1.06,0.43,0.43,0.43,4.097066092581953,25.0,0.99,0.0,0.8372683920815747
4287,1.14,1.06,0.43,0.43,0.43,4.118690980316036,25.0,0.99,0.0,0.8173966555582628
4288,1.14,1.06,0.43,0.43,0.43,4.107391356534995,25.0,0.99,0.0,0.8296243445770328
4289,1.14,1.06,0.43,0.43,0.43,4.097066092581953,25.0,0.99,0.0,0.838157920896758
4290,1.14,1.06,0.43,0.43,0.43,4.023821605884146,25.0,0.99,0.0,0.8545946671866496
4291,1.14,1.06,0.43,0.43,0.43,3.975564439264213,25.0,0.99,0.0,0.8616912585518156
4292,1.14,1.06,0.43,0.43,0.43,3.9611331668533114,25.0,0.99,0.0,0.8538606756308056
4293,1.14,1.06,0.43,0.43,0.43,3.909344996466393,25.0,0.99,0.0,0.8440776053981398
4294,1.14,1.06,0.43,0.43,0.43,3.873226773975981,25.0,0.99,0.0,0.7904301695036569
4295,1.14,1.06,0.43,0.43,0.43,3.813343752232925,25.0,0.99,0.0,0.7364511521820724
4296,1.14,1.06,0.43,0.43,0.43,3.773190632727285,25.0,0.99,0.0,0.770221989305198
4297,1.14,1.06,0.43,0.43,0.43,3.756258471655965,25.0,0.99,0.0,0.7786085074466367
4298,1.14,1.06,0.43,0.43,0.43,3.743619273403167,25.0,0.99,0.0,0.78159954835923
4299,1.14,1.06,0.43,0.43,0.43,3.728519656638812,25.0,0.99,0.0,0.8362278315434724
4300,1.14,1.06,0.43,0.43,0.43,3.706007271780904,25.0,0.99,0.0,0.8966562415882494
4301,1.14,1.06,0.43,0.43,0.43,3.70102673275555,25.0,0.99,0.0,0.9198100131238549
4302,1.14,1.06,0.43,0.43,0.43,3.739417573188304,25.0,0.99,0.0,0.9256766237517239
4303,1.14,1.06,0.43,0.43,0.43,3.7757383639765543,25.0,0.99,0.0,0.9090308033825489
4304,1.14,1.06,0.43,0.43,0.43,3.8210911390530073,25.0,0.99,0.0,0.8969725254775589
4305,1.14,1.06,0.43,0.43,0.43,3.879364809879485,25.0,0.99,0.0,0.8953350033062327
4306,1.14,1.06,0.43,0.43,0.43,3.944973191265607,25.0,0.99,0.0,0.8874357813330966
4307,1.14,1.06,0.43,0.43,0.43,4.058854901394,25.0,0.99,0.0,0.8808481264328781
4308,1.14,1.06,0.43,0.43,0.43,4.138555382489646,25.0,0.99,0.0,0.8613503230167592
4309,1.14,1.06,0.43,0.43,0.43,4.201740559055162,25.0,0.99,0.0,0.8448732483977233
4310,1.14,1.06,0.43,0.43,0.43,4.257244835891712,25.0,0.99,0.0,0.8385612949901858
4311,1.14,1.06,0.43,0.43,0.43,4.270026887959335,25.0,0.99,0.0,0.8188532109832647
4312,1.14,1.06,0.43,0.43,0.43,4.319620583811186,25.0,0.99,0.0,0.8310432856658142
4313,1.14,1.06,0.43,0.43,0.43,4.330623949657928,25.0,0.99,0.0,0.8395645695315122
4314,1.14,1.06,0.43,0.43,0.43,4.3386475658954495,25.0,0.99,0.0,0.8557571867873807
4315,1.14,1.06,0.43,0.43,0.43,4.195948753947933,25.0,0.99,0.0,0.8627976764868717
4316,1.14,1.06,0.43,0.43,0.43,4.074646349149971,25.0,0.99,0.0,0.8551167423971426
4317,1.14,1.06,0.43,0.43,0.43,3.933351373740712,25.0,0.99,0.0,0.8453498613843994
4318,1.14,1.06,0.43,0.43,0.43,3.857496784809369,25.0,0.99,0.0,0.7920276092432268
4319,1.14,1.06,0.43,0.43,0.43,3.809906531443242,25.0,0.99,0.0,0.7379552662193987
4320,1.14,1.06,0.43,0.43,0.43,3.768101367506618,25.0,0.99,0.0,0.7578114886224608
4321,1.14,1.06,0.43,0.43,0.43,3.723502728683687,25.0,0.99,0.0,0.7665275856584629
4322,1.14,1.06,0.43,0.43,0.43,3.6993683414978062,25.0,0.99,0.0,0.7698636551443523
4323,1.14,1.06,0.43,0.43,0.43,3.640256834385974,25.0,0.99,0.0,0.8273909140210555
4324,1.14,1.06,0.43,0.43,0.43,3.632136999277065,25.0,0.99,0.0,0.8909619421463694
4325,1.14,1.06,0.43,0.43,0.43,3.663928063714185,25.0,0.99,0.0,0.9149284005337193
4326,1.14,1.06,0.43,0.43,0.43,3.7825424313430136,25.0,0.99,0.0,0.9208790019913371
4327,1.14,1.06,0.43,0.43,0.43,3.906688508369143,25.0,0.99,0.0,0.9029154747089091
4328,1.14,1.06,0.43,0.43,0.43,4.058854901394,25.0,0.99,0.0,0.8903143508117249
4329,1.14,1.06,0.43,0.43,0.43,4.237669837453519,25.0,0.99,0.0,0.8885886384904476
4330,1.14,1.06,0.43,0.43,0.43,4.374975754809803,25.0,0.99,0.0,0.880162081513437
4331,1.14,1.06,0.43,0.43,0.43,4.48722087925117,25.0,0.99,0.0,0.8731593825546096
4332,1.14,1.06,0.43,0.43,0.43,4.612660766450938,25.0,0.99,0.0,0.8521001842148668
4333,1.14,1.06,0.43,0.43,0.43,4.686863057895296,25.0,0.99,0.0,0.8346850927170483
4334,1.14,1.06,0.43,0.43,0.43,4.777132633726911,25.0,0.99,0.0,0.8279364554586062
4335,1.14,1.06,0.43,0.43,0.43,4.815645541047368,25.0,0.99,0.0,0.8069165155113408
4336,1.14,1.06,0.43,0.43,0.43,4.771500250543599,25.0,0.99,0.0,0.8197061127847007
4337,1.14,1.06,0.43,0.43,0.43,4.668178775032223,25.0,0.99,0.0,0.828605965016095
4338,1.14,1.06,0.43,0.43,0.43,4.569671983703305,25.0,0.99,0.0,0.8462322859656606
4339,1.14,1.06,0.43,0.43,0.43,4.473653500378401,25.0,0.99,0.0,0.8537347044165295
4340,1.14,1.06,0.43,0.43,0.43,4.2240317020133205,25.0,0.99,0.0,0.8452725710582553
4341,1.14,1.06,0.43,0.43,0.43,4.220144787719317,25.0,0.99,0.0,0.8350675573906758
4342,1.14,1.06,0.43,0.43,0.43,4.053299022240155,25.0,0.99,0.0,0.7785963578326407
4343,1.14,1.06,0.43,0.43,0.43,3.8705997616092738,25.0,0.99,0.0,0.7226446739918321
4344,1.14,1.06,0.43,0.43,0.43,3.8705997616092738,25.0,0.99,0.0,0.8120165787312683
4345,1.14,1.06,0.43,0.43,0.43,3.87147519432859,25.0,0.99,0.0,0.8134848896407867
4346,1.14,1.06,0.43,0.43,0.43,3.8636048603874498,25.0,0.99,0.0,0.8286034297841148
4347,1.14,1.06,0.43,0.43,0.43,3.843579006025112,25.0,0.99,0.0,0.8635288092497487
4348,1.14,1.06,0.43,0.43,0.43,3.784245750737802,25.0,0.99,0.0,0.8974573676767171
4349,1.14,1.06,0.43,0.43,0.43,3.6886105467077934,25.0,0.99,0.0,0.9266483655526038
4350,1.14,1.06,0.43,0.43,0.43,3.644324934767364,25.0,0.99,0.0,0.9359653674093583
4351,1.14,1.06,0.43,0.43,0.43,3.641070017542792,25.0,0.99,0.0,0.9279141208469892
4352,1.14,1.06,0.43,0.43,0.43,3.6803609047442527,25.0,0.99,0.0,0.9178653143863821
4353,1.14,1.06,0.43,0.43,0.43,3.673777157509392,25.0,0.99,0.0,0.9123850339550045
4354,1.14,1.06,0.43,0.43,0.43,3.659015421531348,25.0,0.99,0.0,0.899959008415353
4355,1.14,1.06,0.43,0.43,0.43,3.615156105856327,25.0,0.99,0.0,0.8969968679682615
4356,1.14,1.06,0.43,0.43,0.43,3.568749934346061,25.0,0.99,0.0,0.8866407672859871
4357,1.14,1.06,0.43,0.43,0.43,3.495051182660174,25.0,0.99,0.0,0.8729874289690256
4358,1.14,1.06,0.43,0.43,0.43,3.458123875187558,25.0,0.99,0.0,0.8673706569613445
4359,1.14,1.06,0.43,0.43,0.43,3.420909969305224,25.0,0.99,0.0,0.8560222695376364
4360,1.14,1.06,0.43,0.43,0.43,3.428465390454841,25.0,0.99,0.0,0.8656268028334111
4361,1.14,1.06,0.43,0.43,0.43,3.494277042759439,25.0,0.99,0.0,0.8756341195689412
4362,1.14,1.06,0.43,0.43,0.43,3.5285351088502077,25.0,0.99,0.0,0.8860703770108759
4363,1.14,1.06,0.43,0.43,0.43,3.5418792291025043,25.0,0.99,0.0,0.8898169546726657
4364,1.14,1.06,0.43,0.43,0.43,3.5387339858718243,25.0,0.99,0.0,0.8891687216283701
4365,1.14,1.06,0.43,0.43,0.43,3.448965452075896,25.0,0.99,0.0,0.8739203120342907
4366,1.14,1.06,0.43,0.43,0.43,3.353804142609449,25.0,0.99,0.0,0.8352579737649664
4367,1.14,1.06,0.43,0.43,0.43,3.2617817686604016,25.0,0.99,0.0,0.7979676927104742
4368,1.14,1.06,0.43,0.43,0.43,3.212358696926327,25.0,0.99,0.0,0.8168722702138665
4369,1.14,1.06,0.43,0.43,0.43,3.1734673739237578,25.0,0.99,0.0,0.8124985478183491
4370,1.14,1.06,0.43,0.43,0.43,3.129033095182597,25.0,0.99,0.0,0.8320412247293247
4371,1.14,1.06,0.43,0.43,0.43,3.1175354614074773,25.0,0.99,0.0,0.8663538641339021
4372,1.14,1.06,0.43,0.43,0.43,3.1576582829660103,25.0,0.99,0.0,0.8917317536977487
4373,1.14,1.06,0.43,0.43,0.43,3.187291809222335,25.0,0.99,0.0,0.9287972453626051
4374,1.14,1.06,0.43,0.43,0.43,3.2518244256204056,25.0,0.99,0.0,0.9353818095572436
4375,1.14,1.06,0.43,0.43,0.43,3.389394964207261,25.0,0.99,0.0,0.9295579069169584
4376,1.14,1.06,0.43,0.43,0.43,3.5214950446421214,25.0,0.99,0.0,0.9190657496023383
4377,1.14,1.06,0.43,0.43,0.43,3.650845269552137,25.0,0.99,0.0,0.918094100374579
4378,1.14,1.06,0.43,0.43,0.43,3.7859499923189808,25.0,0.99,0.0,0.9045048680072851
4379,1.14,1.06,0.43,0.43,0.43,3.861858510240884,25.0,0.99,0.0,0.9003034230825036
4380,1.14,1.06,0.43,0.43,0.43,3.9927837561949087,25.0,0.99,0.0,0.8869451194006276
4381,1.14,1.06,0.43,0.43,0.43,4.097066092581953,25.0,0.99,0.0,0.8883642818212782
4382,1.14,1.06,0.43,0.43,0.43,4.188241269601941,25.0,0.99,0.0,0.8817026503587868
4383,1.14,1.06,0.43,0.43,0.43,4.248422663958353,25.0,0.99,0.0,0.876045114684879
4384,1.14,1.06,0.43,0.43,0.43,4.318621945394832,25.0,0.99,0.0,0.8749126689762026
4385,1.14,1.06,0.43,0.43,0.43,4.325618247643361,25.0,0.99,0.0,0.8767718710986357
4386,1.14,1.06,0.43,0.43,0.43,4.297714511268578,25.0,0.99,0.0,0.8836322015095901
4387,1.14,1.06,0.43,0.43,0.43,4.204640065574701,25.0,0.99,0.0,0.8859307097152013
4388,1.14,1.06,0.43,0.43,0.43,4.029328940074782,25.0,0.99,0.0,0.890932506826546
4389,1.14,1.06,0.43,0.43,0.43,3.783393975803548,25.0,0.99,0.0,0.8779847899960941
4390,1.14,1.06,0.43,0.43,0.43,3.641070017542792,25.0,0.99,0.0,0.8460510861439777
4391,1.14,1.06,0.43,0.43,0.43,3.5862674904624505,25.0,0.99,0.0,0.8245397264582146
4392,1.14,1.06,0.43,0.43,0.43,3.516811048812051,25.0,0.99,0.0,0.790328022597113
4393,1.14,1.06,0.43,0.43,0.43,3.5183715480755224,25.0,0.99,0.0,0.8187122516716032
4394,1.14,1.06,0.43,0.43,0.43,3.557655949034511,25.0,0.99,0.0,0.8462645774476618
4395,1.14,1.06,0.43,0.43,0.43,3.495825528752913,25.0,0.99,0.0,0.882321404584268
4396,1.14,1.06,0.43,0.43,0.43,3.500475938935858,25.0,0.99,0.0,0.9044774419694263
4397,1.14,1.06,0.43,0.43,0.43,3.4673115503650327,25.0,0.99,0.0,0.8962706841811008
4398,1.14,1.06,0.43,0.43,0.43,3.5950650268717794,25.0,0.99,0.0,0.9091080114776304
4399,1.14,1.06,0.43,0.43,0.43,3.773190632727285,25.0,0.99,0.0,0.8896714964810268
4400,1.14,1.06,0.43,0.43,0.43,3.985522611132245,25.0,0.99,0.0,0.8755164975621821
4401,1.14,1.06,0.43,0.43,0.43,4.219173731089858,25.0,0.99,0.0,0.873166431191003
4402,1.14,1.06,0.43,0.43,0.43,4.429126765224411,25.0,0.99,0.0,0.8573526664425507
4403,1.14,1.06,0.43,0.43,0.43,4.591105886937807,25.0,0.99,0.0,0.851992316836446
4404,1.14,1.06,0.43,0.43,0.43,4.695686764374226,25.0,0.99,0.0,0.8432988582668328
4405,1.14,1.06,0.43,0.43,0.43,4.798608714736455,25.0,0.99,0.0,0.8342562945713986
4406,1.14,1.06,0.43,0.43,0.43,4.881052232376744,25.0,0.99,0.0,0.8270128124351263
4407,1.14,1.06,0.43,0.43,0.43,4.942829373271721,25.0,0.99,0.0,0.8222345922632691
4408,1.14,1.06,0.43,0.43,0.43,4.965204497797381,25.0,0.99,0.0,0.836648154653383
4409,1.14,1.06,0.43,0.43,0.43,4.973478646246804,25.0,0.99,0.0,0.8426858485454444
4410,1.14,1.06,0.43,0.43,0.43,4.929930756589346,25.0,0.99,0.0,0.8467203194335178
4411,1.14,1.06,0.43,0.43,0.43,4.769249532829729,25.0,0.99,0.0,0.8629260388838533
4412,1.14,1.06,0.43,0.43,0.43,4.637599471483854,25.0,0.99,0.0,0.8709706360819047
4413,1.14,1.06,0.43,0.43,0.43,4.260190452952276,25.0,0.99,0.0,0.8491193165325424
4414,1.14,1.06,0.43,0.43,0.43,4.221116113039522,25.0,0.99,0.0,0.8161550779903503
4415,1.14,1.06,0.43,0.43,0.43,3.902265848997706,25.0,0.99,0.0,0.7705757602565916
4416,1.14,1.06,0.43,0.43,0.43,3.791922108496105,25.0,0.99,0.0,0.7782259548562799
4417,1.14,1.06,0.43,0.43,0.43,3.7604829335376406,25.0,0.99,0.0,0.7827965759770187
4418,1.14,1.06,0.43,0.43,0.43,3.786802459111729,25.0,0.99,0.0,0.785095318609101
4419,1.14,1.06,0.43,0.43,0.43,3.810765487338776,25.0,0.99,0.0,0.83635447715269
4420,1.14,1.06,0.43,0.43,0.43,3.8357767845190103,25.0,0.99,0.0,0.8972734770457567
4421,1.14,1.06,0.43,0.43,0.43,3.754570284497233,25.0,0.99,0.0,0.9181374024965329
4422,1.14,1.06,0.43,0.43,0.43,3.791922108496105,25.0,0.99,0.0,0.9246021280877394
4423,1.14,1.06,0.43,0.43,0.43,3.8254034190738655,25.0,0.99,0.0,0.9031624279929026
4424,1.14,1.06,0.43,0.43,0.43,3.892557167175362,25.0,0.99,0.0,0.8905484150087726
4425,1.14,1.06,0.43,0.43,0.43,3.962933627792277,25.0,0.99,0.0,0.8887324273588028
4426,1.14,1.06,0.43,0.43,0.43,4.071854263326662,25.0,0.99,0.0,0.8802796314043118
4427,1.14,1.06,0.43,0.43,0.43,4.225004102965372,25.0,0.99,0.0,0.8742094603476434
4428,1.14,1.06,0.43,0.43,0.43,4.327619693309465,25.0,0.99,0.0,0.8542499048355922
4429,1.14,1.06,0.43,0.43,0.43,4.410645969917491,25.0,0.99,0.0,0.8425522397206129
4430,1.14,1.06,0.43,0.43,0.43,4.480952874476039,25.0,0.99,0.0,0.8368558136754279
4431,1.14,1.06,0.43,0.43,0.43,4.536686661848187,25.0,0.99,0.0,0.820998122271319
4432,1.14,1.06,0.43,0.43,0.43,4.568603449929524,25.0,0.99,0.0,0.8322952643563416
4433,1.14,1.06,0.43,0.43,0.43,4.548358264328486,25.0,0.99,0.0,0.839813156284368
4434,1.14,1.06,0.43,0.43,0.43,4.425011889324815,25.0,0.99,0.0,0.8564099820388221
4435,1.14,1.06,0.43,0.43,0.43,4.255282451401032,25.0,0.99,0.0,0.8664824998732512
4436,1.14,1.06,0.43,0.43,0.43,4.125299685917126,25.0,0.99,0.0,0.8584295605266389
4437,1.14,1.06,0.43,0.43,0.43,3.990966980005006,25.0,0.99,0.0,0.8487389439032031
4438,1.14,1.06,0.43,0.43,0.43,3.960233305156697,25.0,0.99,0.0,0.7981639406327538
4439,1.14,1.06,0.43,0.43,0.43,3.85924076394087,25.0,0.99,0.0,0.7490943294441151
4440,1.14,1.06,0.43,0.43,0.43,3.7723418482768736,25.0,0.99,0.0,0.7640677640539977
4441,1.14,1.06,0.43,0.43,0.43,3.726010177552844,25.0,0.99,0.0,0.7726033686990589
4442,1.14,1.06,0.43,0.43,0.43,3.690263141739393,25.0,0.99,0.0,0.7757871618966676
4443,1.14,1.06,0.43,0.43,0.43,3.6803609047442527,25.0,0.99,0.0,0.8318498566296308
4444,1.14,1.06,0.43,0.43,0.43,3.679537161093104,25.0,0.99,0.0,0.8938220490246305
4445,1.14,1.06,0.43,0.43,0.43,3.661470752120601,25.0,0.99,0.0,0.9173301267594473
4446,1.14,1.06,0.43,0.43,0.43,3.7109958705166175,25.0,0.99,0.0,0.9232136509335742
4447,1.14,1.06,0.43,0.43,0.43,3.796194840414516,25.0,0.99,0.0,0.905866888354624
