,dec air heat pump,dec pellet boiler,dec ground heat pump
1298,0.27382489,0.27382489,0.27382489
1299,0.31461833,0.31461833,0.31461833
1300,0.37328023,0.37328023,0.37328023
1301,0.4587181,0.4587181,0.4587181
1302,0.50434691,0.50434691,0.50434691
1303,0.50177505,0.50177505,0.50177505
1304,0.45954889,0.45954889,0.45954889
1305,0.42649254,0.42649254,0.42649254
1306,0.39830367,0.39830367,0.39830367
1307,0.37876419,0.37876419,0.37876419
1308,0.36711929,0.36711929,0.36711929
1309,0.36208839,0.36208839,0.36208839
1310,0.35912851,0.35912851,0.35912851
1311,0.36170684,0.36170684,0.36170684
1312,0.37224543,0.37224543,0.37224543
1313,0.37271684,0.37271684,0.37271684
1314,0.37641432,0.37641432,0.37641432
1315,0.37611428,0.37611428,0.37611428
1316,0.35630547,0.35630547,0.35630547
1317,0.3061904,0.3061904,0.3061904
1318,0.25677481,0.25677481,0.25677481
1319,0.23567998,0.23567998,0.23567998
1320,0.29574849,0.29574849,0.29574849
1321,0.30633568,0.30633568,0.30633568
1322,0.31819814,0.31819814,0.31819814
1323,0.34582963,0.34582963,0.34582963
1324,0.41792277,0.41792277,0.41792277
1325,0.5199573,0.5199573,0.5199573
1326,0.5683196,0.5683196,0.5683196
1327,0.54761089,0.54761089,0.54761089
1328,0.52130863,0.52130863,0.52130863
1329,0.49785462,0.49785462,0.49785462
1330,0.47079572,0.47079572,0.47079572
1331,0.44717058,0.44717058,0.44717058
1332,0.43449307,0.43449307,0.43449307
1333,0.42749133,0.42749133,0.42749133
1334,0.43067865,0.43067865,0.43067865
1335,0.43600006,0.43600006,0.43600006
1336,0.43917928,0.43917928,0.43917928
1337,0.43943896,0.43943896,0.43943896
1338,0.43629914,0.43629914,0.43629914
1339,0.42847438,0.42847438,0.42847438
1340,0.40694946,0.40694946,0.40694946
1341,0.36011876,0.36011876,0.36011876
1342,0.30680366,0.30680366,0.30680366
1343,0.28889188,0.28889188,0.28889188
1344,0.3169252,0.3169252,0.3169252
1345,0.33151492,0.33151492,0.33151492
1346,0.3498204,0.3498204,0.3498204
1347,0.38099952,0.38099952,0.38099952
1348,0.46213167,0.46213167,0.46213167
1349,0.5757209,0.5757209,0.5757209
1350,0.60386991,0.60386991,0.60386991
1351,0.58045826,0.58045826,0.58045826
1352,0.5456706,0.5456706,0.5456706
1353,0.52378772,0.52378772,0.52378772
1354,0.506163,0.506163,0.506163
1355,0.47111874,0.47111874,0.47111874
1356,0.44783215,0.44783215,0.44783215
1357,0.44117377,0.44117377,0.44117377
1358,0.44548248,0.44548248,0.44548248
1359,0.45858042,0.45858042,0.45858042
1360,0.47375991,0.47375991,0.47375991
1361,0.47763828,0.47763828,0.47763828
1362,0.46874164,0.46874164,0.46874164
1363,0.45883135,0.45883135,0.45883135
1364,0.4536177,0.4536177,0.4536177
1365,0.40236312,0.40236312,0.40236312
1366,0.34561571,0.34561571,0.34561571
1367,0.32950812,0.32950812,0.32950812
1368,0.37732115,0.37732115,0.37732115
1369,0.37544205,0.37544205,0.37544205
1370,0.41843489,0.41843489,0.41843489
1371,0.49739629,0.49739629,0.49739629
1372,0.59028222,0.59028222,0.59028222
1373,0.57589897,0.57589897,0.57589897
1374,0.6048943,0.6048943,0.6048943
1375,0.58713389,0.58713389,0.58713389
1376,0.55843448,0.55843448,0.55843448
1377,0.53413268,0.53413268,0.53413268
1378,0.52273164,0.52273164,0.52273164
1379,0.49732999,0.49732999,0.49732999
1380,0.48497305,0.48497305,0.48497305
1381,0.49294314,0.49294314,0.49294314
1382,0.50313775,0.50313775,0.50313775
1383,0.50050969,0.50050969,0.50050969
1384,0.53266086,0.53266086,0.53266086
1385,0.54319939,0.54319939,0.54319939
1386,0.53685528,0.53685528,0.53685528
1387,0.53665962,0.53665962,0.53665962
1388,0.52098954,0.52098954,0.52098954
1389,0.45960904,0.45960904,0.45960904
1390,0.41322602,0.41322602,0.41322602
1391,0.37401449,0.37401449,0.37401449
1392,0.39666783,0.39666783,0.39666783
1393,0.40876133,0.40876133,0.40876133
1394,0.43927202,0.43927202,0.43927202
1395,0.47843594,0.47843594,0.47843594
1396,0.57731511,0.57731511,0.57731511
1397,0.68929203,0.68929203,0.68929203
1398,0.74187289,0.74187289,0.74187289
1399,0.71747982,0.71747982,0.71747982
1400,0.68639799,0.68639799,0.68639799
1401,0.65698401,0.65698401,0.65698401
1402,0.62168783,0.62168783,0.62168783
1403,0.58999799,0.58999799,0.58999799
1404,0.5802176,0.5802176,0.5802176
1405,0.57183275,0.57183275,0.57183275
1406,0.57605602,0.57605602,0.57605602
1407,0.58001647,0.58001647,0.58001647
1408,0.5963925,0.5963925,0.5963925
1409,0.5985226,0.5985226,0.5985226
1410,0.59105348,0.59105348,0.59105348
1411,0.57113141,0.57113141,0.57113141
1412,0.54638341,0.54638341,0.54638341
1413,0.48167905,0.48167905,0.48167905
1414,0.41523902,0.41523902,0.41523902
1415,0.39113398,0.39113398,0.39113398
1416,0.41587868,0.41587868,0.41587868
1417,0.42838951,0.42838951,0.42838951
1418,0.45460206,0.45460206,0.45460206
1419,0.49513319,0.49513319,0.49513319
1420,0.59531583,0.59531583,0.59531583
1421,0.71328068,0.71328068,0.71328068
1422,0.77735,0.77735,0.77735
1423,0.75211339,0.75211339,0.75211339
1424,0.71779817,0.71779817,0.71779817
1425,0.68305783,0.68305783,0.68305783
1426,0.6454524,0.6454524,0.6454524
1427,0.6169545,0.6169545,0.6169545
1428,0.60146094,0.60146094,0.60146094
1429,0.5927823,0.5927823,0.5927823
1430,0.59822633,0.59822633,0.59822633
1431,0.60554534,0.60554534,0.60554534
1432,0.60851638,0.60851638,0.60851638
1433,0.6042626,0.6042626,0.6042626
1434,0.5965234,0.5965234,0.5965234
1435,0.59093962,0.59093962,0.59093962
1436,0.55780635,0.55780635,0.55780635
1437,0.4919235,0.4919235,0.4919235
1438,0.4253476,0.4253476,0.4253476
1439,0.40475235,0.40475235,0.40475235
1440,0.41988513,0.41988513,0.41988513
1441,0.4325198,0.4325198,0.4325198
1442,0.45895597,0.45895597,0.45895597
1443,0.49986594,0.49986594,0.49986594
1444,0.60098579,0.60098579,0.60098579
1445,0.72028839,0.72028839,0.72028839
1446,0.78522661,0.78522661,0.78522661
1447,0.75967259,0.75967259,0.75967259
1448,0.72500295,0.72500295,0.72500295
1449,0.68993136,0.68993136,0.68993136
1450,0.65196531,0.65196531,0.65196531
1451,0.62318603,0.62318603,0.62318603
1452,0.60754417,0.60754417,0.60754417
1453,0.59878543,0.59878543,0.59878543
1454,0.60429406,0.60429406,0.60429406
1455,0.61169983,0.61169983,0.61169983
1456,0.61477024,0.61477024,0.61477024
1457,0.61054094,0.61054094,0.61054094
1458,0.60275569,0.60275569,0.60275569
1459,0.59712503,0.59712503,0.59712503
1460,0.56367851,0.56367851,0.56367851
1461,0.49711812,0.49711812,0.49711812
1462,0.42968386,0.42968386,0.42968386
1463,0.40872803,0.40872803,0.40872803
1464,0.41160834,0.41160834,0.41160834
1465,0.42399208,0.42399208,0.42399208
1466,0.44993349,0.44993349,0.44993349
1467,0.4900483,0.4900483,0.4900483
1468,0.58920202,0.58920202,0.58920202
1469,0.70597468,0.70597468,0.70597468
1470,0.76938846,0.76938846,0.76938846
1471,0.74440907,0.74440907,0.74440907
1472,0.7104466,0.7104466,0.7104466
1473,0.6760642,0.6760642,0.6760642
1474,0.638846,0.638846,0.638846
1475,0.61064022,0.61064022,0.61064022
1476,0.59530636,0.59530636,0.59530636
1477,0.58671717,0.58671717,0.58671717
1478,0.59210542,0.59210542,0.59210542
1479,0.59934965,0.59934965,0.59934965
1480,0.60229426,0.60229426,0.60229426
1481,0.59808813,0.59808813,0.59808813
1482,0.59043108,0.59043108,0.59043108
1483,0.58490525,0.58490525,0.58490525
1484,0.55211334,0.55211334,0.55211334
1485,0.48690563,0.48690563,0.48690563
1486,0.42100411,0.42100411,0.42100411
1487,0.4006047,0.4006047,0.4006047
1488,0.41153979,0.41153979,0.41153979
1489,0.42623727,0.42623727,0.42623727
1490,0.44279304,0.44279304,0.44279304
1491,0.48125417,0.48125417,0.48125417
1492,0.58162852,0.58162852,0.58162852
1493,0.72285952,0.72285952,0.72285952
1494,0.78973933,0.78973933,0.78973933
1495,0.76106893,0.76106893,0.76106893
1496,0.72447522,0.72447522,0.72447522
1497,0.69180465,0.69180465,0.69180465
1498,0.65411138,0.65411138,0.65411138
1499,0.62123489,0.62123489,0.62123489
1500,0.60355913,0.60355913,0.60355913
1501,0.59379318,0.59379318,0.59379318
1502,0.59820164,0.59820164,0.59820164
1503,0.60557177,0.60557177,0.60557177
1504,0.60977129,0.60977129,0.60977129
1505,0.60993767,0.60993767,0.60993767
1506,0.60546084,0.60546084,0.60546084
1507,0.59451096,0.59451096,0.59451096
1508,0.56452978,0.56452978,0.56452978
1509,0.49946984,0.49946984,0.49946984
1510,0.4258412,0.4258412,0.4258412
1511,0.40162568,0.40162568,0.40162568
1512,0.39208938,0.39208938,0.39208938
1513,0.41012941,0.41012941,0.41012941
1514,0.43282573,0.43282573,0.43282573
1515,0.47140935,0.47140935,0.47140935
1516,0.57182182,0.57182182,0.57182182
1517,0.71194373,0.71194373,0.71194373
1518,0.74650974,0.74650974,0.74650974
1519,0.71760522,0.71760522,0.71760522
1520,0.67453441,0.67453441,0.67453441
1521,0.64745303,0.64745303,0.64745303
1522,0.62567013,0.62567013,0.62567013
1523,0.58227317,0.58227317,0.58227317
1524,0.55340243,0.55340243,0.55340243
1525,0.54515565,0.54515565,0.54515565
1526,0.55047869,0.55047869,0.55047869
1527,0.56669832,0.56669832,0.56669832
1528,0.5854103,0.5854103,0.5854103
1529,0.59012138,0.59012138,0.59012138
1530,0.57903097,0.57903097,0.57903097
1531,0.5667304,0.5667304,0.5667304
1532,0.56033625,0.56033625,0.56033625
1533,0.49697144,0.49697144,0.49697144
1534,0.42704314,0.42704314,0.42704314
1535,0.40752664,0.40752664,0.40752664
1536,0.44693158,0.44693158,0.44693158
1537,0.44741285,0.44741285,0.44741285
1538,0.48014241,0.48014241,0.48014241
1539,0.52038918,0.52038918,0.52038918
1540,0.64814593,0.64814593,0.64814593
1541,0.64910525,0.64910525,0.64910525
1542,0.69116041,0.69116041,0.69116041
1543,0.66637834,0.66637834,0.66637834
1544,0.63578481,0.63578481,0.63578481
1545,0.61383452,0.61383452,0.61383452
1546,0.61179329,0.61179329,0.61179329
1547,0.579858,0.579858,0.579858
1548,0.57053127,0.57053127,0.57053127
1549,0.56029504,0.56029504,0.56029504
1550,0.57384432,0.57384432,0.57384432
1551,0.57897978,0.57897978,0.57897978
1552,0.60452035,0.60452035,0.60452035
1553,0.60075889,0.60075889,0.60075889
1554,0.59659037,0.59659037,0.59659037
1555,0.58871023,0.58871023,0.58871023
1556,0.57609558,0.57609558,0.57609558
1557,0.51937071,0.51937071,0.51937071
1558,0.45588063,0.45588063,0.45588063
1559,0.43623408,0.43623408,0.43623408
1560,0.45969188,0.45969188,0.45969188
1561,0.46934067,0.46934067,0.46934067
1562,0.4944354,0.4944354,0.4944354
1563,0.52418308,0.52418308,0.52418308
1564,0.63659453,0.63659453,0.63659453
1565,0.75212443,0.75212443,0.75212443
1566,0.82236921,0.82236921,0.82236921
1567,0.79821179,0.79821179,0.79821179
1568,0.77118416,0.77118416,0.77118416
1569,0.73070924,0.73070924,0.73070924
1570,0.69757341,0.69757341,0.69757341
1571,0.67274634,0.67274634,0.67274634
1572,0.65551234,0.65551234,0.65551234
1573,0.63724336,0.63724336,0.63724336
1574,0.63366397,0.63366397,0.63366397
1575,0.63461493,0.63461493,0.63461493
1576,0.65784606,0.65784606,0.65784606
1577,0.659054,0.659054,0.659054
1578,0.65194779,0.65194779,0.65194779
1579,0.62241222,0.62241222,0.62241222
1580,0.59485799,0.59485799,0.59485799
1581,0.54073185,0.54073185,0.54073185
1582,0.47437564,0.47437564,0.47437564
1583,0.44833171,0.44833171,0.44833171
1584,0.44927614,0.44927614,0.44927614
1585,0.45873087,0.45873087,0.45873087
1586,0.48445073,0.48445073,0.48445073
1587,0.50793011,0.50793011,0.50793011
1588,0.62260478,0.62260478,0.62260478
1589,0.74036426,0.74036426,0.74036426
1590,0.80691,0.80691,0.80691
1591,0.80137845,0.80137845,0.80137845
1592,0.75449479,0.75449479,0.75449479
1593,0.71597347,0.71597347,0.71597347
1594,0.69144308,0.69144308,0.69144308
1595,0.66031546,0.66031546,0.66031546
1596,0.63889501,0.63889501,0.63889501
1597,0.63006497,0.63006497,0.63006497
1598,0.63449352,0.63449352,0.63449352
1599,0.62862332,0.62862332,0.62862332
1600,0.6434498,0.6434498,0.6434498
1601,0.63556676,0.63556676,0.63556676
1602,0.63200776,0.63200776,0.63200776
1603,0.60987479,0.60987479,0.60987479
1604,0.57153976,0.57153976,0.57153976
1605,0.51623776,0.51623776,0.51623776
1606,0.46028976,0.46028976,0.46028976
1607,0.43928557,0.43928557,0.43928557
1608,0.40598138,0.40598138,0.40598138
1609,0.41820211,0.41820211,0.41820211
1610,0.44375673,0.44375673,0.44375673
1611,0.48331169,0.48331169,0.48331169
1612,0.58108269,0.58108269,0.58108269
1613,0.69649507,0.69649507,0.69649507
1614,0.75928835,0.75928835,0.75928835
1615,0.73457497,0.73457497,0.73457497
1616,0.70105482,0.70105482,0.70105482
1617,0.66714848,0.66714848,0.66714848
1618,0.63044314,0.63044314,0.63044314
1619,0.60261524,0.60261524,0.60261524
1620,0.5874933,0.5874933,0.5874933
1621,0.57902569,0.57902569,0.57902569
1622,0.58435215,0.58435215,0.58435215
1623,0.5915138,0.5915138,0.5915138
1624,0.59449514,0.59449514,0.59449514
1625,0.59041822,0.59041822,0.59041822
1626,0.58289924,0.58289924,0.58289924
1627,0.57745694,0.57745694,0.57745694
1628,0.54512162,0.54512162,0.54512162
1629,0.48076119,0.48076119,0.48076119
1630,0.41553179,0.41553179,0.41553179
1631,0.3952205,0.3952205,0.3952205
1632,0.36221018,0.36221018,0.36221018
1633,0.37312336,0.37312336,0.37312336
1634,0.3959223,0.3959223,0.3959223
1635,0.43121812,0.43121812,0.43121812
1636,0.51846198,0.51846198,0.51846198
1637,0.62148054,0.62148054,0.62148054
1638,0.67737856,0.67737856,0.67737856
1639,0.655356,0.655356,0.655356
1640,0.62546701,0.62546701,0.62546701
1641,0.59522497,0.59522497,0.59522497
1642,0.56248561,0.56248561,0.56248561
1643,0.53765751,0.53765751,0.53765751
1644,0.52417069,0.52417069,0.52417069
1645,0.51661697,0.51661697,0.51661697
1646,0.52136307,0.52136307,0.52136307
1647,0.52774649,0.52774649,0.52774649
1648,0.53040088,0.53040088,0.53040088
1649,0.52676022,0.52676022,0.52676022
1650,0.52005877,0.52005877,0.52005877
1651,0.5152045,0.5152045,0.5152045
1652,0.48636206,0.48636206,0.48636206
1653,0.42895363,0.42895363,0.42895363
1654,0.37080233,0.37080233,0.37080233
1655,0.35263879,0.35263879,0.35263879
1656,0.34227545,0.34227545,0.34227545
1657,0.35451581,0.35451581,0.35451581
1658,0.36826632,0.36826632,0.36826632
1659,0.40025163,0.40025163,0.40025163
1660,0.48371575,0.48371575,0.48371575
1661,0.601482,0.601482,0.601482
1662,0.65722643,0.65722643,0.65722643
1663,0.63333358,0.63333358,0.63333358
1664,0.60290181,0.60290181,0.60290181
1665,0.57574557,0.57574557,0.57574557
1666,0.54441447,0.54441447,0.54441447
1667,0.51707183,0.51707183,0.51707183
1668,0.50238591,0.50238591,0.50238591
1669,0.49427282,0.49427282,0.49427282
1670,0.49794771,0.49794771,0.49794771
1671,0.50408889,0.50408889,0.50408889
1672,0.50766622,0.50766622,0.50766622
1673,0.5078786,0.5078786,0.5078786
1674,0.50419887,0.50419887,0.50419887
1675,0.49511611,0.49511611,0.49511611
1676,0.47019401,0.47019401,0.47019401
1677,0.41604725,0.41604725,0.41604725
1678,0.35460923,0.35460923,0.35460923
1679,0.33418285,0.33418285,0.33418285
1680,0.30491294,0.30491294,0.30491294
1681,0.31895018,0.31895018,0.31895018
1682,0.33655212,0.33655212,0.33655212
1683,0.36654669,0.36654669,0.36654669
1684,0.44459398,0.44459398,0.44459398
1685,0.55395121,0.55395121,0.55395121
1686,0.58110311,0.58110311,0.58110311
1687,0.55856303,0.55856303,0.55856303
1688,0.52509775,0.52509775,0.52509775
1689,0.50404476,0.50404476,0.50404476
1690,0.48708258,0.48708258,0.48708258
1691,0.45337471,0.45337471,0.45337471
1692,0.43098209,0.43098209,0.43098209
1693,0.42457774,0.42457774,0.42457774
1694,0.42872555,0.42872555,0.42872555
1695,0.44132496,0.44132496,0.44132496
1696,0.45594345,0.45594345,0.45594345
1697,0.45969263,0.45969263,0.45969263
1698,0.45114871,0.45114871,0.45114871
1699,0.44162172,0.44162172,0.44162172
1700,0.4365938,0.4365938,0.4365938
1701,0.38727096,0.38727096,0.38727096
1702,0.33261268,0.33261268,0.33261268
1703,0.31704049,0.31704049,0.31704049
1704,0.29831488,0.29831488,0.29831488
1705,0.29690387,0.29690387,0.29690387
1706,0.3307628,0.3307628,0.3307628
1707,0.3930199,0.3930199,0.3930199
1708,0.46641784,0.46641784,0.46641784
1709,0.4560023,0.4560023,0.4560023
1710,0.47931977,0.47931977,0.47931977
1711,0.46515531,0.46515531,0.46515531
1712,0.44243892,0.44243892,0.44243892
1713,0.42322186,0.42322186,0.42322186
1714,0.41414277,0.41414277,0.41414277
1715,0.39404325,0.39404325,0.39404325
1716,0.38427811,0.38427811,0.38427811
1717,0.39052919,0.39052919,0.39052919
1718,0.39858324,0.39858324,0.39858324
1719,0.39656195,0.39656195,0.39656195
1720,0.42200636,0.42200636,0.42200636
1721,0.4304127,0.4304127,0.4304127
1722,0.42546554,0.42546554,0.42546554
1723,0.42530924,0.42530924,0.42530924
1724,0.41289122,0.41289122,0.41289122
1725,0.36430519,0.36430519,0.36430519
1726,0.32722112,0.32722112,0.32722112
1727,0.29588615,0.29588615,0.29588615
1728,0.23983845,0.23983845,0.23983845
1729,0.25000123,0.25000123,0.25000123
1730,0.27099769,0.27099769,0.27099769
1731,0.31079304,0.31079304,0.31079304
1732,0.36546808,0.36546808,0.36546808
1733,0.44373461,0.44373461,0.44373461
1734,0.48829234,0.48829234,0.48829234
1735,0.47290195,0.47290195,0.47290195
1736,0.44070868,0.44070868,0.44070868
1737,0.4123124,0.4123124,0.4123124
1738,0.38030587,0.38030587,0.38030587
1739,0.36638397,0.36638397,0.36638397
1740,0.35052367,0.35052367,0.35052367
1741,0.34497146,0.34497146,0.34497146
1742,0.34401967,0.34401967,0.34401967
1743,0.3549051,0.3549051,0.3549051
1744,0.36198331,0.36198331,0.36198331
1745,0.37468376,0.37468376,0.37468376
1746,0.37637023,0.37637023,0.37637023
1747,0.37544089,0.37544089,0.37544089
1748,0.35483138,0.35483138,0.35483138
1749,0.30914691,0.30914691,0.30914691
1750,0.25638214,0.25638214,0.25638214
1751,0.22995821,0.22995821,0.22995821
1752,0.22183205,0.22183205,0.22183205
1753,0.23200153,0.23200153,0.23200153
1754,0.2511107,0.2511107,0.2511107
1755,0.28851374,0.28851374,0.28851374
1756,0.34237024,0.34237024,0.34237024
1757,0.42092152,0.42092152,0.42092152
1758,0.46290955,0.46290955,0.46290955
1759,0.46049243,0.46049243,0.46049243
1760,0.42175929,0.42175929,0.42175929
1761,0.39142417,0.39142417,0.39142417
1762,0.36556125,0.36556125,0.36556125
1763,0.34762579,0.34762579,0.34762579
1764,0.33695542,0.33695542,0.33695542
1765,0.33233862,0.33233862,0.33233862
1766,0.32964512,0.32964512,0.32964512
1767,0.33203827,0.33203827,0.33203827
1768,0.34174555,0.34174555,0.34174555
1769,0.34224438,0.34224438,0.34224438
1770,0.34566445,0.34566445,0.34566445
1771,0.34541102,0.34541102,0.34541102
1772,0.32725181,0.32725181,0.32725181
1773,0.28126363,0.28126363,0.28126363
1774,0.23576887,0.23576887,0.23576887
1775,0.21623957,0.21623957,0.21623957
1776,0.20786762,0.20786762,0.20786762
1777,0.21741732,0.21741732,0.21741732
1778,0.23528112,0.23528112,0.23528112
1779,0.27031891,0.27031891,0.27031891
1780,0.32086272,0.32086272,0.32086272
1781,0.39474317,0.39474317,0.39474317
1782,0.43431861,0.43431861,0.43431861
1783,0.43196512,0.43196512,0.43196512
1784,0.39564935,0.39564935,0.39564935
1785,0.36719284,0.36719284,0.36719284
1786,0.34293831,0.34293831,0.34293831
1787,0.32610817,0.32610817,0.32610817
1788,0.3161233,0.3161233,0.3161233
1789,0.31179361,0.31179361,0.31179361
1790,0.30930139,0.30930139,0.30930139
1791,0.31158554,0.31158554,0.31158554
1792,0.32074308,0.32074308,0.32074308
1793,0.32130608,0.32130608,0.32130608
1794,0.3245494,0.3245494,0.3245494
1795,0.32434023,0.32434023,0.32434023
1796,0.30732992,0.30732992,0.30732992
1797,0.26419283,0.26419283,0.26419283
1798,0.22130087,0.22130087,0.22130087
1799,0.20274924,0.20274924,0.20274924
1800,0.21544709,0.21544709,0.21544709
1801,0.2253291,0.2253291,0.2253291
1802,0.24387725,0.24387725,0.24387725
1803,0.28020074,0.28020074,0.28020074
1804,0.33252593,0.33252593,0.33252593
1805,0.40888105,0.40888105,0.40888105
1806,0.44970801,0.44970801,0.44970801
1807,0.44734096,0.44734096,0.44734096
1808,0.40972016,0.40972016,0.40972016
1809,0.38025187,0.38025187,0.38025187
1810,0.35512978,0.35512978,0.35512978
1811,0.33770535,0.33770535,0.33770535
1812,0.3273452,0.3273452,0.3273452
1813,0.32286033,0.32286033,0.32286033
1814,0.32025138,0.32025138,0.32025138
1815,0.32258514,0.32258514,0.32258514
1816,0.33202707,0.33202707,0.33202707
1817,0.33253365,0.33253365,0.33253365
1818,0.33586489,0.33586489,0.33586489
1819,0.33562593,0.33562593,0.33562593
1820,0.31799187,0.31799187,0.31799187
1821,0.2733183,0.2733183,0.2733183
1822,0.22907463,0.22907463,0.22907463
1823,0.21004678,0.21004678,0.21004678
1824,0.21160113,0.21160113,0.21160113
1825,0.22032019,0.22032019,0.22032019
1826,0.23471679,0.23471679,0.23471679
1827,0.26747381,0.26747381,0.26747381
1828,0.31746024,0.31746024,0.31746024
1829,0.40913769,0.40913769,0.40913769
1830,0.45366727,0.45366727,0.45366727
1831,0.4517893,0.4517893,0.4517893
1832,0.41477995,0.41477995,0.41477995
1833,0.38532255,0.38532255,0.38532255
1834,0.35963268,0.35963268,0.35963268
1835,0.34046058,0.34046058,0.34046058
1836,0.32896577,0.32896577,0.32896577
1837,0.32448505,0.32448505,0.32448505
1838,0.32133208,0.32133208,0.32133208
1839,0.32137414,0.32137414,0.32137414
1840,0.32969997,0.32969997,0.32969997
1841,0.33672134,0.33672134,0.33672134
1842,0.33891862,0.33891862,0.33891862
1843,0.33695774,0.33695774,0.33695774
1844,0.32110259,0.32110259,0.32110259
1845,0.27703297,0.27703297,0.27703297
1846,0.23199257,0.23199257,0.23199257
1847,0.20749176,0.20749176,0.20749176
1848,0.22556171,0.22556171,0.22556171
1849,0.22873307,0.22873307,0.22873307
1850,0.25378817,0.25378817,0.25378817
1851,0.29386562,0.29386562,0.29386562
1852,0.35280602,0.35280602,0.35280602
1853,0.44196004,0.44196004,0.44196004
1854,0.47739375,0.47739375,0.47739375
1855,0.46184216,0.46184216,0.46184216
1856,0.42618758,0.42618758,0.42618758
1857,0.39478968,0.39478968,0.39478968
1858,0.37575391,0.37575391,0.37575391
1859,0.35452366,0.35452366,0.35452366
1860,0.31747808,0.31747808,0.31747808
1861,0.31160641,0.31160641,0.31160641
1862,0.31746711,0.31746711,0.31746711
1863,0.32671358,0.32671358,0.32671358
1864,0.33985515,0.33985515,0.33985515
1865,0.35528427,0.35528427,0.35528427
1866,0.34875089,0.34875089,0.34875089
1867,0.35463245,0.35463245,0.35463245
1868,0.34171118,0.34171118,0.34171118
1869,0.31062204,0.31062204,0.31062204
1870,0.25120379,0.25120379,0.25120379
1871,0.22893026,0.22893026,0.22893026
1872,0.25899625,0.25899625,0.25899625
1873,0.24297195,0.24297195,0.24297195
1874,0.27522192,0.27522192,0.27522192
1875,0.33003104,0.33003104,0.33003104
1876,0.40704587,0.40704587,0.40704587
1877,0.38714101,0.38714101,0.38714101
1878,0.40789881,0.40789881,0.40789881
1879,0.38310684,0.38310684,0.38310684
1880,0.36552297,0.36552297,0.36552297
1881,0.34047681,0.34047681,0.34047681
1882,0.32850368,0.32850368,0.32850368
1883,0.31093847,0.31093847,0.31093847
1884,0.29890516,0.29890516,0.29890516
1885,0.30538203,0.30538203,0.30538203
1886,0.29831204,0.29831204,0.29831204
1887,0.31704011,0.31704011,0.31704011
1888,0.33489013,0.33489013,0.33489013
1889,0.34280796,0.34280796,0.34280796
1890,0.34631943,0.34631943,0.34631943
1891,0.35892169,0.35892169,0.35892169
1892,0.34474236,0.34474236,0.34474236
1893,0.31885534,0.31885534,0.31885534
1894,0.25993364,0.25993364,0.25993364
1895,0.23217395,0.23217395,0.23217395
1896,0.24779505,0.24779505,0.24779505
1897,0.2582878,0.2582878,0.2582878
1898,0.27999482,0.27999482,0.27999482
1899,0.32111363,0.32111363,0.32111363
1900,0.37757629,0.37757629,0.37757629
1901,0.45835403,0.45835403,0.45835403
1902,0.50433193,0.50433193,0.50433193
1903,0.48844455,0.48844455,0.48844455
1904,0.45519374,0.45519374,0.45519374
1905,0.42586656,0.42586656,0.42586656
1906,0.39279921,0.39279921,0.39279921
1907,0.37842618,0.37842618,0.37842618
1908,0.36203245,0.36203245,0.36203245
1909,0.35629678,0.35629678,0.35629678
1910,0.35530641,0.35530641,0.35530641
1911,0.36654796,0.36654796,0.36654796
1912,0.37384099,0.37384099,0.37384099
1913,0.38694536,0.38694536,0.38694536
1914,0.38867422,0.38867422,0.38867422
1915,0.3877046,0.3877046,0.3877046
1916,0.36640736,0.36640736,0.36640736
1917,0.31922154,0.31922154,0.31922154
1918,0.26477491,0.26477491,0.26477491
1919,0.2375451,0.2375451,0.2375451
1920,0.23431006,0.23431006,0.23431006
1921,0.24504096,0.24504096,0.24504096
1922,0.26524736,0.26524736,0.26524736
1923,0.30476042,0.30476042,0.30476042
1924,0.36160817,0.36160817,0.36160817
1925,0.44444701,0.44444701,0.44444701
1926,0.4887017,0.4887017,0.4887017
1927,0.48618789,0.48618789,0.48618789
1928,0.44528084,0.44528084,0.44528084
1929,0.41325199,0.41325199,0.41325199
1930,0.38594142,0.38594142,0.38594142
1931,0.36700756,0.36700756,0.36700756
1932,0.35573072,0.35573072,0.35573072
1933,0.35085617,0.35085617,0.35085617
1934,0.34799702,0.34799702,0.34799702
1935,0.35050562,0.35050562,0.35050562
1936,0.36073059,0.36073059,0.36073059
1937,0.36121284,0.36121284,0.36121284
1938,0.3648058,0.3648058,0.3648058
1939,0.36452355,0.36452355,0.36452355
1940,0.34533777,0.34533777,0.34533777
1941,0.29678095,0.29678095,0.29678095
1942,0.24884479,0.24884479,0.24884479
1943,0.22833971,0.22833971,0.22833971
1944,0.21008769,0.21008769,0.21008769
1945,0.21973751,0.21973751,0.21973751
1946,0.23779602,0.23779602,0.23779602
1947,0.27320909,0.27320909,0.27320909
1948,0.32428598,0.32428598,0.32428598
1949,0.39893228,0.39893228,0.39893228
1950,0.4389133,0.4389133,0.4389133
1951,0.43654168,0.43654168,0.43654168
1952,0.39983898,0.39983898,0.39983898
1953,0.37108081,0.37108081,0.37108081
1954,0.34656853,0.34656853,0.34656853
1955,0.32956052,0.32956052,0.32956052
1956,0.31946789,0.31946789,0.31946789
1957,0.31509231,0.31509231,0.31509231
1958,0.31257095,0.31257095,0.31257095
1959,0.31487608,0.31487608,0.31487608
1960,0.32412638,0.32412638,0.32412638
1961,0.32468747,0.32468747,0.32468747
1962,0.32796199,0.32796199,0.32796199
1963,0.32774802,0.32774802,0.32774802
