,biomethane boiler,large scale heat pump,TTES charge,TTES discharge,heating grid
109,-0.0,-38.974322228816604,-0.020190814861990702,-0.0,-39.78361215428883
110,-0.0,-39.92161016623677,-0.02020681781451117,-0.0,-39.46054646648066
111,-0.0,-40.57665117942367,-0.020282040705978943,-0.0,-39.746174042392106
112,-0.0,-41.737331263984125,-0.02051515115962843,-0.0,-40.90708944141843
113,-0.0,-41.7948726811964,-0.020685261910188046,-0.0,-40.96448319817915
114,-0.0,-42.202929526205715,-0.02081464977095493,-0.0,-41.37256849644949
115,-0.0,-42.1506540754859,-0.0,-0.0,-41.34109563320434
116,-0.0,-39.97628390824818,-0.0,-0.0,-39.165844030064406
117,-0.0,-34.47289039366995,-0.0,-0.0,-33.659697904623506
118,-0.0,-29.117613273552177,-0.0833281699763404,-0.0,-28.217285641254907
119,-0.0,-26.726711273659102,-0.020832761298009927,-0.0,-25.88674383126443
120,-0.0,-38.69894298229484,-0.020854652366523396,-0.0,-37.86707285855509
121,-0.0,-39.839998731969864,-0.020915557518065953,-0.0,-39.008575680567816
122,-0.0,-42.22120452681329,-0.020925667457589725,-0.0,-41.39073943002331
123,-0.0,-45.909595623442215,-0.020915138607762174,-0.0,-45.08043489707894
124,-0.0,-48.270853598521505,-0.0,-6.7356014108616264,-54.200640448788725
125,-0.0,-48.32127306544259,-0.0,-17.464547647577312,-64.98198894090764
126,-0.0,-48.40207596681461,-0.0,-23.23274218341014,-70.83180674040761
127,-0.0,-48.51344535380171,-0.0,-20.817109185899476,-68.52723686027615
128,-0.0,-48.49317347911655,-0.0,-17.712767168154464,-65.40217274991946
129,-0.0,-48.594634798436076,-0.0,-14.45070547134707,-62.2410703786167
130,-0.0,-48.88008716221332,-0.0,-8.386636241654188,-58.818804335363545
131,-0.0,-49.353433736113196,-0.0,-3.2839869761348766,-56.22283065754333
132,-0.0,-49.488203034068064,-0.0,-1.2061804893063908,-54.813109176832185
133,-0.0,-49.9896606695882,-0.0,-2.254158335996152,-54.02360938492705
134,-0.0,-50.24267945708629,-0.0,-2.5338082706850287,-54.520074472376244
135,-0.0,-50.14761739677688,-0.0,-5.84588017865434,-55.18789727234228
136,-0.0,-49.979151503755524,-0.0,-6.294771993643835,-55.46838265892528
137,-0.0,-47.969661433985294,-0.0,-7.926568171832336,-55.09060853544497
138,-0.0,-47.413458063329784,-0.0,-7.7839212082637275,-54.391606771774015
139,-0.0,-46.88444596485945,-0.0,-7.80592934468477,-53.88449045492466
140,-0.0,-46.93312944136996,-0.0,-4.743204856247807,-50.869734519040676
141,-0.0,-46.52258113495295,-0.8476485161002998,-0.0,-44.86661796345898
142,-0.0,-46.755430458409435,-7.165497629615672,-0.0,-38.779325772309406
143,-0.0,-46.15674739556438,-8.474063314386044,-0.0,-36.871199186041906
144,-0.0,-45.841852329894195,-1.464449966739167,-0.0,-43.56865364011449
145,-0.0,-45.93324333230052,-0.0,-0.0,-45.125012054270584
146,-0.0,-45.8949426192328,-0.0,-1.7901854040942737,-46.87743755475946
147,-0.0,-45.97089219210159,-0.0,-5.7849324199285945,-50.94924478794104
148,-0.0,-45.677426368577486,-0.0,-16.702487996355067,-61.57553212898192
149,-15.729058842351385,-44.98595055191539,-0.0,-16.619916752320464,-76.53259228194494
150,-37.05255881558115,-44.26159262202608,-0.0,-3.1008247608300223,-83.61335401512694
151,-36.486108267270964,-44.89347603588653,-0.0,-0.0,-80.57767247495006
152,-32.39035870668672,-45.115799899767474,-0.0,-0.0,-76.70384352321162
153,-28.370723211284293,-45.677426368577486,-0.0,-0.0,-73.24543804934449
154,-23.64039596941886,-46.391326057306344,-0.0,-0.0,-69.25533017081945
155,-16.25569716338218,-47.34447909433277,-0.0,-0.0,-65.77478727069868
156,-14.296003359096614,-47.54188268479202,-0.0,-0.0,-63.903787786441335
157,-13.20600867233125,-48.049757895148296,-0.0,-0.0,-62.870048412013695
158,-14.6884750827152,-48.564169628748736,-0.0,-0.0,-63.336818943064934
159,-16.265513650561218,-48.65563409283515,-0.0,-0.0,-64.11718183296483
160,-17.47718352582495,-47.889725430271604,-0.0,-0.0,-64.56301265081957
161,-17.475928450908327,-47.909694408859885,-0.0,-0.0,-64.58172945526934
162,-16.328023945652845,-48.584477189733114,-0.0,-0.0,-64.10853386250719
163,-14.730274259304437,-49.02356913227211,-0.0,-0.0,-62.94969047065226
164,-11.577595283133526,-49.003040738435956,-0.0,-0.0,-59.7759373118107
165,-4.854720205400177,-48.839185076703906,-0.0,-0.0,-52.887793223161964
166,-0.0,-48.85963097403069,-2.9610426460565122,-0.0,-45.09034592424208
167,-0.0,-48.63529077214284,-5.304389327662221,-0.0,-42.52178295246291
168,-0.0,-48.74730572603054,-5.466313072494515,-0.0,-42.47185606352266
169,-0.0,-48.543872271332965,-3.3093524572497373,-0.0,-44.4260607254621
170,-0.0,-48.220497363657124,-0.5283684649114235,-0.0,-46.88444050808397
171,-4.917823915996067,-46.95261984680882,-0.0,-0.0,-51.06389260804099
172,-16.449684431074935,-46.29536837455631,-0.0,-0.0,-61.94073251683838
173,-32.027613843006925,-45.8949426192328,-0.0,-0.0,-77.12028669387318
174,-35.26553176741704,-46.40093497051258,-0.0,-0.0,-80.86458322172129
175,-30.904738854514196,-47.63103704747648,-0.0,-0.0,-77.73357197610206
176,-25.680652695721925,-48.19031393559022,-0.0,-0.0,-73.0682337683097
177,-22.139569384683874,-48.79832413043335,-0.0,-0.0,-70.13479162605107
178,-19.276915987135965,-49.30171690175337,-0.0,-0.0,-67.77521070473843
179,-14.885829853407024,-48.992780416885196,-0.0,-0.0,-63.07447767296261
180,-7.200701577023679,-49.15725598666999,-0.0,-0.0,-59.94732864800844
181,-4.913118440705794,-49.50897601954623,-0.0,-0.0,-59.05405211528786
182,-8.642440163478554,-49.23974267243687,-0.0,-0.0,-59.6306426892314
183,-12.267424557348413,-49.281048411634764,-0.0,-0.0,-61.38751140507816
184,-15.287374443021143,-48.93127269488549,-0.0,-0.0,-63.4145695184325
185,-17.137695257033464,-47.591388094439786,-0.0,-0.0,-63.92508714372033
186,-17.982561663507525,-45.545631901218705,-0.0,-0.0,-62.724003680589306
187,-16.603457637687107,-45.592648808621796,-0.0,-0.0,-61.39169274386382
188,-14.745331081194017,-46.7581527648225,-0.0,-0.0,-60.69894982762522
189,-6.52102322379298,-48.119974219782165,-0.0,-0.0,-53.83510153094503
190,-0.0,-48.564169628748736,-1.49644047216065,-0.0,-46.25985285441273
191,-0.0,-48.78811531620688,-3.835039055865991,-0.0,-44.14452332450514
192,-0.0,-48.89031911726643,-5.049396861743226,-0.0,-43.03198626481962
193,-0.0,-48.98252267789982,-5.357377261852172,-0.0,-42.8161327485536
194,-0.0,-49.0954999732504,-0.5662966814210435,-0.0,-47.72175895650818
195,-8.088695435989727,-49.446688488727794,-0.0,-0.0,-56.730103180444345
196,-19.237033561266614,-48.89031911726643,-0.0,-0.0,-67.32386664537214
197,-17.177272514072925,-49.29138135434526,-0.0,-0.0,-65.66492550039113
198,-19.378668516037592,-50.390984752410134,-0.0,-0.0,-68.96639554956452
199,-16.007556223174255,-51.73873776327346,-0.0,-0.0,-66.94275335572688
200,-12.647493155242323,-51.82646021936433,-0.0,-0.0,-63.66991664113741
201,-10.149914676984459,-51.55291949289135,-0.0,-0.0,-60.89833506529928
202,-9.339009226056916,-51.0649067486514,-0.0,-0.0,-59.599185137138896
203,-7.339104869470461,-50.16872359958214,-0.0,-0.0,-56.7025421734973
204,-3.8401364795549426,-50.66780759750309,-0.0,-0.0,-55.29312770053583
205,-3.0859845673047914,-51.32448569585361,-0.0,-0.0,-56.20300880311537
206,-6.358474040031375,-51.73873776327346,-0.0,-0.0,-57.365874025479
207,-6.81628200128042,-51.05412525292106,-0.0,-0.0,-57.06519363150259
208,-10.793432505100967,-50.74264894670486,-0.0,-0.0,-60.73155315788986
209,-12.609913742734555,-50.126521867819605,-0.0,-0.0,-61.932113866426164
210,-12.20029518270794,-49.81136551774721,-0.0,-0.0,-61.20721522481559
211,-12.697982058863872,-49.29138135434526,-0.0,-0.0,-61.18491408804098
212,-11.312700925625386,-48.89031911726643,-0.0,-0.0,-59.398252449832256
213,-4.161037330483275,-49.04410786548812,-0.0,-0.0,-52.398918488069306
214,-0.0,-48.869857781386926,-0.9461654552074847,-0.0,-47.11607233344031
215,-0.0,-48.361654228398685,-4.901598618791404,-0.0,-42.650983750104224
216,-0.0,-48.119974219782165,-4.324817242549777,-0.0,-42.98620478947297
217,-0.0,-48.85963097403069,-3.754252636646939,-0.0,-44.296876338202715
218,-0.10937937619034699,-48.30109768489337,-0.0,-0.0,-47.6029986458867
219,-3.814266802008966,-48.839185076703906,-0.0,-0.0,-51.847093124340816
220,-15.105806493088032,-48.260777295950106,-0.0,-0.0,-62.562367266189455
221,-27.069102634205695,-48.432418926925465,-0.0,-0.0,-74.69898117610431
222,-33.019341149936274,-48.180257840602025,-0.0,-0.0,-80.39766929348217
223,-30.154115624788147,-48.40207596681461,-0.0,-0.0,-77.75398983399994
224,-26.967770863377567,-48.220497363657124,-0.0,-0.0,-74.38569152276607
225,-23.558639178073285,-48.44253832832597,-0.0,-0.0,-71.19821294789179
226,-17.940357871844604,-48.82896598522157,-0.0,-0.0,-67.37331500939315
227,-15.5446605227513,-49.19847854710422,-0.0,-0.0,-63.93914508594757
228,-14.101332683627582,-49.57135790134703,-0.0,-0.0,-62.87925406072629
229,-12.816811625029345,-49.9581411389495,-0.0,-0.0,-61.970637515647134
230,-13.232406920147604,-50.00017249208634,-0.0,-0.0,-62.42834069215318
231,-13.3979501722322,-50.263833770349905,-0.0,-0.0,-62.85761597277913
232,-14.99233133836593,-50.44407843289949,-0.0,-0.0,-64.63252423390557
233,-15.772376632014513,-49.895173722988694,-0.0,-0.0,-64.86370044992731
234,-15.37032115139715,-49.488203034068064,-0.0,-0.0,-64.05454841933387
235,-13.284610469266347,-49.415580052842195,-0.0,-0.0,-61.89586266014071
236,-10.655004575956582,-49.36378492782379,-0.0,-0.0,-59.21398797545258
237,-3.7994274252300073,-49.20879067981651,-0.0,-0.0,-52.20194458753853
238,-0.0,-49.126366313889484,-3.3171443838577375,-0.0,-45.00095074523359
239,-0.0,-49.3120550546261,-6.115627150574561,-0.0,-42.387260541642185
240,-0.0,-49.11607494223326,-4.087821120875304,-0.0,-44.21972607008347
241,-0.0,-49.16755773274473,-2.8090844406658917,-0.0,-45.550377181499194
242,-0.2538758955138931,-48.89031911726643,-0.0,-0.0,-48.33692451532313
243,-4.654328778000831,-48.79832413043335,-0.0,-0.0,-52.64648452935306
244,-15.396216066843337,-48.70653716644518,-0.0,-0.0,-63.29865693938257
245,-28.298166362820716,-48.35155513556963,-0.0,-0.0,-75.84731163205353
246,-35.562622431509176,-47.899708668559086,-0.0,-0.0,-82.6606203243814
247,-33.058211834857765,-47.72039247877772,-0.0,-0.0,-79.9766325051359
248,-29.320442831719106,-47.80994950862827,-0.0,-0.0,-76.32803593489176
249,-25.547560962645242,-47.889725430271604,-0.0,-0.0,-72.6345008612878
250,-21.108224743853206,-48.33136455483489,-0.0,-0.0,-68.63628658019915
251,-17.611410977918887,-48.79832413043335,-0.0,-0.0,-65.60599790142496
252,-15.326440288583058,-49.43631639489634,-0.0,-0.0,-63.958765804616256
253,-13.784911535523335,-49.80090139544374,-0.0,-0.0,-63.03608201058822
254,-14.260857392753822,-50.15816916355424,-0.0,-0.0,-63.614981051897615
255,-15.081269552097652,-50.11597810406342,-0.0,-0.0,-64.39332497097283
256,-15.744808953916376,-49.76952488094536,-0.0,-0.0,-64.71046033388856
257,-15.637355929055438,-49.42594691652462,-0.0,-0.0,-64.25935923923062
258,-15.656852301007717,-48.584477189733114,-0.0,-0.0,-63.437255517055874
259,-15.397187463811846,-48.25070352191904,-0.0,-0.0,-62.84372074103718
260,-12.712368566057322,-47.413458063329784,-0.0,-0.0,-59.32104484312652
261,-5.885312353885311,-47.23632715348498,-0.0,-0.0,-52.315392993124256
262,-0.0,-46.04183210226496,-0.0,-0.0,-45.23363558491544
263,-0.0,-45.26654519144395,-1.4184497935902485,-0.0,-43.03916193459631
264,-5.297646781088574,-45.7057276605126,-0.0,-0.0,-50.196603114795685
265,-6.201900567055084,-45.85702440364826,-0.0,-0.0,-51.25242067613297
266,-9.598550686773919,-45.330103426109034,-0.0,-0.0,-54.12282232815128
267,-12.38951652586018,-45.16228383283861,-0.0,-0.0,-56.7465229264199
268,-25.16217363841824,-45.19020182999284,-0.0,-0.0,-69.54919613901806
269,-37.05255881558115,-44.9119526433839,-0.0,-1.5527992930888956,-82.71560514705175
270,-37.05255881558115,-45.10651001648793,-0.0,-8.822168001690827,-90.18017389688835
271,-37.05255881558115,-45.13438656766452,-0.0,-8.16215207841833,-89.54798428269982
272,-37.05255881558115,-44.84732448122242,-0.0,-3.214957699918827,-84.31328260782381
273,-35.25003438967493,-45.56443166626964,-0.0,-0.0,-80.01249784883784
274,-30.879877645500436,-45.74349551565331,-0.0,-0.0,-77.27278620620766
275,-26.376417120060907,-46.08510006341715,-0.0,-0.0,-73.79351006662704
276,-21.25922004283806,-46.199649204720565,-0.0,-0.0,-71.40241705611226
277,-19.32556413377486,-46.410546276487615,-0.0,-0.0,-70.41575233453429
278,-20.91334016184966,-46.68063714033647,-0.0,-0.0,-70.9134656683448
279,-23.527754413025768,-46.53571131315273,-0.0,-0.0,-70.26093374742695
280,-26.62270742638818,-46.10416785553404,-0.0,-0.0,-71.92400209408031
281,-27.270247293940656,-44.58076741676287,-0.0,-0.0,-71.04803100812313
282,-27.14792579266406,-44.30702042699303,-0.0,-0.0,-70.6519116331304
283,-24.49562115803674,-44.48929308729798,-0.0,-0.0,-68.18154881612259
284,-20.041312508380067,-44.663287696428924,-0.0,-0.0,-63.90060012266796
285,-14.004096598215845,-44.51671167385266,-0.0,-0.0,-57.715722693583544
286,-7.836095328563033,-44.416276050454684,-0.0,-0.0,-51.44591481487853
287,-5.386254696056817,-44.507569888424996,-0.0,-0.0,-49.086759983604715
288,-8.430159818814886,-45.13438656766452,-0.0,-0.0,-52.75840419792636
289,-10.184895956632602,-44.48929308729798,-0.0,-0.0,-53.86830056548072
290,-13.021861545034284,-44.672467947118136,-0.0,-0.0,-56.88908069004135
291,-15.278684172040364,-45.17158752744812,-0.0,-0.0,-59.64554930785283
292,-29.1869408438219,-44.72759711360892,-0.0,-0.0,-73.11181034603096
293,-37.05255881558115,-44.16184839580353,-0.0,-6.517255827175077,-86.93033399168584
294,-37.05255881558115,-43.93616012229755,-0.0,-14.565232186876287,-94.75323146579225
295,-37.05255881558115,-44.30702042699303,-0.0,-13.545072316699745,-94.10388520714466
296,-37.05255881558115,-44.98595055191539,-0.0,-7.357967004521811,-88.59528611636846
297,-37.05255881558115,-44.95818417242142,-0.0,-2.2809583134979476,-84.07106119390117
298,-33.70543392132881,-45.573835047074226,-0.0,-0.0,-81.19094224599215
299,-26.71905388405709,-45.82861045581573,-0.0,-0.0,-77.53484808640083
300,-22.731744723725726,-46.35291431825581,-0.0,-0.0,-75.01920753677625
301,-21.986587426050427,-47.079544935700454,-0.0,-0.0,-73.98273800939215
302,-25.047690430742833,-47.6707257177498,-0.0,-0.0,-74.50375266020123
303,-26.229055371403106,-47.7999887555369,-0.0,-0.0,-73.81418460035458
304,-29.32702323893598,-47.030678838039165,-0.0,-0.0,-75.55525939448269
305,-28.972102970390637,-46.458638722265306,-0.0,-0.0,-74.62819312665052
306,-28.764703221091597,-46.24747901884469,-0.0,-0.0,-74.20958498651734
307,-26.829286972212152,-45.58324076096619,-0.0,-0.0,-71.60961519674964
308,-22.431039479025657,-45.4799061164903,-0.0,-0.0,-67.10742863293217
309,-15.96584722954082,-45.45177283158151,-0.0,-0.0,-60.613070935660495
310,-9.583345296498727,-45.26475131570065,-0.0,-0.0,-54.04224693524614
311,-6.428334831726758,-45.96139023679385,-0.0,-0.0,-51.58330216911866
312,-4.8516966795233,-45.73405003562671,-0.0,-0.0,-49.778866567344664
313,-6.961609360299526,-45.07865416134409,-0.0,-0.0,-51.233754606528436
314,-9.451826718027512,-44.856550227470336,-0.0,-0.0,-53.50240600582536
315,-12.389621413676196,-44.45276654574239,-0.0,-0.0,-56.03696579718118
316,-25.29206091763811,-44.14374212580728,-0.0,-0.0,-68.63249981068066
317,-37.05255881558115,-44.198087727497494,-0.0,-3.9866580348539173,-84.4357572398451
318,-37.05255881558115,-44.216220799486806,-0.0,-11.188416058559866,-91.65624731621273
319,-37.05255881558115,-43.99921278835278,-0.0,-10.87685286493668,-91.12763550857382
320,-37.05255881558115,-44.14374212580728,-0.0,-5.809643648698625,-86.20455335217311
321,-35.54378837447742,-45.2927454842555,-0.0,-0.0,-81.97228259904153
322,-27.819926810530774,-46.71937562568104,-0.0,-0.0,-79.0654565234904
323,-20.843150635581875,-48.0798355128094,-0.0,-0.0,-75.53377481110982
324,-16.050329873800642,-49.66510799754147,-0.0,-0.0,-72.8539278031249
325,-14.326445768542364,-51.50931420814268,-0.0,-0.0,-72.10876500600453
326,-15.414881441485036,-52.92696277532458,-0.0,-0.0,-72.360690506153
327,-18.08260609668838,-53.18664328486349,-0.0,-0.0,-71.83025796347454
328,-21.22479918410137,-52.334348569921396,-0.0,-0.0,-72.75637708820369
329,-23.995759995648058,-49.83230169323871,-0.0,-0.0,-73.02532364159023
330,-24.26413289711133,-48.5235851114973,-0.0,-0.0,-71.98485239786095
331,-21.93836694323811,-48.08986641485459,-0.0,-0.0,-69.22501059090851
332,-18.64797096944757,-47.167657821071224,-0.0,-0.0,-65.01180157660761
333,-13.7247743666086,-46.06604175101147,-0.0,-0.0,-58.98597230465894
334,-7.595548091914722,-45.68685779111237,-0.0,-0.0,-52.47619744301781
335,-4.647961432966105,-45.715166108736085,-0.0,-0.0,-49.55618861939221
336,-3.795573245265487,-45.536235515621,-0.0,-0.0,-48.52459039741426
337,-3.9878228575990633,-45.51744973490434,-0.0,-0.0,-48.69810207269366
338,-5.93216738350135,-45.66799728658103,-0.0,-0.0,-50.79354570364121
339,-9.974330382398719,-45.05081898428602,-0.0,-0.0,-54.21933894136228
340,-22.208394026987495,-45.18089352627729,-0.0,-0.0,-66.5856951933482
341,-35.64024704034957,-45.143683353612936,-0.0,-0.0,-79.98195912057317
342,-37.05255881558115,-45.30208149868903,-0.0,-4.333468094865154,-85.88668959371972
343,-36.031439918565646,-45.58324076096619,-0.0,-0.0,-80.81279206729185
344,-33.11436057901065,-45.7057276605126,-0.0,-0.0,-78.01791447892961
345,-28.294153949687484,-46.787261012838954,-0.0,-0.0,-75.03858218779797
346,-23.638765156847292,-47.423322061665885,-0.0,-0.0,-73.0422676429069
347,-18.41718946275143,-48.119974219782165,-0.0,-0.0,-69.7408332175219
348,-14.625140289033986,-48.41218774691509,-0.0,-0.0,-67.38388898610394
349,-12.837230741539635,-49.05438111126459,-0.0,-0.0,-66.44832064724329
350,-13.15750294254238,-49.22942274171775,-0.0,-0.0,-64.94951179665638
351,-17.389640553554777,-49.270718072855075,-0.0,-0.0,-65.88992302236477
352,-19.30587696928648,-48.78811531620688,-0.0,-0.0,-67.29050149810598
353,-20.229788527463768,-47.79003049714686,-0.0,-0.0,-67.2163176431274
354,-20.36758099401029,-47.05999117544584,-0.0,-0.0,-66.62398538383887
355,-18.94712818293044,-47.34447909433277,-0.0,-0.0,-65.48785230764392
356,-16.417471712915642,-47.25596903339102,-0.0,-0.0,-62.86927468683336
357,-11.61325355214862,-46.50679109177222,-0.0,-0.0,-57.31488051184633
358,-5.123744656118156,-46.30495339830784,-0.0,-0.0,-50.62203568732546
359,-2.9545060573452773,-46.33372278726239,-0.0,-0.0,-48.480998408557234
360,-0.8553642921686162,-46.429776069528586,-0.0,-0.0,-46.47733007223445
