,dec air heat pump,dec pellet boiler,dec ground heat pump
231,2.7389412,0.9,2.930432
232,2.7195392,0.9,2.9301093
233,2.705789,0.9,2.9299686
234,2.7037733,0.9,2.929643
235,2.7022967,0.9,2.9295032
236,2.6969929,0.9,2.929189
237,2.6939692,0.9,2.9290462
238,2.7010293,0.9,2.928892
239,2.6941538,0.9,2.928566
240,2.6962094,0.9,2.9284234
241,2.6848512,0.9,2.9280977
242,2.6810045,0.9,2.927955
243,2.67659,0.9,2.9276292
244,2.662672,0.9,2.9274833
245,2.646287,0.9,2.9273405
246,2.640564,0.9,2.9270148
247,2.6424093,0.9,2.9268692
248,2.6472504,0.9,2.92655
249,2.6651149,0.9,2.9264069
250,2.6790915,0.9,2.9262495
251,2.701346,0.9,2.925921
252,2.715504,0.9,2.9257753
253,2.7291055,0.9,2.9254477
254,2.7279696,0.9,2.9252987
255,2.7153935,0.9,2.9249735
256,2.700494,0.9,2.9248254
257,2.6703858,0.9,2.924497
258,2.6570525,0.9,2.924348
259,2.6288874,0.9,2.924029
260,2.6232142,0.9,2.92388
261,2.5865674,0.9,2.9235528
262,2.578568,0.9,2.9235728
263,2.5679622,0.9,2.9232442
264,2.5745158,0.9,2.9230933
265,2.553585,0.9,2.9227653
266,2.5480125,0.9,2.922614
267,2.5495782,0.9,2.9222827
268,2.5401344,0.9,2.9221346
269,2.5466228,0.9,2.9218016
270,2.5505013,0.9,2.9216495
271,2.5426807,0.9,2.9213276
272,2.566673,0.9,2.9209964
273,2.5737877,0.9,2.9208453
274,2.5841527,0.9,2.9206827
275,2.588419,0.9,2.9203496
276,2.5958376,0.9,2.920013
277,2.6052556,0.9,2.9198623
278,2.600874,0.9,2.919531
279,2.5858214,0.9,2.919378
280,2.5342937,0.9,2.9190419
281,2.5215163,0.9,2.9188898
282,2.529193,0.9,2.9185631
283,2.532506,0.9,2.918411
284,2.528609,0.9,2.918075
285,2.5267558,0.9,2.9179242
286,2.5320525,0.9,2.9174037
287,2.5551586,0.9,2.9172466
288,2.5323455,0.9,2.9169135
289,2.5363512,0.9,2.9167597
290,2.552755,0.9,2.9164205
291,2.5366924,0.9,2.9162645
292,2.5185013,0.9,2.9159284
293,2.5126562,0.9,2.9157743
294,2.5260324,0.9,2.915444
295,2.5491366,0.9,2.9151077
296,2.5467658,0.9,2.9149518
297,2.5681686,0.9,2.9146097
298,2.5758362,0.9,2.9142716
299,2.593823,0.9,2.9141147
300,2.61941,0.9,2.9137757
301,2.6406362,0.9,2.913617
302,2.645261,0.9,2.9132779
303,2.6164756,0.9,2.9129372
304,2.6010256,0.9,2.9127803
305,2.5918722,0.9,2.9124393
306,2.5678062,0.9,2.9122906
307,2.565042,0.9,2.9119496
308,2.5610309,0.9,2.9116087
309,2.5544631,0.9,2.911449
310,2.578558,0.9,2.911105
311,2.56948,0.9,2.9109461
312,2.547926,0.9,2.9106042
313,2.54145,0.9,2.9102638
314,2.5276496,0.9,2.9101017
315,2.5184824,0.9,2.9097576
316,2.5199468,0.9,2.909417
317,2.5213661,0.9,2.909254
318,2.5148635,0.9,2.9089198
319,2.5201423,0.9,2.908575
320,2.5574229,0.9,2.9084132
321,2.6066008,0.9,2.9080696
322,2.6535096,0.9,2.9077227
323,2.7102685,0.9,2.907559
324,2.7752333,0.9,2.907215
325,2.8254602,0.9,2.9068706
326,2.834884,0.9,2.9067068
327,2.805194,0.9,2.9063601
328,2.717913,0.9,2.9060135
329,2.6717734,0.9,2.9056668
330,2.6571589,0.9,2.9053285
331,2.6253428,0.9,2.9051647
332,2.584301,0.9,2.9048183
333,2.56677,0.9,2.904472
334,2.5673862,0.9,2.9041226
335,2.5602446,0.9,2.9039555
336,2.5602932,0.9,2.903606
337,2.5673862,0.9,2.9032574
338,2.547389,0.9,2.9029112
339,2.5504918,0.9,2.9027412
340,2.5500116,0.9,2.902395
341,2.5552456,0.9,2.9020436
342,2.566008,0.9,2.901887
343,2.5695975,0.9,2.901536
344,2.609146,0.9,2.9011846
345,2.6301775,0.9,2.9008353
346,2.6570525,0.9,2.9006622
347,2.6673064,0.9,2.9004922
348,2.6895213,0.9,2.9001408
349,2.69486,0.9,2.899792
350,2.697277,0.9,2.8994408
351,2.6815324,0.9,2.8992677
352,2.645021,0.9,2.8989165
353,2.6169448,0.9,2.8985646
354,2.6264744,0.9,2.8982186
355,2.6254356,0.9,2.8980489
356,2.5978155,0.9,2.8976948
357,2.590114,0.9,2.8973408
358,2.5896559,0.9,2.8969867
359,2.5945847,0.9,2.8968115
360,2.5948248,0.9,2.8964574
361,2.6048403,0.9,2.8961039
362,2.5955572,0.9,2.8957498
363,2.5768113,0.9,2.8955739
364,2.5773928,0.9,2.8952198
365,2.5823467,0.9,2.894863
366,2.5981066,0.9,2.8945174
367,2.6072798,0.9,2.894343
368,2.6206703,0.9,2.893986
369,2.6591568,0.9,2.893629
370,2.6889586,0.9,2.893273
371,2.719451,0.9,2.8930943
372,2.7654114,0.9,2.8927374
373,2.7877069,0.9,2.892382
374,2.790483,0.9,2.8920221
375,2.7689266,0.9,2.8918443
376,2.7391996,0.9,2.8914855
377,2.7120419,0.9,2.8911257
378,2.717293,0.9,2.8907785
379,2.720559,0.9,2.8905966
380,2.7182887,0.9,2.890238
381,2.7196944,0.9,2.8898797
382,2.7292404,0.9,2.889517
383,2.7343454,0.9,2.889336
384,2.7297525,0.9,2.8889775
385,2.728638,0.9,2.888616
386,2.7236094,0.9,2.8882544
387,2.72452,0.9,2.888073
388,2.7226095,0.9,2.8877115
389,2.7268775,0.9,2.887347
390,2.729731,0.9,2.886997
391,2.731327,0.9,2.8866355
392,2.7396379,0.9,2.886271
393,2.7482343,0.9,2.8860872
394,2.77898,0.9,2.885723
395,2.797231,0.9,2.8853598
396,2.8090973,0.9,2.885176
397,2.8213744,0.9,2.8848116
398,2.8197389,0.9,2.8844473
399,2.8127031,0.9,2.8840804
400,2.8029184,0.9,2.8838997
401,2.794127,0.9,2.8835335
402,2.7810814,0.9,2.8831778
403,2.767656,0.9,2.8828135
404,2.7535338,0.9,2.8824475
405,2.744161,0.9,2.882261
406,2.7387838,0.9,2.8818917
407,2.737572,0.9,2.8815246
408,2.7351403,0.9,2.881339
409,2.7291844,0.9,2.880969
410,2.7279253,0.9,2.8806028
411,2.7243643,0.9,2.8804133
412,2.7205029,0.9,2.8800476
413,2.7114465,0.9,2.8796868
414,2.708807,0.9,2.87932
415,2.71028,0.9,2.8791316
416,2.7132425,0.9,2.8787615
417,2.7284713,0.9,2.8783898
418,2.7425609,0.9,2.878021
419,2.7578273,0.9,2.8778293
420,2.7712564,0.9,2.8774605
421,2.7704291,0.9,2.8770921
422,2.7600355,0.9,2.8769002
423,2.7591472,0.9,2.876531
424,2.7504733,0.9,2.8763373
425,2.7425609,0.9,2.8759656
426,2.7222211,0.9,2.8756044
427,2.6896303,0.9,2.8754108
428,2.669831,0.9,2.875039
429,2.6741045,0.9,2.8748477
430,2.6693833,0.9,2.8742962
431,2.6627579,0.9,2.8741016
432,2.6551223,0.9,2.873727
433,2.6357384,0.9,2.8735328
434,2.627186,0.9,2.8731616
435,2.6188884,0.9,2.8729677
436,2.5789034,0.9,2.8725905
437,2.5528133,0.9,2.872216
438,2.572628,0.9,2.871851
439,2.597725,0.9,2.8716536
440,2.584619,0.9,2.8712802
441,2.6354885,0.9,2.870906
442,2.6899228,0.9,2.8705268
443,2.7433827,0.9,2.8703294
444,2.7953398,0.9,2.8699532
445,2.8356614,0.9,2.8697557
446,2.8522038,0.9,2.8693798
447,2.836907,0.9,2.8691802
448,2.7702918,0.9,2.8688033
449,2.7323432,0.9,2.8686037
450,2.72462,0.9,2.8682358
451,2.7324772,0.9,2.8680367
452,2.7333157,0.9,2.8676598
453,2.7424595,0.9,2.8674603
454,2.7626243,0.9,2.8670785
455,2.7727492,0.9,2.866879
456,2.7683544,0.9,2.866497
457,2.7630692,0.9,2.8662977
458,2.752343,0.9,2.8659189
459,2.7349386,0.9,2.8657165
460,2.7289953,0.9,2.8653378
461,2.7145765,0.9,2.8651357
462,2.7100267,0.9,2.864762
463,2.7130542,0.9,2.8643801
464,2.7213674,0.9,2.864179
465,2.721146,0.9,2.8637993
466,2.7242427,0.9,2.863595
467,2.7399182,0.9,2.86339
468,2.750916,0.9,2.8630083
469,2.7282476,0.9,2.862804
470,2.734815,0.9,2.8625987
471,2.692687,0.9,2.8622172
472,2.687228,0.9,2.8618338
473,2.6628208,0.9,2.8616285
474,2.6588821,0.9,2.8612552
475,2.6418142,0.9,2.861051
476,2.6346488,0.9,2.8606699
477,2.6352508,0.9,2.8604646
478,2.634234,0.9,2.8602576
479,2.6294546,0.9,2.859871
480,2.6210394,0.9,2.859666
481,2.6204963,0.9,2.8592818
482,2.6195736,0.9,2.8590746
483,2.6053767,0.9,2.8588707
484,2.5889678,0.9,2.8584836
485,2.5766633,0.9,2.8582764
486,2.5597105,0.9,2.8580806
487,2.548032,0.9,2.8576965
488,2.5522537,0.9,2.8573072
489,2.5818815,0.9,2.8571002
490,2.5932827,0.9,2.8568923
491,2.6240153,0.9,2.8565063
492,2.6465695,0.9,2.8562992
493,2.6525102,0.9,2.85591
494,2.6542268,0.9,2.8557024
495,2.6466537,0.9,2.8554955
496,2.6431503,0.9,2.8551064
497,2.639667,0.9,2.8548996
498,2.6425862,0.9,2.854701
499,2.6515005,0.9,2.854314
500,2.6495147,0.9,2.8541071
501,2.6505446,0.9,2.8537183
502,2.6418252,0.9,2.8535087
503,2.6412306,0.9,2.8532987
504,2.6478477,0.9,2.8529122
505,2.6538472,0.9,2.8527024
506,2.657254,0.9,2.8523166
507,2.6635852,0.9,2.85211
508,2.6643386,0.9,2.8517213
509,2.664318,0.9,2.8515117
510,2.6611567,0.9,2.851313
511,2.657402,0.9,2.8509269
512,2.6602774,0.9,2.850717
513,2.6614852,0.9,2.8503284
514,2.6572013,0.9,2.8502977
515,2.6572957,0.9,2.8499124
516,2.6640105,0.9,2.8497028
517,2.6717844,0.9,2.8493145
518,2.6743836,0.9,2.849108
519,2.6802409,0.9,2.8487215
520,2.6870985,0.9,2.8485122
521,2.6874657,0.9,2.8481238
522,2.6886992,0.9,2.8479173
523,2.6930351,0.9,2.8475428
524,2.6945343,0.9,2.8473334
525,2.6943603,0.9,2.8469481
526,2.6976473,0.9,2.8467274
527,2.7062278,0.9,2.8463395
528,2.705987,0.9,2.846133
529,2.703796,0.9,2.8457503
530,2.6999812,0.9,2.845541
531,2.70198,0.9,2.8453345
532,2.6923728,0.9,2.8449488
533,2.6990857,0.9,2.8447425
534,2.7023513,0.9,2.844358
535,2.7068095,0.9,2.8441596
536,2.7109184,0.9,2.8439524
537,2.715007,0.9,2.8435712
538,2.736888,0.9,2.8433535
539,2.75569,0.9,2.842968
540,2.7718077,0.9,2.8427618
541,2.77421,0.9,2.8423796
542,2.7704635,0.9,2.8421733
543,2.7656527,0.9,2.8419693
544,2.7501907,0.9,2.8415847
545,2.737471,0.9,2.841379
546,2.6948502,0.9,2.8409996
547,2.6952953,0.9,2.8408048
548,2.6762047,0.9,2.8404198
549,2.6764407,0.9,2.8402166
550,2.6538258,0.9,2.8398232
551,2.6492949,0.9,2.8396204
552,2.6551437,0.9,2.8392382
553,2.6881576,0.9,2.8390343
554,2.6884713,0.9,2.8386533
555,2.6598754,0.9,2.8384495
556,2.6567783,0.9,2.8380685
557,2.6395116,0.9,2.8378649
558,2.6297855,0.9,2.837661
559,2.625188,0.9,2.8372934
560,2.6572118,0.9,2.8370905
561,2.6773407,0.9,2.836887
562,2.6885154,0.9,2.836673
563,2.7081811,0.9,2.8362913
564,2.7501686,0.9,2.8360908
565,2.7770653,0.9,2.83589
566,2.7873807,0.9,2.8355093
567,2.7686174,0.9,2.8353088
568,2.718111,0.9,2.8349302
569,2.6843224,0.9,2.8347297
570,2.6664753,0.9,2.8345292
571,2.6573596,0.9,2.834157
572,2.6556282,0.9,2.8337784
573,2.6477737,0.9,2.833578
574,2.629703,0.9,2.8335452
575,2.5988503,0.9,2.8331687
576,2.6102934,0.9,2.8329685
577,2.6043355,0.9,2.832591
578,2.597946,0.9,2.8323905
579,2.6078575,0.9,2.8320127
580,2.6155772,0.9,2.8318121
581,2.612123,0.9,2.8314369
582,2.5827334,0.9,2.831245
583,2.5915124,0.9,2.8310475
584,2.6170065,0.9,2.8306694
585,2.6229682,0.9,2.8305528
586,2.6276386,0.9,2.830269
587,2.6374621,0.9,2.8298938
588,2.6821463,0.9,2.8296967
589,2.7141466,0.9,2.8294966
590,2.7258997,0.9,2.8291216
591,2.7135177,0.9,2.8289247
592,2.6330633,0.9,2.8287244
593,2.6167715,0.9,2.8283465
594,2.6165266,0.9,2.8281496
595,2.6269279,0.9,2.8279636
596,2.6226912,0.9,2.8275857
597,2.6093993,0.9,2.8274696
598,2.6128254,0.9,2.8271806
599,2.6072292,0.9,2.826806
600,2.6032646,0.9,2.8266058
601,2.5980868,0.9,2.8264089
602,2.593162,0.9,2.8260362
603,2.589037,0.9,2.8258364
604,2.5906239,0.9,2.8256395
605,2.5950358,0.9,2.825265
606,2.5851355,0.9,2.825068
607,2.576496,0.9,2.8248794
608,2.620127,0.9,2.824507
609,2.6542473,0.9,2.8242102
610,2.650303,0.9,2.8241
611,2.6772342,0.9,2.8237245
612,2.7126908,0.9,2.8235278
613,2.736865,0.9,2.8233309
614,2.7527049,0.9,2.8229568
615,2.7432814,0.9,2.8227599
616,2.6954155,0.9,2.8225653
617,2.6549323,0.9,2.8221881
618,2.647523,0.9,2.8219914
619,2.6492107,0.9,2.821806
620,2.6497984,0.9,2.8214316
621,2.650838,0.9,2.8212352
622,2.6542053,0.9,2.8210273
623,2.645063,0.9,2.8206534
624,2.6389492,0.9,2.8204556
625,2.630602,0.9,2.820259
626,2.6175075,0.9,2.8198853
627,2.60877,0.9,2.8196886
628,2.5986392,0.9,2.819492
629,2.591763,0.9,2.8191183
630,2.603335,0.9,2.8189216
631,2.6042042,0.9,2.8185558
632,2.6468418,0.9,2.8183584
633,2.6943603,0.9,2.8179848
634,2.7396595,0.9,2.8179543
635,2.7806191,0.9,2.8175807
636,2.8060641,0.9,2.8173814
637,2.8135533,0.9,2.8170075
638,2.8162107,0.9,2.816811
639,2.7994404,0.9,2.8164377
640,2.7629895,0.9,2.8162413
641,2.7358007,0.9,2.816042
642,2.7374942,0.9,2.8156686
643,2.7372694,0.9,2.8154802
644,2.752071,0.9,2.815281
645,2.7554736,0.9,2.8149076
646,2.7483697,0.9,2.814697
647,2.758192,0.9,2.8143206
648,2.760252,0.9,2.8141243
649,2.7605822,0.9,2.8139248
650,2.7467768,0.9,2.8137257
651,2.7394917,0.9,2.8133523
652,2.7328022,0.9,2.8131533
653,2.7350397,0.9,2.812954
654,2.7262547,0.9,2.8127549
655,2.7185762,0.9,2.8123899
656,2.7185326,0.9,2.8121917
657,2.7299984,0.9,2.8119922
658,2.7485504,0.9,2.8117821
659,2.7490258,0.9,2.811583
660,2.759307,0.9,2.8112068
661,2.7628527,0.9,2.8110077
662,2.760936,0.9,2.8108096
663,2.7590342,0.9,2.8106074
664,2.7491732,0.9,2.8102317
665,2.7435522,0.9,2.8100295
666,2.7301548,0.9,2.8098314
667,2.7295523,0.9,2.8096404
668,2.7282476,0.9,2.8094413
669,2.7216,0.9,2.808964
670,2.7199383,0.9,2.8088505
671,2.7154372,0.9,2.808648
672,2.7121072,0.9,2.8082736
673,2.709137,0.9,2.8080716
674,2.6929264,0.9,2.8078697
675,2.6750689,0.9,2.8076687
676,2.6704502,0.9,2.8074667
677,2.6878555,0.9,2.8072658
678,2.7048135,0.9,2.806884
679,2.7235425,0.9,2.8066912
680,2.7438784,0.9,2.8064892
681,2.767003,0.9,2.806112
682,2.8049364,0.9,2.80607
683,2.8259962,0.9,2.805692
684,2.8423185,0.9,2.805488
685,2.885632,0.9,2.8052843
686,2.912232,0.9,2.8050802
687,2.9232001,0.9,2.8047018
688,2.8922563,0.9,2.804498
689,2.8860145,0.9,2.8042932
690,2.8948698,0.9,2.8040864
691,2.8923426,0.9,2.8038907
692,2.8986695,0.9,2.8036869
693,2.89693,0.9,2.8034801
694,2.8943257,0.9,2.8032622
695,2.9020538,0.9,2.8030581
696,2.8930976,0.9,2.8028514
697,2.8865943,0.9,2.8026447
698,2.8861752,0.9,2.802438
699,2.8797326,0.9,2.8022313
700,2.8782716,0.9,2.8020246
701,2.8839788,0.9,2.8016384
702,2.8782716,0.9,2.8014317
703,2.8709917,0.9,2.8012333
704,2.8546484,0.9,2.8010237
705,2.8615036,0.9,2.800817
706,2.8704286,0.9,2.8005972
707,2.8758662,0.9,2.8003874
708,2.8809385,0.9,2.8001776
709,2.8859894,0.9,2.799966
710,2.8832273,0.9,2.7997594
711,2.8686814,0.9,2.7995467
712,2.840601,0.9,2.799338
713,2.8014073,0.9,2.7991233
714,2.775015,0.9,2.7989142
715,2.7668085,0.9,2.7987106
716,2.7350283,0.9,2.798677
717,2.7053068,0.9,2.7984626
718,2.7181008,0.9,2.7980628
719,2.67658,0.9,2.7978513
720,2.6659973,0.9,2.7976394
721,2.6510177,0.9,2.797427
722,2.655829,0.9,2.7973886
723,2.6579404,0.9,2.797174
724,2.6742764,0.9,2.7969596
725,2.687509,0.9,2.7967448
726,2.71061,0.9,2.7965295
727,2.7383347,0.9,2.7963152
728,2.7533178,0.9,2.7961087
729,2.7470033,0.9,2.7960703
730,2.7302768,0.9,2.7956657
731,2.7226439,0.9,2.7954483
732,2.7721744,0.9,2.7952316
733,2.7901347,0.9,2.7951903
734,2.7795224,0.9,2.794973
735,2.750791,0.9,2.7947552
736,2.7276356,0.9,2.794535
737,2.7051868,0.9,2.7943177
738,2.7063918,0.9,2.794274
739,2.7091804,0.9,2.7940567
740,2.7038946,0.9,2.7938454
741,2.7016184,0.9,2.793625
742,2.706008,0.9,2.7935674
743,2.705624,0.9,2.7933502
744,2.6998014,0.9,2.7931278
745,2.69405,0.9,2.7929075
746,2.7011356,0.9,2.792861
747,2.7017517,0.9,2.7926388
748,2.6937442,0.9,2.7924151
749,2.6812463,0.9,2.792193
750,2.6795177,0.9,2.7919705
751,2.678347,0.9,2.7917454
752,2.6859574,0.9,2.791706
753,2.6786404,0.9,2.7914808
754,2.683271,0.9,2.7912474
755,2.6941423,0.9,2.7910223
756,2.7088263,0.9,2.7909706
757,2.6966877,0.9,2.7907445
758,2.6972604,0.9,2.7905192
759,2.6907668,0.9,2.7902918
760,2.687612,0.9,2.7902396
761,2.6926827,0.9,2.7900143
762,2.7034059,0.9,2.789786
763,2.7139356,0.9,2.7895558
764,2.7238894,0.9,2.7895033
765,2.740384,0.9,2.7892833
766,2.7586136,0.9,2.7890449
767,2.765614,0.9,2.7889895
768,2.7597368,0.9,2.7887595
769,2.7658834,0.9,2.7885282
770,2.7707067,0.9,2.788298
771,2.7846518,0.9,2.7882435
772,2.7885642,0.9,2.7880096
773,2.8083477,0.9,2.7877793
774,2.8102393,0.9,2.7875462
775,2.809321,0.9,2.7874887
776,2.8076072,0.9,2.7872548
777,2.8218043,0.9,2.7870216
778,2.8402877,0.9,2.7867856
779,2.8524475,0.9,2.786725
780,2.8566685,0.9,2.786489
781,2.8639202,0.9,2.7862558
782,2.8549829,0.9,2.7860198
783,2.8491092,0.9,2.7859602
784,2.8344994,0.9,2.7857215
785,2.8134422,0.9,2.7854855
786,2.7939005,0.9,2.785422
787,2.790564,0.9,2.785186
788,2.7829113,0.9,2.7849479
789,2.7814007,0.9,2.7848845
790,2.773373,0.9,2.7846437
791,2.7773757,0.9,2.7845798
792,2.7763577,0.9,2.784342
793,2.775319,0.9,2.7841003
