,district elec,district heat,heat,district biomass,district biomethane,TTES,PTES
1977,172.191328,59.06419700560142,60.34997812415607,33.63,120.0,47.788299122885,47.8287618779097
1978,99.80094998803995,32.66011821735964,33.42255164136674,33.63,120.0,47.7914691378193,47.83022655500464
1979,89.87619175095126,27.794404586699983,28.477557786658622,33.63,120.0,47.79440458669998,47.831582808055586
1980,94.88603340009219,27.79719874612568,28.502544826491256,33.63,120.0,47.79719874612568,47.83287374116792
1981,98.06099807155361,27.799919131012473,28.515383233784394,33.63,120.0,47.79991913101247,47.834130551090624
1982,99.8175851459566,27.802600665412584,28.524046636876285,33.63,120.0,47.802600665412584,47.83536937479215
1983,100.78664301528438,27.80528394043303,28.521369536773665,33.63,120.0,47.80528394043303,47.83660896512728
1984,172.16461622172497,46.41792140309853,47.5783553110454,33.63,120.0,47.80802200151691,47.837873825970185
1985,172.191328,47.00417218112276,48.17712807850612,33.63,120.0,47.810963973261195,47.83923283930874
1986,172.191328,49.44537416032418,50.66659345987884,33.63,120.0,47.814404689981124,47.84082218117352
1987,172.191328,54.954102006911626,56.3122545625938,33.63,120.0,47.81813520152398,47.84254531316274
1988,172.191328,58.34381259572014,59.86759184458342,33.63,120.0,47.82193807731162,47.84430179517862
1989,172.191328,59.34413060662865,61.15475546984484,33.63,120.0,47.82585100158497,47.84610902706927
1990,172.191328,61.072126485397916,63.30984775289543,33.63,120.0,47.829781044500734,47.84792408510178
1991,172.191328,61.49065986318258,63.95844113985527,33.63,120.0,47.83379905936999,47.849779688361245
1992,172.191328,62.613510802280445,65.46687638073774,33.63,120.0,47.837910349270956,47.85167828011614
1993,172.191328,63.52351785176475,66.2981421594946,33.63,120.0,47.84206079649897,47.85359486520974
1994,172.191328,63.52351785176475,66.12180709025859,33.63,120.0,47.846187113732164,47.855500219125695
1995,172.191328,63.053823587800906,65.30580132426333,33.63,120.0,47.850340959579015,47.85741819494037
1996,172.191328,63.65822761025072,65.56205143504198,33.63,120.0,47.854605911986376,47.85938737804873
1997,172.191328,65.21009133334285,66.71177836157351,33.63,120.0,47.859049043106864,47.86143872601313
1998,172.191328,67.86348808252758,69.26873207107685,33.63,120.0,47.86348808252758,47.86348808252758
1999,172.191328,67.84930095734249,69.26072414958604,33.63,120.0,47.867561929361834,47.86536875565763
2000,172.191328,62.81334782777657,64.2391011022388,33.63,120.0,47.25205728361771,47.25721647895368
2001,94.12633238247636,33.04077430545938,33.84947081340965,33.63,120.0,47.25549668586738,47.258804447467156
2002,94.13025446072386,31.09149382780109,31.908214964426005,33.63,120.0,47.258667276140336,47.26026825289411
2003,87.04859897605853,27.261641226777208,28.019192977354546,33.63,120.0,47.26164122677721,47.26164122677721
2004,91.20577834929236,27.264482755711626,28.049212023342807,33.63,120.0,47.264482755711626,47.26295302350832
2005,94.14202167605008,27.267254215103563,28.063212104345347,33.63,120.0,47.26725421510356,47.26423243210821
2006,94.14594440804275,26.82584070550504,27.616650401139843,33.63,120.0,47.269989910132836,47.26549529122658
2007,96.68633075487199,27.272726300309273,28.076364693805825,33.63,120.0,47.27272630030927,47.266758431866414
2008,172.16461622172497,47.30483582069145,48.66211912623785,33.63,120.0,47.275519257240404,47.26804764319196
2009,172.191328,47.92151679372684,49.26651390427996,33.63,120.0,47.27853951894368,47.26944172902454
2010,172.191328,50.41165007019793,51.81677500631493,33.63,120.0,47.281887153812775,47.27098686414351
2011,172.191328,54.26217943208223,55.78332502144434,33.63,120.0,47.28537858762324,47.272598307081836
2012,172.191328,55.98082582004312,57.6295542982668,33.63,120.0,47.288988845047776,47.27426452361247
2013,172.191328,57.443891287989324,59.41334485354993,33.63,120.0,47.292702990908296,47.275978614584055
2014,172.191328,58.734725685072256,61.158554274808075,33.63,120.0,47.29646676564704,47.277715535020725
2015,172.191328,59.40789925199098,62.16782953204569,33.63,120.0,47.30028083334669,47.27947558843748
2016,172.191328,60.06146756980444,63.11249262228241,33.63,120.0,47.304159171034165,47.28126522111092
2017,172.191328,60.88973434119734,63.93559438912482,33.63,120.0,47.30810601639774,47.28308638440966
2018,172.191328,61.779726578301215,64.55414840317744,33.63,120.0,47.312122194079976,47.28493945451817
2019,172.191328,62.68006670172254,65.0967156384961,33.63,120.0,47.316220653712826,47.2868304014318
2020,172.191328,63.79316518258569,65.82708344187228,33.63,120.0,47.32039466098931,47.28875611307373
2021,172.191328,64.83984630016134,66.4762336162745,33.63,120.0,47.32466097624219,47.290724316180295
2022,172.191328,66.17784604923506,67.71871035278583,33.63,120.0,47.3288569587465,47.20157809010254
2023,172.191328,65.12766926348871,66.6967315716253,33.63,120.0,47.33279726355306,47.20339222413665
2024,172.191328,61.60878370770944,63.22030611938826,33.63,120.0,47.33648436172729,47.205089709532764
2025,82.57900763179465,28.978160156327085,29.79808957240897,33.63,120.0,47.3399061772512,47.206665001419836
2026,82.5824485533873,27.343089804466246,28.157254334093206,33.63,120.0,47.343089804466246,47.20813058614252
