,TTES
501,0.0
502,0.08943075125705491
503,2.5745793454851555
504,7.15867753820039
505,10.018242477979669
506,10.642264561480589
507,8.096592631140814
508,0.0
509,0.0
510,0.0
511,0.0
512,0.0
513,0.0
514,0.0
515,0.0
516,0.0
517,0.0
518,0.0
519,0.0
520,0.0
521,0.0
522,0.0
523,0.0
524,0.0
525,0.0
526,3.1647942986055213
527,8.47257886076686
528,14.49724009187738
529,20.703994372268422
530,21.9826641480948
531,14.243188544693396
532,0.0
533,0.0
534,0.0
535,0.0
536,0.0
537,0.0
538,0.0
539,0.0
540,0.0
541,0.0
542,0.0
543,0.0
544,0.0
545,0.0
546,0.0
547,0.0
548,0.0
549,0.0
550,1.2617539786245118
551,5.399275872770265
552,8.467064338302311
553,10.312049122945345
554,10.482206311159713
555,6.816455743632567
556,6.81581297163048
557,6.815163182318054
558,6.814509424486592
559,6.813853812889568
560,6.813211462598167
561,6.812577296035913
562,6.811947643265948
563,6.811325796716722
564,6.81072018080212
565,6.810124731836873
566,6.809533164699639
567,6.808934663226348
568,6.808316959703677
569,6.807686034734376
570,6.8070480171329715
571,6.806406368599716
572,6.805764076467877
573,6.805118639322691
574,7.559375329287887
575,10.480363209752603
576,10.47934528526535
577,10.47832357449149
578,10.477297774569715
579,10.47627856198516
580,10.475264462348013
581,10.47424822212274
582,7.244458743257547
583,5.990468243512498
584,5.9898888974032785
585,5.989311805492815
586,5.988736483346889
587,5.988164800107283
588,5.987609115899274
589,5.98706456754907
590,5.986524074075476
591,5.985979409201783
592,5.985406388716364
593,5.984827445064141
594,5.984248467183489
595,5.983673370995877
596,5.983096776062133
597,5.9825153247169895
598,5.981935201240927
599,6.141405097497873
600,6.140805914883833
601,6.140204800640879
602,6.13960184403006
603,6.138997348091016
604,6.138393527239273
605,6.137791472644532
606,1.7935681642051076
607,0.0
608,0.0
609,0.0
610,0.0
611,0.0
612,0.0
613,0.0
614,0.0
615,0.0
616,0.0
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,1.1740599387347856
624,2.43302166808275
625,2.4327883969406874
626,1.5044982072395163
627,1.5043519377603403
628,1.5042047311525364
629,1.5040568883974639
630,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,0.0
639,0.0
640,0.0
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,4.21944854927488
647,10.458830114309912
648,19.957790724918645
649,28.044158130887382
650,34.4715926287133
651,36.67549590581068
652,28.768830053993483
653,6.68157569257043
654,0.0
655,0.0
656,0.0
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,6.985679024706762
671,16.39279768527926
672,29.174296964560888
673,41.95462736139721
674,53.01117715038681
675,60.28153209740486
676,58.38564411029236
677,44.10912623008086
678,27.277090991540042
679,13.415940749752874
680,3.8400649176125974
681,0.0
682,0.0
683,0.7006679993766127
684,4.4697337482727795
685,9.533341762685932
686,16.655039675630107
687,22.16430762021709
688,25.895151053142037
689,27.48279690331659
690,29.809961263805018
691,33.4469415383137
692,37.59993341107338
693,47.4167670468122
694,60.195906613501016
695,72.97403151554384
696,85.75109006479022
697,98.5270812792852
698,111.30202733419809
699,120.73715406911363
700,121.89915512546926
701,124.19297882562489
702,124.18278660616421
703,125.4792764051134
704,129.9844686424482
705,136.13810511863988
706,145.8170683392425
707,158.58807551555483
708,171.3580743188722
709,182.81921563240175
710,195.01836035314676
711,204.9405879862872
712,211.63583450112873
713,215.71920396231445
714,219.23503175177206
715,222.03418831007724
716,222.587836263038
717,222.587836263038
718,222.56764306648617
719,222.587836263038
720,222.587836263038
721,222.587836263038
722,222.56683425240436
723,222.587836263038
724,215.979230014495
725,199.33447536541124
726,178.15729463082405
727,159.92095672647986
728,145.36161275695582
729,133.9577798332655
730,125.64896427576082
731,119.83524070954843
732,116.914501080717
733,114.28820172320903
734,111.45858055625507
735,108.048478423474
736,102.18247275835486
737,95.48375539942171
738,88.8507166033196
739,84.11709193014994
740,81.76950086798327
741,84.49867527736444
742,93.39795571045096
743,104.69950465619202
744,112.26581885618533
745,118.46516487783715
746,121.98589336110555
747,121.97471242029899
748,112.86622347195095
749,92.04655924262622
750,64.70583878906993
751,39.7959770286757
752,18.182284044816797
753,0.1289071865856215
754,0.0
755,0.0
756,0.0
757,0.0
758,0.0
759,0.0
760,0.0
761,0.0
762,0.0
763,0.0
764,0.0
765,0.6659917815091347
766,8.253286664899418
767,18.435150375121303
768,31.216513093651365
769,42.88348662550586
770,52.46449032918373
771,58.60966102674019
772,57.15598264715582
773,45.379166482874425
774,28.53344352192598
775,13.94630800846279
776,2.34869227205027
777,0.0
778,0.0
779,0.0
780,3.3575244147074983
781,7.372589302776014
782,10.515906219245
783,12.23462854596511
784,11.406858207413135
785,10.526212629293587
786,9.675821633288676
787,8.726574145840774
788,9.807227139280643
789,16.519012097073784
790,29.09238898539931
791,29.089845982498023
792,41.87029363188309
793,42.168602039331816
794,42.16489221840482
795,42.161181049442646
796,42.15746713673328
797,34.612673971098154
798,21.756335285008383
799,11.191130003696236
800,3.776295015999793
801,0.0
802,0.0
803,6.971845391238766
804,16.894011427782537
805,26.765857120963187
806,34.75000288196862
807,41.892904743359445
808,48.346144656693944
809,52.85799171134066
810,52.853494692739524
811,52.84898271188347
812,52.84446632539168
813,52.839994126742575
814,52.83552982174139
815,52.83099705218042
816,52.826388735169935
817,52.82176786245229
818,52.81708382869532
819,52.81236547313844
820,52.807610207455404
821,46.37297673470681
822,34.38716728685195
823,24.553039333139907
824,18.079837235245012
825,15.338560805491522
826,15.337262874836417
827,15.33600253889461
828,26.11693707243651
829,38.89785323732028
830,49.48758183142603
831,58.23203223471168
832,66.3009104453895
833,72.49733162241529
834,72.49123336748859
835,72.48508331353483
836,72.47898488883557
837,72.47298853984535
838,85.25005747345607
839,98.02613387879705
840,110.80117258604568
841,123.57496064633754
842,131.44554529987954
843,131.43394177375188
844,131.42217558608098
845,123.75668747688525
846,112.50701894717584
847,102.8973935581703
848,96.5309799370261
849,94.99531591332165
850,94.98701006190161
851,94.97881985777708
852,94.97080036870678
853,94.96285031770684
854,94.95499484011748
855,104.70933027603519
856,110.56957646208566
857,110.55966360090741
858,110.54957306430518
859,110.53942371517205
860,110.5292130128458
861,110.51905026873598
862,110.50884131748282
863,110.49867691560554
864,110.48849511844791
865,110.47828800609015
866,110.46804504984316
867,110.45783851157493
868,106.21508535116614
869,103.35646701087927
870,98.49503195492927
871,95.4575458696817
872,95.44920876742137
873,95.44101095110356
874,95.43303262020727
875,105.48665981037747
876,117.3241619509214
877,128.17494098364375
878,137.46416103376714
879,146.9457450094814
880,153.0280683933996
881,157.79160011222893
882,162.36635571764646
883,166.86732286003746
884,172.79907224202074
885,184.28809750130202
886,197.05605971833498
887,209.82268243710598
888,222.587836263038
889,222.568404239203
890,222.54810291304491
891,222.52747616252495
892,216.10574092243084
893,199.61670934482896
894,177.54187197495216
895,157.86947958459396
896,140.91941145090192
897,126.97130689302105
898,122.92041713198466
899,121.69546155319952
900,118.65910448362514
901,115.98314138141265
902,114.16841432674596
903,110.7004546772549
904,104.05187052018577
905,97.03668889562391
906,90.38434025065666
907,85.30458101140218
908,82.331819556796
909,82.32427218992306
910,82.31673668730969
911,82.30915397582663
912,82.30153636675954
913,82.29389917421167
914,82.28626117639824
915,82.27864616979198
916,78.77956712408675
917,65.69104969243328
918,47.43242255752806
919,31.552749586104376
920,18.66246405026563
921,9.358897667165465
922,4.666052850210944
923,3.709332022375058
924,4.524339019151099
925,6.844597221863552
926,9.517153152536558
927,12.393600687970647
928,15.339831620135092
929,17.10933834451977
930,18.67400284539534
931,19.994516006300053
932,23.673965687355665
933,32.734336956938954
934,45.514505051641336
935,45.510613406528044
936,55.434238440516125
937,55.429296696847224
938,55.42429693387721
939,55.419262092310184
940,55.23326867836049
941,44.95721342734258
942,29.054039622807903
943,15.0953074732134
944,3.6626399023519003
945,0.0
946,0.0
947,12.143323314773795
948,24.92538974754619
949,37.70653381652967
950,50.486799498782084
951,63.26615202447649
952,72.91032550988069
953,81.53247076943495
954,86.8634502988501
955,86.8555916875384
956,86.84754003270122
957,86.83939367004744
958,86.83110899667636
959,86.82279933873535
960,86.81448821229019
961,86.8061115783394
962,86.7976594814925
963,86.78915929842627
964,85.00206768538823
965,73.59091275504943
966,57.35729954105889
967,43.66602351405522
968,34.56201290646634
969,34.55918056312609
970,44.9077083890423
971,57.687360663125666
972,70.46628096208514
973,83.24436696369563
974,96.02151552551027
975,108.79774726017031
976,120.63216242117622
977,131.17563015626826
978,138.992713956999
979,145.4726631328947
980,154.04174100533302
981,166.51226908486126
982,166.49846956772063
983,179.26756883223493
984,192.0353370927834
985,192.0191733181108
986,204.78606347221012
987,217.55191933837435
988,222.587836263038
989,216.92759596428527
990,206.13523160305397
991,197.38969227391848
992,190.7690804144774
993,185.6194981430916
994,182.52483256844943
995,184.99368631106813
996,191.56786562943827
997,202.20615082986393
998,209.97315000113664
999,213.9486533870729
1000,216.43822954157724
1001,217.56072440889508
1002,217.8367382419854
1003,218.3617966356973
1004,220.59916097591758
1005,222.587836263038
1006,222.587836263038
1007,222.56619019249683
1008,222.54437282899772
1009,222.52288486524597
1010,222.50114069931118
1011,222.47914369030133
1012,213.770832779251
1013,190.77530941881832
1014,164.27935414774345
1015,140.50801898973103
1016,121.91531000213614
1017,112.34634434440986
1018,109.7570465536036
1019,114.44652199733235
1020,124.21411311603978
1021,135.00158623371954
1022,143.91097017046624
1023,148.3277717524199
1024,146.67143273169452
1025,142.47453473404738
1026,136.43824560516046
1027,130.63680290801028
1028,124.49157398267613
1029,123.69138921863278
1030,123.67922248941345
1031,123.66689853240716
1032,123.65448442755202
1033,123.6419978725255
1034,123.46220854347746
1035,115.02155341810013
1036,97.10352359196904
1037,80.53096324520051
1038,61.067396931881355
1039,43.47242441475144
1040,29.614823021297028
1041,25.14381747149575
1042,28.375924731485803
1043,39.32385805624068
1044,52.103859452215836
1045,64.88296392528747
1046,77.66116770328888
1047,87.99031692924709
1048,90.59039181101983
1049,88.87933308033307
1050,84.84239643591437
1051,79.02866053602439
1052,73.1518287647304
1053,72.26119860026006
1054,74.49059325537606
1055,74.4832408956417
1056,74.47592248901955
1057,74.46863321932514
1058,74.46132869423171
1059,74.45398394180161
1060,65.03991402329298
1061,44.70661820802598
1062,19.66320328232584
1063,0.0
1064,0.0
1065,0.0
1066,0.0
1067,8.732982054927227
1068,20.14770087445759
1069,31.85089645839474
1070,43.43889757155942
1071,52.17513055286925
1072,55.66691799252137
1073,55.662397438702236
1074,53.49850925223964
1075,51.33556881597386
1076,50.08221531795403
1077,50.077837659659295
1078,50.07354702172711
1079,62.852235126675
1080,69.52202536666232
1081,82.2990475503008
1082,82.29197413192522
1083,82.28489103400979
1084,82.27782404872337
1085,72.72000833361268
1086,57.389150019671256
1087,43.932044017456214
1088,33.39217754894172
1089,26.087652740961314
1090,22.510107271795167
1091,21.02872412238688
1092,21.800897627641213
1093,23.87241732034755
1094,26.06459653677754
1095,27.523912694353772
1096,28.807817247578917
1097,28.80537326590999
1098,28.871129197776337
1099,28.868611970099906
1100,28.86608136125833
1101,28.8635167192741
1102,28.860957776805456
1103,28.858371565052117
1104,28.85576106440666
1105,28.853113306806282
1106,28.85043831874469
1107,28.847767663616278
1108,28.84510911961172
1109,23.347953600845376
1110,13.296085208365946
1111,5.45918754999715
1112,0.7108216353940011
1113,0.0
1114,0.0
1115,0.0
1116,0.0
1117,0.0
1118,0.0
1119,0.0
1120,0.0
1121,0.0
1122,0.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,12.782992048994592
1133,25.565090688884183
1134,38.34629181635471
1135,51.12659619227715
1136,63.90601391651243
1137,76.68455628005721
1138,89.46209607519783
1139,89.45579948193487
1140,95.68671031439408
1141,95.67997192678962
1142,95.67316592899166
1143,95.66628247097012
1144,95.65934605877541
1145,95.65226522857074
1146,95.64507695529099
1147,95.63773966707274
1148,95.63036838054124
1149,95.62293822500939
1150,95.61548410983387
1151,95.60800610543342
1152,95.60044779443308
1153,95.59285473269102
1154,95.58523106630626
1155,95.57760891339866
1156,95.57001591340952
1157,95.56240901684605
1158,95.55472623358781
1159,95.54702844307269
1160,95.53953846565047
1161,95.53211015513567
1162,95.52494856690146
1163,95.51812467504655
1164,95.51148859708205
1165,108.28801791220384
1166,121.06364858310678
1167,133.83849683699648
1168,146.61234681471947
1169,159.38550658699776
1170,172.15802071821997
1171,184.92980954614157
1172,197.70061154932577
1173,210.46973385675867
1174,210.45319238876056
1175,210.43625195756604
1176,210.4192305957388
1177,210.40211536654212
1178,210.38479533329905
1179,210.36736167815596
1180,210.34974935070676
1181,210.3320338151365
1182,210.3142182024297
1183,210.29639238908206
1184,210.27877006136862
1185,210.26135241325295
1186,210.24413030158865
1187,210.22721392767224
1188,210.2105575014787
1189,210.19398123151026
1190,210.17745869336383
1191,210.16080582699405
1192,210.14395205787946
1193,210.12638794456345
1194,210.1082278317916
1195,210.0896958230183
1196,210.07102976742112
1197,210.05226143489332
1198,210.0334493589501
1199,210.01471848415164
1200,209.9962560604276
1201,209.9781048229888
1202,209.96019166939817
1203,209.94236549944966
1204,209.92442914483362
1205,209.90643623000673
1206,209.88849610078634
1207,209.87072216637281
1208,209.85313725281748
1209,209.83596474731235
1210,209.81917930520072
1211,209.80279911255568
1212,209.78697734679903
1213,209.77141581286824
1214,209.75596767040477
1215,209.74051942361984
1216,209.7248637821636
1217,209.7090729986147
1218,209.69329135490872
1219,209.67746518361497
1220,209.66173362562816
1221,209.6458866051499
1222,209.63002637495467
1223,209.61418522627596
1224,209.59849493898673
1225,209.5829080207323
1226,209.56740235183048
1227,209.55201877206832
1228,209.53655586196558
1229,209.52077478158517
1230,209.50432837713163
1231,209.48667846060837
1232,209.46803842918052
1233,209.44947042921655
1234,209.4312997011498
1235,209.41341445371148
1236,209.39595396759162
1237,209.37869779171774
1238,209.3616108725275
1239,209.34449086967305
1240,209.3271643715635
1241,209.30962462615537
1242,209.29185902886604
1243,209.27382759004865
1244,209.25580910407584
1245,209.2377647710046
1246,209.21964178763844
1247,209.2016432212697
1248,209.18365946100184
1249,209.16537990843005
1250,209.14691991073357
1251,209.12866946689894
1252,209.11034627079903
1253,207.47309770000066
1254,200.1016488304575
1255,192.519183773327
1256,189.66772885862017
1257,189.65127080067913
1258,189.63521117165308
1259,189.6191587410419
1260,189.60321013432653
1261,189.58762504509687
1262,189.5724051992972
1263,189.55730237183909
1264,189.5422025432672
1265,189.52697723775034
1266,189.51163086598288
1267,189.49622914961589
1268,189.48070024062096
1269,189.46521840850153
1270,189.44963590811582
1271,189.4340729927945
1272,189.41855277058144
1273,189.40305985475345
1274,189.38755922273438
1275,189.37197784329067
1276,189.35616962903828
1277,189.3403015888402
1278,187.02388915662377
1279,184.41690301577378
1280,184.40141370767816
1281,184.3862809972553
1282,184.3714866778911
1283,184.35701996199845
1284,184.3429847403931
1285,184.32923041091647
1286,184.3155689617081
1287,184.30192796163942
1288,184.28796398879487
1289,184.27285544340523
1290,184.2571841082279
1291,184.2413690187516
1292,184.22550397419886
1293,184.20938280822133
1294,184.1928779890459
1295,184.17647745334784
1296,184.1599222200595
1297,184.14321495567583
1298,184.1255026010057
1299,184.10750710697715
1300,184.0895343163594
1301,179.76712960274983
1302,170.15202461866164
1303,161.47703751034928
1304,158.78597857974805
1305,158.77255829593057
1306,158.76001505249891
1307,158.7482986032368
1308,158.73723314595043
1309,171.5094729460688
1310,184.28090979369844
1311,197.05135985682796
1312,209.82038386815753
1313,222.587836263038
1314,222.587836263038
1315,222.587836263038
1316,222.57110877423275
1317,222.587836263038
1318,222.587836263038
1319,222.587836263038
1320,222.587836263038
1321,222.587836263038
1322,222.56808020896366
1323,222.54791460944932
1324,222.5276589262918
1325,214.51368514928754
1326,200.9461154186311
1327,189.4153051041724
1328,180.89034151914797
1329,178.67622190725712
1330,178.66059756413904
1331,178.64507007298408
1332,183.20401508442518
1333,195.97146316622585
1334,207.4580075340494
1335,215.17688504692808
1336,219.4790503986248
1337,222.587836263038
1338,222.587836263038
1339,222.587836263038
1340,222.587836263038
1341,222.587836263038
1342,222.587836263038
1343,222.587836263038
1344,222.587836263038
1345,222.5672860137832
1346,222.587836263038
1347,222.587836263038
1348,220.42537800108863
1349,205.85220671223175
1350,187.876275089339
1351,172.39882375879682
1352,160.73422728399007
1353,153.02582293822564
1354,150.62671286445672
1355,154.59743093673742
1356,161.9442657659465
1357,168.83053956937766
1358,175.45082531006005
1359,178.18284249040653
1360,177.05307676009218
1361,175.59732291231114
1362,173.82396037669466
1363,172.17094331997703
1364,170.58413385240175
1365,173.71913740088735
1366,182.49454513934705
1367,182.47633611905454
1368,182.4582080621857
1369,182.44016234165414
1370,181.771959677622
1371,172.4392237217316
1372,153.31060985478274
1373,135.85120900270843
1374,115.3213859181678
1375,97.07197504105713
1376,83.42958288465232
1377,77.31398154361187
1378,75.30826813804859
1379,78.0658501044976
1380,82.66090891803756
1381,84.82278751104037
1382,86.0701234060445
1383,86.7249540430297
1384,81.13511881675137
1385,73.37327253999365
1386,65.16314433330498
1387,56.54874345537734
1388,56.54333165704962
1389,56.53787035716386
1390,56.5324252962987
1391,56.5269520557813
1392,56.52145097852318
1393,56.515909779155365
1394,56.51030854916556
1395,56.50463458032432
1396,56.49888167074303
1397,56.49304277675411
1398,55.71761331331297
1399,55.71203022503659
1400,55.706711802871745
1401,55.70155852291989
1402,55.69662139584036
1403,55.691839147247805
1404,55.79350599517866
1405,56.716268443571444
1406,56.71162621637546
1407,56.70697922460736
1408,56.702222614439556
1409,56.69719823916913
1410,56.692021225141765
1411,56.68673857490145
1412,56.68137893248394
1413,56.675946349308134
1414,57.0549806739246
1415,57.04939362581977
1416,57.043751819027655
1417,57.038076704381204
1418,57.03237453467322
1419,57.02660363948571
1420,57.02082782351273
1421,57.01502304239908
1422,53.0371968557012
1423,51.54271293600174
1424,51.53773012509917
1425,51.53288841603176
1426,51.52821606250926
1427,51.52370570464582
1428,51.51931781180333
1429,51.515032709494186
1430,51.51081243450591
1431,51.50661214174427
1432,51.502284943676365
1433,51.49765575854554
1434,51.49275390525939
1435,51.487688635044606
1436,51.48265464263958
1437,51.477617298511085
1438,51.47251368722892
1439,51.46737192262427
1440,51.462135913062305
1441,51.456894883110145
1442,51.45168468782443
1443,51.44636084401637
1444,51.440961980749556
1445,51.43555822029774
1446,45.14612671358386
1447,42.049754000672266
1448,42.04569497609976
1449,42.041784929505646
1450,42.03805385625749
1451,42.03447736587448
1452,42.03100744952834
1453,42.027568807359856
1454,42.02412959511919
