,biomethane boiler,large scale heat pump,TTES charge,TTES discharge,selling,heating grid
141,0.0,18.212164359154198,0.8476485161002998,0.0,0.0,45.67493261880324
142,0.0,18.212164359154198,7.165497629615672,0.0,0.0,39.58993282886304
143,0.0,18.212164359154198,8.474063314386044,0.0,0.0,37.682684081229745
144,0.0,18.212164359154198,1.464449966739167,0.0,0.0,44.37740236314239
145,0.0,18.499512209098576,0.0,0.0,0.0,45.93324333227881
146,0.0,18.518503046811947,0.0,1.7901854040942737,0.0,47.68512802326378
147,0.0,18.518503046811947,0.0,5.7849324199285945,0.0,51.75582461194059
148,0.0,18.518503046811947,0.0,16.702487996355067,0.0,62.37991436484609
149,14.838734756935269,18.518503046811947,0.0,16.619916752320464,0.0,77.33492614661289
150,34.95524416564259,18.518503046811947,0.0,3.1008247608300223,0.0,84.41497619834841
151,34.420856855916,18.518503046811947,0.0,0.0,0.0,81.37958430313861
152,30.556942176119545,18.518503046811947,0.0,0.0,0.0,77.50615860643845
153,26.764833218192727,18.518503046811947,0.0,0.0,0.0,74.04814957977531
154,22.30226034850836,18.518503046811947,0.0,0.0,0.0,70.05854885885176
155,15.3355633616813,18.518503046811947,0.0,0.0,0.0,66.57849921281382
156,13.486795621789259,18.518503046811947,0.0,0.0,0.0,64.70778736365449
157,12.458498747482311,18.518503046811947,0.0,0.0,0.0,63.67421434489703
158,13.85705196482566,18.518503046811947,0.0,0.0,0.0,64.14090908050845
159,15.344824198642657,18.518503046811947,0.0,0.0,0.0,64.92114774343312
160,16.48790898662731,18.518503046811947,0.0,0.0,0.0,65.36690895618534
161,16.4867249536871,18.518503046811947,0.0,0.0,0.0,65.38562285977036
162,15.403796175144192,18.518503046811947,0.0,0.0,0.0,64.91250113538182
163,13.896485150287203,18.518503046811947,0.0,0.0,0.0,63.75384339162846
164,10.922259701069363,18.518503046811947,0.0,0.0,0.0,60.58063602149735
165,4.5799247220756385,18.518503046811947,0.0,0.0,0.0,53.693905282142445
166,0.0,18.518503046811947,2.9610426460565122,0.0,0.0,45.89858832804821
167,0.0,18.518503046811947,5.304389327662221,0.0,0.0,43.33090144442821
168,0.0,18.518503046811947,5.466313072494515,0.0,0.0,43.28099265360305
169,0.0,18.518503046811947,3.3093524572497373,0.0,0.0,45.234519813996144
170,0.0,18.518503046811947,0.5283684649114235,0.0,0.0,47.69212889872763
171,4.639456524524591,18.518503046811947,0.0,0.0,0.0,51.87044376280126
172,15.51857021799522,18.518503046811947,0.0,0.0,0.0,62.74505280569959
173,30.21473004057257,18.518503046811947,0.0,0.0,0.0,77.92255646217643
174,33.269369591902866,18.518503046811947,0.0,0.0,0.0,81.66646673791774
175,29.155414013692635,18.518503046811947,0.0,0.0,0.0,78.53577590192764
176,24.227030845020682,18.518503046811947,0.0,0.0,0.0,73.87096663124508
177,20.886386211965917,18.518503046811947,0.0,0.0,0.0,70.93789351519398
178,18.18576979918487,18.518503046811947,0.0,0.0,0.0,68.57863288892693
179,14.043235710761342,18.518503046811947,0.0,0.0,0.0,63.878610270343074
180,6.793114695305357,18.518503046811947,0.0,0.0,0.0,60.75199638525086
181,4.635017396892259,18.518503046811947,0.0,0.0,0.0,59.85888326898921
182,8.153245437243918,18.518503046811947,0.0,0.0,0.0,60.43536779743594
183,11.573042035234351,18.518503046811947,0.0,0.0,0.0,62.19192582914964
184,14.422051361340701,18.518503046811947,0.0,0.0,0.0,64.21864713782671
185,16.16763703493723,18.518503046811947,0.0,0.0,0.0,64.72908335146143
186,16.96468081462974,18.518503046811947,0.0,0.0,0.0,63.52819356470184
187,15.663639280836893,18.518503046811947,0.0,0.0,0.0,62.19610644626674
188,13.910689699239638,18.518503046811947,0.0,0.0,0.0,61.50348384602673
189,6.15190870169149,18.518503046811947,0.0,0.0,0.0,54.64099744363862
190,0.0,18.518503046811947,1.49644047216065,0.0,0.0,47.06772915657178
191,0.0,18.518503046811947,3.835039055865991,0.0,0.0,44.95307626039553
192,0.0,18.518503046811947,5.049396861743226,0.0,0.0,43.84092225561127
193,0.0,18.518503046811947,5.357377261852172,0.0,0.0,43.62514541606135
194,0.0,18.518503046811947,0.5662966814210435,0.0,0.0,48.52920329191783
195,7.630844750933704,18.518503046811947,0.0,0.0,0.0,57.53538392480901
196,18.148144869119445,18.518503046811947,0.0,0.0,0.0,68.12735267862111
197,16.204974069880116,18.518503046811947,0.0,0.0,0.0,66.46865386838785
198,18.28176275097886,18.518503046811947,0.0,0.0,0.0,69.76965326851558
199,15.101468135070052,18.518503046811947,0.0,0.0,0.0,67.74629398649304
200,11.931597316266341,18.518503046811947,0.0,0.0,0.0,64.47395337453064
201,9.575391204702319,18.518503046811947,0.0,0.0,0.0,61.70283416980863
202,8.810386062317844,18.518503046811947,0.0,0.0,0.0,60.40391597475063
203,6.9236838391230755,18.518503046811947,0.0,0.0,0.0,57.50782846912308
204,3.622770263731078,18.518503046811947,0.0,0.0,0.0,56.09870562007222
205,2.9113061955705577,18.518503046811947,0.0,0.0,0.0,57.00839676345359
206,5.998560415123938,18.518503046811947,0.0,0.0,0.0,58.171028098975746
207,6.430454718189075,18.518503046811947,0.0,0.0,0.0,57.87040725416697
208,10.18248349537827,18.518503046811947,0.0,0.0,0.0,61.53608145173603
209,11.896145040315618,18.518503046811947,0.0,0.0,0.0,62.736435610608545
210,11.509712436516924,18.518503046811947,0.0,0.0,0.0,62.01166070036799
211,11.979228357418746,18.518503046811947,0.0,0.0,0.0,61.98936341317879
212,10.672359363797533,18.518503046811947,0.0,0.0,0.0,60.20302004297988
213,3.925506915550259,18.518503046811947,0.0,0.0,0.0,53.205145196018115
214,0.0,18.518503046811947,0.9461654552074847,0.0,0.0,47.92369232609376
215,0.0,18.518503046811947,4.901598618791404,0.0,0.0,43.4600556096927
216,0.0,18.518503046811947,4.324817242549777,0.0,0.0,43.79515697729586
217,0.0,18.518503046811947,3.754252636646939,0.0,0.0,45.105378337457786
218,0.10318809074561036,18.518503046811947,0.0,0.0,0.0,48.41047706100854
219,3.598364907555628,18.518503046811947,0.0,0.0,0.0,52.653451878751234
220,14.250760842535879,18.518503046811947,0.0,0.0,0.0,63.366583789000224
221,25.53688927755254,18.518503046811947,0.0,0.0,0.0,75.5015215611604
222,31.150321839562523,18.518503046811947,0.0,0.0,0.0,81.19959899052769
223,28.447278891309573,18.518503046811947,0.0,0.0,0.0,78.55619159153802
224,25.441293267337326,18.518503046811947,0.0,0.0,0.0,75.18826822701662
225,22.225131300069137,18.518503046811947,0.0,0.0,0.0,72.00117750638833
226,16.92486591683453,18.518503046811947,0.0,0.0,0.0,68.17679400574399
227,14.664774078067264,18.518503046811947,0.0,0.0,0.0,64.74313906986919
228,13.303144041158095,18.518503046811947,0.0,0.0,0.0,63.68341848651221
229,12.091331721725796,18.518503046811947,0.0,0.0,0.0,62.77495276395124
230,12.483402754856229,18.518503046811947,0.0,0.0,0.0,63.232579412286775
231,12.63957563418132,18.518503046811947,0.0,0.0,0.0,63.66178394260805
232,14.143708809779177,18.518503046811947,0.0,0.0,0.0,65.4364097713004
233,14.879600596240106,18.518503046811947,0.0,0.0,0.0,65.66755035502545
234,14.500302973016177,18.518503046811947,0.0,0.0,0.0,64.85852418553216
235,12.532651386100326,18.518503046811947,0.0,0.0,0.0,62.70019052203885
236,10.051891109393,18.518503046811947,0.0,0.0,0.0,60.01878950385436
237,3.584365495500007,18.518503046811947,0.0,0.0,0.0,53.008218105028675
238,0.0,18.518503046811947,3.3171443838577375,0.0,0.0,45.80922192998944
239,0.0,18.518503046811947,6.115627150574561,0.0,0.0,43.19642790406064
240,0.0,18.518503046811947,4.087821120875304,0.0,0.0,45.02825382138485
241,0.0,18.518503046811947,2.8090844406658917,0.0,0.0,46.35847329210031
242,0.23950556180555954,18.518503046811947,0.0,0.0,0.0,49.14419501286839
243,4.390876205661161,18.518503046811947,0.0,0.0,0.0,53.452652908510935
244,14.52473213853145,18.518503046811947,0.0,0.0,0.0,64.10275323329822
245,26.696383361151618,18.518503046811947,0.0,0.0,0.0,76.64972149844604
246,33.549643803310545,18.518503046811947,0.0,0.0,0.0,83.46233110001033
247,31.186992297035626,18.518503046811947,0.0,0.0,0.0,80.7786043135431
248,27.660795124263306,18.518503046811947,0.0,0.0,0.0,77.13039234039678
249,24.101472606269095,18.518503046811947,0.0,0.0,0.0,73.43728639300564
250,19.913419569672836,18.518503046811947,0.0,0.0,0.0,69.43958929875463
251,16.614538658414045,18.518503046811947,0.0,0.0,0.0,66.40973510842899
252,14.458905932625525,18.518503046811947,0.0,0.0,0.0,64.76275668347536
253,13.004633524078617,18.518503046811947,0.0,0.0,0.0,63.84022085528022
254,13.453639049767755,18.518503046811947,0.0,0.0,0.0,64.4190265562244
255,14.227612784997785,18.518503046811947,0.0,0.0,0.0,65.19724765618808
256,14.853593352751297,18.518503046811947,0.0,0.0,0.0,65.51433383486648
257,14.752222574580601,18.518503046811947,0.0,0.0,0.0,65.06330284557411
258,14.770615378309166,18.518503046811947,0.0,0.0,0.0,64.24132949073669
259,14.525648550765892,18.518503046811947,0.0,0.0,0.0,63.647890985733
260,11.992800534016341,18.518503046811947,0.0,0.0,0.0,60.12582662932618
261,5.5521814659295385,18.518503046811947,0.0,0.0,0.0,53.121639507364456
262,0.0,18.417086589923247,0.0,0.0,0.0,46.04183210233294
263,0.0,18.212164359154198,1.4184497935902485,0.0,0.0,43.848095397765725
264,4.997779982159032,18.518503046811947,0.0,0.0,0.0,51.003374441675376
265,5.8508495915614,18.518503046811947,0.0,0.0,0.0,52.058924970682014
266,9.055236496956526,18.518503046811947,0.0,0.0,0.0,54.928654112851234
267,11.688223137603943,18.518503046811947,0.0,0.0,0.0,57.551800358627695
268,23.73789965888513,18.518503046811947,0.0,0.0,0.0,70.35237546841658
269,34.95524416564259,18.518503046811947,0.0,1.5527992930888956,0.0,83.51731075206395
270,34.95524416564259,18.518503046811947,0.0,8.822168001690827,0.0,90.98123683367403
271,34.95524416564259,18.518503046811947,0.0,8.16215207841833,0.0,90.34909746174107
272,34.95524416564259,18.518503046811947,0.0,3.214957699918827,0.0,85.11484099677786
273,33.25474942422163,18.518503046811947,0.0,0.0,0.0,80.8144660559033
274,29.131960042924938,18.518503046811947,0.0,0.0,0.0,78.07503950525488
275,24.883412377415947,18.518503046811947,0.0,0.0,0.0,74.59615626265243
276,20.055867964941566,18.518503046811947,0.0,0.0,0.0,72.20535571760315
277,18.231664277146095,18.518503046811947,0.0,0.0,0.0,71.21881753286519
278,19.729566190424208,18.518503046811947,0.0,0.0,0.0,71.7164665946709
279,22.195994729269593,18.518503046811947,0.0,0.0,0.0,71.06401912947135
280,25.11576172300772,18.518503046811947,0.0,0.0,0.0,72.7268752818668
281,25.72664839051005,18.518503046811947,0.0,0.0,0.0,71.8510147106975
282,25.611250747796284,18.518503046811947,0.0,0.0,0.0,71.45494621961056
283,23.109076564185603,18.518503046811947,0.0,0.0,0.0,68.98491424529198
284,18.906898592811384,18.518503046811947,0.0,0.0,0.0,64.70460020489716
285,13.211411885109287,18.518503046811947,0.0,0.0,0.0,58.52080827200804
286,7.392542762795314,18.518503046811947,0.0,0.0,0.0,52.25237137904424
287,5.081372354770582,18.518503046811947,0.0,0.0,0.0,49.893824584523756
288,7.952980961146118,18.518503046811947,0.0,0.0,0.0,53.56454638655647
289,9.608392411917547,18.518503046811947,0.0,0.0,0.0,54.674189043887836
290,12.284775042485172,18.518503046811947,0.0,0.0,0.0,57.694329492214855
291,14.41385299249091,18.518503046811947,0.0,0.0,0.0,60.4502716994423
292,27.53484985266217,18.518503046811947,0.0,0.0,0.0,73.91453795735096
293,34.95524416564259,18.518503046811947,0.0,6.517255827175077,0.0,87.73166303858261
294,34.95524416564259,18.518503046811947,0.0,14.565232186876287,0.0,95.55395112480322
295,34.95524416564259,18.518503046811947,0.0,13.545072316699745,0.0,94.90465155922739
296,34.95524416564259,18.518503046811947,0.0,7.357967004521811,0.0,89.39647637204399
297,34.95524416564259,18.518503046811947,0.0,2.2809583134979476,0.0,84.87264154102508
298,31.797579171064914,18.518503046811947,0.0,0.0,0.0,81.9927937979031
299,25.206654607601028,18.518503046811947,0.0,0.0,0.0,78.33707323681882
300,21.44504219219408,18.518503046811947,0.0,0.0,0.0,75.8217111209924
301,20.742063609481534,18.518503046811947,0.0,0.0,0.0,74.7853618765186
302,23.629896632776255,18.518503046811947,0.0,0.0,0.0,75.30631563955743
303,24.74439185981425,18.518503046811947,0.0,0.0,0.0,74.61682834907202
304,27.667003055599977,18.518503046811947,0.0,0.0,0.0,76.35770207700648
305,27.33217261357607,18.518503046811947,0.0,0.0,0.0,75.43074169268142
306,27.136512472727922,18.518503046811947,0.0,0.0,0.0,75.01218223998578
307,25.310648086992597,18.518503046811947,0.0,0.0,0.0,72.4125277330964
308,21.161357999080806,18.518503046811947,0.0,0.0,0.0,67.91094559550245
309,15.062120027868698,18.518503046811947,0.0,0.0,0.0,61.41762006118888
310,9.040891789149743,18.518503046811947,0.0,0.0,0.0,54.84809661217596
311,6.064466822383734,18.518503046811947,0.0,0.0,0.0,52.38972506852923
312,4.577072339172925,18.518503046811947,0.0,0.0,0.0,50.585746715151224
313,6.567556000282572,18.518503046811947,0.0,0.0,0.0,52.04026352164106
314,8.91681765851652,18.518503046811947,0.0,0.0,0.0,54.30837694548641
315,11.688322088373768,18.518503046811947,0.0,0.0,0.0,56.842387959411326
316,23.860434827960482,18.518503046811947,0.0,0.0,0.0,69.43580304340661
317,34.95524416564259,18.518503046811947,0.0,3.9866580348539173,0.0,85.23730457802151
318,34.95524416564259,18.518503046811947,0.0,11.188416058559866,0.0,92.4571956736148
319,34.95524416564259,18.518503046811947,0.0,10.87685286493668,0.0,91.92862446888851
320,34.95524416564259,18.518503046811947,0.0,5.809643648698625,0.0,87.00594459004827
321,33.5318758249787,18.518503046811947,0.0,0.0,0.0,82.77405867409091
322,26.24521397219884,18.518503046811947,0.0,0.0,0.0,79.86752101775892
323,19.663349656209316,18.518503046811947,0.0,0.0,0.0,76.33621991883567
324,15.141820635660983,18.518503046811947,0.0,0.0,0.0,73.65668660840815
325,13.515514875983362,18.518503046811947,0.0,0.0,0.0,72.91161523164729
326,14.542340982533052,18.518503046811947,0.0,0.0,0.0,73.16350961281066
327,17.059062355366397,18.518503046811947,0.0,0.0,0.0,72.63314284570399
328,20.023395456699404,18.518503046811947,0.0,0.0,0.0,73.55914775406276
329,22.637509429856657,18.518503046811947,0.0,0.0,0.0,73.82806168896465
330,22.89069141236918,18.518503046811947,0.0,0.0,0.0,72.78771800863991
331,20.69657258796048,18.518503046811947,0.0,0.0,0.0,70.02823335805282
332,17.592425442875065,18.518503046811947,0.0,0.0,0.0,65.81562879048326
333,12.94790034585717,18.518503046811947,0.0,0.0,0.0,59.79081611764424
334,7.165611407466718,18.518503046811947,0.0,0.0,0.0,53.2824058830816
335,4.384869276383118,18.518503046811947,0.0,0.0,0.0,50.363127541778454
336,3.5807294766655535,18.518503046811947,0.0,0.0,0.0,49.33180876097689
337,3.762097035470814,18.518503046811947,0.0,0.0,0.0,49.505272592523994
338,5.596384324057878,18.518503046811947,0.0,0.0,0.0,51.6001646700553
339,9.409745643772377,18.518503046811947,0.0,0.0,0.0,55.02514936662542
340,20.951315119799524,18.518503046811947,0.0,0.0,0.0,67.38928755328119
341,33.62287456636752,18.518503046811947,0.0,0.0,0.0,80.78393039402765
342,34.95524416564259,18.518503046811947,0.0,4.333468094865154,0.0,86.68810840919444
343,33.991924451477026,18.518503046811947,0.0,0.0,0.0,81.61468067944989
344,31.239962810387404,18.518503046811947,0.0,0.0,0.0,78.82008823959745
345,26.692598065742906,18.518503046811947,0.0,0.0,0.0,75.84108355544531
346,22.30072184608235,18.518503046811947,0.0,0.0,0.0,73.84500364250229
347,17.374707040331536,18.518503046811947,0.0,0.0,0.0,70.5439870586682
348,13.797302159466025,18.518503046811947,0.0,0.0,0.0,68.18736648225868
349,12.110595039188334,18.518503046811947,0.0,0.0,0.0,67.251933057345
350,12.41273862503998,18.518503046811947,0.0,0.0,0.0,65.75334853840539
351,16.40532127693847,18.518503046811947,0.0,0.0,0.0,66.6936178009158
352,18.213091480458942,18.518503046811947,0.0,0.0,0.0,68.093992285548
353,19.084706157984687,18.518503046811947,0.0,0.0,0.0,68.0198190246351
354,19.2146990509531,18.518503046811947,0.0,0.0,0.0,67.42757216944298
355,17.87464922917966,18.518503046811947,0.0,0.0,0.0,66.29160727734786
356,15.48818086124117,18.518503046811947,0.0,0.0,0.0,63.673440746280825
357,10.955899577498698,18.518503046811947,0.0,0.0,0.0,58.120044643839044
358,4.833721373696373,18.518503046811947,0.0,0.0,0.0,51.42869805440146
359,2.7872698654200727,18.518503046811947,0.0,0.0,0.0,49.2882288445555
360,0.8069474454420907,18.518503046811947,0.0,0.0,0.0,47.28514036172152
361,0.548393271168178,18.518503046811947,0.0,0.0,0.0,47.04956126687225
362,5.247937670539155,18.518503046811947,0.0,0.0,0.0,52.35007494369247
363,14.675442542043518,18.518503046811947,0.0,0.0,0.0,62.082037932372735
364,25.97428135042322,18.518503046811947,0.0,0.0,0.0,73.52264141998484
365,24.212677437582165,18.518503046811947,0.0,0.0,0.0,71.70291012874195
366,27.500275960442863,18.518503046811947,0.0,0.0,0.0,75.2639978263205
367,25.01499986988998,18.518503046811947,0.0,0.0,0.0,73.08055301950569
368,21.43384808369647,18.518503046811947,0.0,0.0,0.0,69.54598487325946
369,17.001157815436798,18.518503046811947,0.0,0.0,0.0,66.55262140989257
