,biomethane boiler,large scale heat pump,TTES charge,TTES discharge,selling
1680,-0.0,-13.100928713098009,-0.0,-0.0,-0.0
1681,-0.0,-13.829947837297802,-0.0,-0.0,-0.0
1682,-0.0,-14.804565297083567,-0.0,-0.0,-0.0
1683,-0.0,-16.23916926396257,-0.0,-0.0,-0.0
1684,-0.0,-18.518503046811947,-0.0,-3.317908962915915,-0.0
1685,-0.0,-18.518503046811947,-0.0,-15.560353394291653,-0.0
1686,-0.0,-18.518503046811947,-0.0,-18.978275722510787,-0.0
1687,-0.0,-18.518503046811947,-0.0,-16.515453884551043,-0.0
1688,-0.0,-18.518503046811947,-0.0,-9.477280912456571,-0.0
1689,-0.0,-18.518503046811947,-0.0,-0.1820415755244582,-0.0
1690,-0.0,-15.84592743549396,-0.0,-0.0,-0.0
1691,-0.0,-13.086807847001062,-0.0,-0.0,-0.0
1692,-0.0,-11.40958486728155,-0.0,-0.0,-0.0
1693,-0.0,-11.107736682321816,-0.0,-0.0,-0.0
1694,-0.0,-11.649040409030825,-0.0,-0.0,-0.0
1695,-0.0,-16.816459186853425,-12.782992048994592,-0.0,-0.0
1696,-0.0,-18.401299321414186,-12.782992048994592,-0.0,-0.0
1697,-0.0,-15.670475543058226,-0.04829226958658239,-0.0,-0.0
1698,-0.0,-16.167627351561695,-0.0,-0.0,-0.0
1699,-0.0,-16.61350638965243,-0.0,-0.0,-0.0
1700,-0.0,-16.904273021693996,-0.0,-0.0,-0.0
1701,-0.0,-15.467057141074617,-0.0,-0.0,-0.0
1702,-0.0,-13.498878041220173,-0.0,-0.0,-0.0
1703,-0.0,-13.11103904276995,-0.0,-0.0,-0.0
1704,-0.0,-12.511546665337201,-0.0,-0.0,-0.0
1705,-0.0,-12.619322286558514,-0.0,-0.0,-0.0
1706,-0.0,-14.252771872875803,-0.0,-0.0,-0.0
1707,-0.0,-17.248207451129115,-0.0,-0.0,-0.0
1708,-0.0,-18.518503046811947,-0.0,-5.797418023424193,-0.0
1709,-0.0,-18.518503046811947,-0.0,-5.281724664710929,-0.0
1710,-0.0,-18.518503046811947,-0.0,-8.127328480888842,-0.0
1711,-0.0,-18.518503046811947,-0.0,-6.375124202047395,-0.0
1712,-0.0,-17.793784843051583,-0.0,-0.0,-0.0
1713,-0.0,-14.557536975373992,-0.0,-0.0,-0.0
1714,-0.0,-12.250649910605402,-0.0,-0.0,-0.0
1715,-0.0,-10.172845056083236,-0.0,-0.0,-0.0
1716,-0.0,-9.218535621236084,-0.0,-0.0,-0.0
1717,-0.0,-9.591451974264354,-0.8575483369004782,-0.0,-0.0
1718,-0.0,-9.98115671109257,-0.0,-0.0,-0.0
1719,-0.0,-10.704272766057336,-0.0,-0.0,-0.0
1720,-0.0,-12.603680275688243,-0.0,-0.0,-0.0
1721,-0.0,-13.86590255494496,-0.0,-0.0,-0.0
1722,-0.0,-14.413914672647666,-0.0,-0.0,-0.0
1723,-0.0,-15.171227997404948,-0.0,-0.0,-0.0
1724,-0.0,-15.207567313159744,-0.0,-0.0,-0.0
1725,-0.0,-13.8571166908589,-0.0,-0.0,-0.0
1726,-0.0,-12.864122122225803,-0.0,-0.0,-0.0
1727,-0.0,-12.031570100987762,-0.0,-0.0,-0.0
1728,-0.0,-10.016986193030593,-0.0,-0.0,-0.0
1729,-0.0,-10.271296307563109,-0.0,-0.0,-0.0
1730,-0.0,-11.594315609024166,-0.0,-0.0,-0.0
1731,-0.0,-12.967290887128199,-0.0,-0.0,-0.0
1732,-0.0,-14.560449227850125,-0.0,-0.0,-0.0
1733,-0.0,-17.14319436635923,-0.0,-0.0,-0.0
1734,-0.0,-18.518503046811947,-0.0,-0.8563597193396006,-0.0
1735,-0.0,-18.477851551042768,-0.0,-0.0,-0.0
1736,-0.0,-16.164388089304158,-0.0,-0.0,-0.0
1737,-0.0,-13.37160503835258,-0.0,-0.0,-0.0
1738,-0.0,-10.266240130730479,-0.0,-0.0,-0.0
1739,-0.0,-8.924284335404574,-0.0,-0.0,-0.0
1740,-0.0,-7.974792687281146,-0.0,-0.0,-0.0
1741,-0.0,-10.59129563849018,-9.665658479880783,-0.0,-0.0
1742,-0.0,-9.363706375933221,-4.137120550596315,-0.0,-0.0
1743,-0.0,-9.362941496025627,-0.0,-0.0,-0.0
